donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_reaction_id,source_pair_id,split,orientation,class_pair
QSFTUDMNQSXEMV-UHFFFAOYSA-N,ICBNRDCOMTXUJD-UHFFFAOYSA-N,CNC(CC1(CCN(CC1)C2=C(C=NC=C2Cl)Br)C=O)C(F)F,C1=CC(=C(C(=C1CCC=O)Cl)F)O,CBZ3-R-8213B4DFCB82C58A-BA,CBZ3-P-8213B4DFCB82C58A,train,B_donor_A_acceptor,aliphatic__aliphatic
FZZWQKONVSNCLT-CILPGNKCSA-N,VWOLCOPMYXCKGO-UHFFFAOYSA-N,C1CN(CC=C1C2=C(C=C(C=C2)N3C[C@@H](OC3C=O)CO)F)CCC4=CC=CC=C4,CC(C)(CN1CCCCC1)C=O,CBZ3-R-8EE2D815D126FDB8-AB,CBZ3-P-8EE2D815D126FDB8,train,A_donor_B_acceptor,aliphatic__aliphatic
VWOLCOPMYXCKGO-UHFFFAOYSA-N,FZZWQKONVSNCLT-CILPGNKCSA-N,CC(C)(CN1CCCCC1)C=O,C1CN(CC=C1C2=C(C=C(C=C2)N3C[C@@H](OC3C=O)CO)F)CCC4=CC=CC=C4,CBZ3-R-8EE2D815D126FDB8-BA,CBZ3-P-8EE2D815D126FDB8,train,B_donor_A_acceptor,aliphatic__aliphatic
RFZPFSUMUIZEQD-UHFFFAOYSA-N,PZORTPKQVZJVIK-UHFFFAOYSA-N,CC(CC1=CC=CO1)(C=O)C2=CC=C(C=C2)F,C1=CC(=C(C=C1CC#N)F)C=CCC=O,CBZ3-R-97BD7BAFE8A65C1A-BA,CBZ3-P-97BD7BAFE8A65C1A,train,B_donor_A_acceptor,aliphatic__aliphatic
JEXOPIRWGYIKMP-UHFFFAOYSA-N,WQQBMAAZKSJLTE-UHFFFAOYSA-N,CC(C(=O)NC1=CC2=C(CC(C2)C=O)C(=C1)F)N3CCC3,CC(CC1=CC=CC=C1)(C=O)C2=CC=C(C=C2)F,CBZ3-R-DB8DBA6745163C3D-AB,CBZ3-P-DB8DBA6745163C3D,train,A_donor_B_acceptor,aliphatic__aliphatic
WQQBMAAZKSJLTE-UHFFFAOYSA-N,JEXOPIRWGYIKMP-UHFFFAOYSA-N,CC(CC1=CC=CC=C1)(C=O)C2=CC=C(C=C2)F,CC(C(=O)NC1=CC2=C(CC(C2)C=O)C(=C1)F)N3CCC3,CBZ3-R-DB8DBA6745163C3D-BA,CBZ3-P-DB8DBA6745163C3D,train,B_donor_A_acceptor,aliphatic__aliphatic
BFEXGNFZCNYWCG-WCTZXXKLSA-N,HVAXGLYKECRETN-UHFFFAOYSA-N,CC1(O[C@@H]2[C@@H]([C@H](O[C@@H]2O1)C=O)OC)C,COC(=O)CCCCCCC=O,CBZ3-R-6B57EC814BC3A441-AB,CBZ3-P-6B57EC814BC3A441,train,A_donor_B_acceptor,aliphatic__aliphatic
YUNPQAOWKVWRNR-JMSVASOKSA-N,VDYRMZAMOUBBQF-UHFFFAOYSA-N,CC1=C(N[C@@H](SC1)[C@@H](C=O)NC(=O)[C@@H](C2=CC=CC=C2)N)C(=O)O,CCC1=CC(=NN1C2=C(C=CC(=N2)Cl)CC=O)C(F)F,CBZ3-R-33A81624A6180A78-BA,CBZ3-P-33A81624A6180A78,train,B_donor_A_acceptor,aliphatic__aliphatic
DYYICJAZACKVER-UHFFFAOYSA-N,ZVVOLAIHDHHWGV-UHFFFAOYSA-N,CN(C1=CC=C(C=C1)OC(F)(F)F)C2=NN=C(C=C2)OCC=O,CC(C)CC(=O)N(C)C(C)C=O,CBZ3-R-3AAB8971DD3E31BD-AB,CBZ3-P-3AAB8971DD3E31BD,train,A_donor_B_acceptor,aliphatic__aliphatic
BLJUHDHHUKVDNK-YYUAWURSSA-N,LGSOEPYXMYEXGM-RFSCMCKOSA-N,C1CC2CCC1[C@@H]([C@@H]2NC3=CC(=CC(=N3)C4=CNC5=C4C=C(C=N5)F)C(F)(F)F)C=O,C1CC2=CC=CC=C2NC1C(=O)CCC(=O)C3[C@@H](CSN3)C=O,CBZ3-R-9E18FFF09CC93695-AB,CBZ3-P-9E18FFF09CC93695,train,A_donor_B_acceptor,aliphatic__aliphatic
PZORTPKQVZJVIK-UHFFFAOYSA-N,RFZPFSUMUIZEQD-UHFFFAOYSA-N,C1=CC(=C(C=C1CC#N)F)C=CCC=O,CC(CC1=CC=CO1)(C=O)C2=CC=C(C=C2)F,CBZ3-R-97BD7BAFE8A65C1A-AB,CBZ3-P-97BD7BAFE8A65C1A,train,A_donor_B_acceptor,aliphatic__aliphatic
GXNWSCMDKKEYFC-UHFFFAOYSA-N,GWSBKBWEDHRHBX-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C)(C=O)NS(=O)(=O)C2=CC=C(C=C2)C,CNC1=C(C=C(C=C1)Br)C(C=O)(F)F,CBZ3-R-AF283061ED106AB8-BA,CBZ3-P-AF283061ED106AB8,train,B_donor_A_acceptor,aliphatic__aliphatic
KPRUBLIVKOIMJS-LOFWALOHSA-N,LCZMGBIAUHAYSH-UHFFFAOYSA-N,C1CN(C(=O)N[C@H]1O)C2[C@@H]([C@@H]([C@H](O2)CO)C=O)F,CC(C)CC1CCCC1(CC2=CC=CC=C2)C=O,CBZ3-R-1EF655E25FF9531E-AB,CBZ3-P-1EF655E25FF9531E,train,A_donor_B_acceptor,aliphatic__aliphatic
MEHIGMLPKIJWEA-UHFFFAOYSA-N,HJXNEIJOJKVFML-UHFFFAOYSA-N,CCC(C)(C=O)O,CC1=CC(=CC2=C1C(N(C2)CC3=CC=C(C=C3)OC(F)(F)F)C=O)N(C)CC4=CC=NC=C4,CBZ3-R-C291D97AAA86337C-BA,CBZ3-P-C291D97AAA86337C,train,B_donor_A_acceptor,aliphatic__aliphatic
ADVCYEWNLCGTBT-UHFFFAOYSA-N,FNDMFRHOMBPVFE-UHFFFAOYSA-N,C1CN(C(C1C=O)C2=C(C=C(C=C2)F)F)CC3=CC=CC=C3,CN1C(=O)CCC(C1=O)NC2=CC(=C(C=C2)N3CCC(CC3)C=O)F,CBZ3-R-72704746335637D7-AB,CBZ3-P-72704746335637D7,train,A_donor_B_acceptor,aliphatic__aliphatic
HNIZDEUYJONYJM-CVMIBEPCSA-N,FBWRAIMEARSGFX-UHFFFAOYSA-N,CC(C)C[C@@H](C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)C2=CC=C(N2)C(=O)OC,CC(C)(C)OC(=O)NC(COCOC)C=O,CBZ3-R-D0C64D7B84AC2255-BA,CBZ3-P-D0C64D7B84AC2255,train,B_donor_A_acceptor,aliphatic__aliphatic
UJTKRTAWEQKHLE-KEDSGRIDSA-N,MRADEDTVQZPRBO-UHFFFAOYSA-N,CC1(C2C1[C@@H](N(C2)C(=O)COC3=CC=C(C=C3)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,CC1=C(C=CC(=C1)F)C(C=O)O,CBZ3-R-248584581B58FB09-BA,CBZ3-P-248584581B58FB09,train,B_donor_A_acceptor,aliphatic__aliphatic
YVVJCDNSWAFOPY-UHFFFAOYSA-N,GJFZGCMUAROKPQ-KDXUFGMBSA-N,CCCCC1CN(C2=CC(=C(C=C2SN1C)OCC(C=O)(F)F)SC)C3=CC=CC=C3,C[C@H]1C[C@H]([C@H](O[C@@H]1C=O)OC)C,CBZ3-R-ADB9417748A4590C-BA,CBZ3-P-ADB9417748A4590C,train,B_donor_A_acceptor,aliphatic__aliphatic
LRZLGURASKDKFT-UHFFFAOYSA-N,MTRVTKHYJKBQBO-UHFFFAOYSA-N,C(C=O)SF,CC1=C(N=CC=C1)C2=CC3=C(C=C2)C(N(N3)C(F)(F)F)C=O,CBZ3-R-129DA825F88A6CF1-AB,CBZ3-P-129DA825F88A6CF1,train,A_donor_B_acceptor,aliphatic__aliphatic
SADTUYAPSYSRHV-UHFFFAOYSA-N,GBRNSERMZPFELE-UHFFFAOYSA-N,C1=CC2=NC=C(C(=C2C=C1F)CC=O)N,C1CN(CCC1N2C3=CC(=C(C=C3N(C2=O)CC=O)Cl)Cl)CC4=CC=C(C=C4)F,CBZ3-R-6108D62F4F63BB89-BA,CBZ3-P-6108D62F4F63BB89,train,B_donor_A_acceptor,aliphatic__aliphatic
DVNDPPVHIXGQAX-UHFFFAOYSA-N,DISJQPXLQNQPIM-UHFFFAOYSA-N,CC(C)(C=O)OCC(F)F,CC(C)(CCCCCl)C=O,CBZ3-R-9465FABE21075F42-BA,CBZ3-P-9465FABE21075F42,train,B_donor_A_acceptor,aliphatic__aliphatic
AXRHVHKGFOTTRX-UHFFFAOYSA-N,KNSJZJSZPAPPMG-UHFFFAOYSA-N,CC(C)C(C=O)C(F)F,C1CN(CCN1CC(C=O)C2=CC=CC=N2)C(F)(F)F,CBZ3-R-3B9E7041FA699638-AB,CBZ3-P-3B9E7041FA699638,train,A_donor_B_acceptor,aliphatic__aliphatic
DBGDPSNNYBETGJ-UHFFFAOYSA-N,FOFOFLWSOQEPHB-MRVPVSSYSA-N,CCCC(CC(C)C)C=O,C1=CC=NC(=C1)C(=O)C[C@@H](CC=O)C(F)(F)F,CBZ3-R-080907DF3DCDA4EB-AB,CBZ3-P-080907DF3DCDA4EB,train,A_donor_B_acceptor,aliphatic__aliphatic
KLZXCTGYJSIODJ-WHCXFUJUSA-N,UBNFJWXILMCNSI-UHFFFAOYSA-N,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)Cl)C(=O)NC(CC3=CC=CC=C3)C=O,CC(C(C=O)C1=CC=CC=C1)N(CNC2=CC=CC=C2)C3=CC=CC=C3,CBZ3-R-3C370E0B1925019E-AB,CBZ3-P-3C370E0B1925019E,train,A_donor_B_acceptor,aliphatic__aliphatic
ICAIPPUGFUTBHQ-UHFFFAOYSA-N,KTKYAAQLYVHFIH-HVOFVXBASA-N,CC1=CC=C(C=C1)CC2(N(C(C(=O)N2C)CC3=CNC4=C3C(=C(C=C4)F)[N+](=O)[O-])C)C=O,CC1(O[C@H]2[C@@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=C(N=C43)F)NC5CCCCC5)C=O)C,CBZ3-R-B128BB2C162F7FC4-AB,CBZ3-P-B128BB2C162F7FC4,train,A_donor_B_acceptor,aliphatic__aliphatic
RFBVVKBLTPZXFO-UHFFFAOYSA-N,HEULCALJCJPBRS-UHFFFAOYSA-N,C(C=O)OC(=O)CN,CCCCN(CC(=O)OCC#N)C(=O)OCC1=CC=C(C=C1)NCC(C=O)C2=CC=C(C=C2)F,CBZ3-R-7B5071EB46226531-BA,CBZ3-P-7B5071EB46226531,train,B_donor_A_acceptor,aliphatic__aliphatic
QFVJCQABJUEFOC-QHCPKHFHSA-N,PDUMOEAOLWINBU-UHFFFAOYSA-N,C1=CC=C(C=C1)C[C@@H](C=O)NC(=O)C2=CC=CC=C2NC(=O)C3=CC4=CC=CC=C4C=C3,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)CC=O)Br)F,CBZ3-R-4ECBE1B4627FE25C-BA,CBZ3-P-4ECBE1B4627FE25C,train,B_donor_A_acceptor,aliphatic__aliphatic
CPELAHWINAFKBC-UHFFFAOYSA-N,QEXRCNGRHFJWIO-UHFFFAOYSA-N,CC(CCCO)C=O,CC1(CC=CC=C1C=CC2=CC=CC=C2)C=O,CBZ3-R-81589349D7EBFC31-AB,CBZ3-P-81589349D7EBFC31,train,A_donor_B_acceptor,aliphatic__aliphatic
PDUMOEAOLWINBU-UHFFFAOYSA-N,QFVJCQABJUEFOC-QHCPKHFHSA-N,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)CC=O)Br)F,C1=CC=C(C=C1)C[C@@H](C=O)NC(=O)C2=CC=CC=C2NC(=O)C3=CC4=CC=CC=C4C=C3,CBZ3-R-4ECBE1B4627FE25C-AB,CBZ3-P-4ECBE1B4627FE25C,train,A_donor_B_acceptor,aliphatic__aliphatic
UBNFJWXILMCNSI-UHFFFAOYSA-N,KLZXCTGYJSIODJ-WHCXFUJUSA-N,CC(C(C=O)C1=CC=CC=C1)N(CNC2=CC=CC=C2)C3=CC=CC=C3,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)Cl)C(=O)NC(CC3=CC=CC=C3)C=O,CBZ3-R-3C370E0B1925019E-BA,CBZ3-P-3C370E0B1925019E,train,B_donor_A_acceptor,aliphatic__aliphatic
QLYOLVKZPSTDFV-UHFFFAOYSA-N,BOQACHNWJIBWQF-ZETCQYMHSA-N,CC1=C(C=C(C=C1)F)CN2CCCC(C2)C=O,CC#CCO[C@@H](C)C=O,CBZ3-R-A56E880BD656C56B-BA,CBZ3-P-A56E880BD656C56B,train,B_donor_A_acceptor,aliphatic__aliphatic
BOQACHNWJIBWQF-ZETCQYMHSA-N,QLYOLVKZPSTDFV-UHFFFAOYSA-N,CC#CCO[C@@H](C)C=O,CC1=C(C=C(C=C1)F)CN2CCCC(C2)C=O,CBZ3-R-A56E880BD656C56B-AB,CBZ3-P-A56E880BD656C56B,train,A_donor_B_acceptor,aliphatic__aliphatic
DRLNNKKRFZSXLG-UHFFFAOYSA-N,JNCPPEYWFKDPHS-CRCLSJGQSA-N,CC(CC1=C(C=C(C=C1)F)Br)C=O,C(C=O)[C@@H]([C@@H](CI)O)O,CBZ3-R-94F69205984D92C5-AB,CBZ3-P-94F69205984D92C5,train,A_donor_B_acceptor,aliphatic__aliphatic
KXBUPUCKTPXGJQ-COZQAFJOSA-N,OMIGCBIHLBYZQZ-UHFFFAOYSA-N,C[C@H]1[C@H](OC(O[C@H]1[C@@](C)(COC(=O)C)OCC2=CC=CC=C2)(C)C)[C@@H](C)C=O,CC(CC=O)NC1=C(C=CC(=C1)F)CN,CBZ3-R-E38FEA6B002AB99C-AB,CBZ3-P-E38FEA6B002AB99C,train,A_donor_B_acceptor,aliphatic__aliphatic
VMQIZDOJIKKIDT-BPGUCPLFSA-N,IRTFEOOXYHOLAN-UHFFFAOYSA-N,CC(C)([C@@H](C=O)NC)N1CC(=CC1C2=CC=CC=C2)C3=C(C=CC(=C3)F)F,COC1(C=C(C=CC1C=O)Br)F,CBZ3-R-F355EED0E7E3ED1F-BA,CBZ3-P-F355EED0E7E3ED1F,train,B_donor_A_acceptor,aliphatic__aliphatic
VJCXBFMFEZXGDB-UHFFFAOYSA-N,MZPYQWAQAOIQBX-UHFFFAOYSA-N,CCC(C)C(C=O)NC(=O)OCC1=CC=CC=C1,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)NCC4(C=O)C(=O)C5=CC=C(C=C5)F,CBZ3-R-0AE877B767AF8A88-BA,CBZ3-P-0AE877B767AF8A88,train,B_donor_A_acceptor,aliphatic__aliphatic
JUHPCMHMGTXLCS-GBYZOQDHSA-N,SZBWVGOOJKYIIU-UHFFFAOYSA-N,C/C(=C\CCC1=CC=C(C=C1)C#N)/CCC/C(=C\C/C=C(\C)/CCCCC=O)/C#N,C(=O)C(C(=O)C(Br)Br)C(F)(F)F,CBZ3-R-9EA0E3F9344339DC-AB,CBZ3-P-9EA0E3F9344339DC,train,A_donor_B_acceptor,aliphatic__aliphatic
ZQYULIXQISCKLV-UHFFFAOYSA-N,QAIJMKLVIVRPAR-UHFFFAOYSA-N,CC1=NOC(C1C=O)C2=CC=CC=C2,CC1(CC2=C(C(=O)C1)C(=NO2)CC(C=O)C3=CC(=CC=C3)[N+](=O)[O-])C,CBZ3-R-E0BAAF0BFAFD322E-BA,CBZ3-P-E0BAAF0BFAFD322E,train,B_donor_A_acceptor,aliphatic__aliphatic
ILLNQDHTWQZTDM-UHFFFAOYSA-N,DPMFEJUJXHWAJI-UHFFFAOYSA-N,CC(CCN1CCC(CC1)N(CC=C(C)C)C2=CC=C(C=C2)CCC3=CC=C(C=C3)F)C(C=O)N,C1=CC=C(C=C1)CCCCCCCCC2=C(C=C(C=C2)C(F)(F)F)C3C(O3)C=O,CBZ3-R-69A505BCFFCC3A06-BA,CBZ3-P-69A505BCFFCC3A06,train,B_donor_A_acceptor,aliphatic__aliphatic
ZOSTYHQCOXCMBY-LSLKUGRBSA-N,XIRSLMFFJKUNII-UHFFFAOYSA-N,CC(C)(C)C(C[C@@H](C=O)NC(=O)OCC1=CC=CC=C1)C(=O)O,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCN(CC5)C(C=O)N)C=C3,CBZ3-R-D87096A4EF08C6E6-BA,CBZ3-P-D87096A4EF08C6E6,train,B_donor_A_acceptor,aliphatic__aliphatic
XIRSLMFFJKUNII-UHFFFAOYSA-N,ZOSTYHQCOXCMBY-LSLKUGRBSA-N,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCN(CC5)C(C=O)N)C=C3,CC(C)(C)C(C[C@@H](C=O)NC(=O)OCC1=CC=CC=C1)C(=O)O,CBZ3-R-D87096A4EF08C6E6-AB,CBZ3-P-D87096A4EF08C6E6,train,A_donor_B_acceptor,aliphatic__aliphatic
UVFWQBQMEQKTIY-JQCXWYLXSA-N,OPFCFRCSHWSXND-UHFFFAOYSA-N,CC(C)(C)OC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,CCCCCC(=O)C(CCC)CC=O,CBZ3-R-94AE53DC1F688A78-BA,CBZ3-P-94AE53DC1F688A78,train,B_donor_A_acceptor,aliphatic__aliphatic
LFIUMOHGAWHPEA-UHFFFAOYSA-N,PTSWTTMMJQPWKS-SFTDATJTSA-N,C(C(C(C(C(C=O)O)O)O)O)F,CC[C@]1([C@@H](N(CC1=C)S(=O)(=O)C2=CC=C(C=C2)C)C3=CC=CC=C3)C=O,CBZ3-R-3BFA9EBA98410122-AB,CBZ3-P-3BFA9EBA98410122,train,A_donor_B_acceptor,aliphatic__aliphatic
SJAURTGSRMBPKL-UHFFFAOYSA-N,DWOKSHDTRJAXAD-UHFFFAOYSA-N,C1=CC(=C(C=C1CCC=O)OC(F)(F)F)Br,CC1=NN(C=C1NC2=NC=C(C(=N2)NC)C(F)(F)F)C3CCC(NC3)C=O,CBZ3-R-729C760518577D7A-BA,CBZ3-P-729C760518577D7A,train,B_donor_A_acceptor,aliphatic__aliphatic
GSVXWDUEOCCGOA-UHFFFAOYSA-N,NEWGZPIIFXUZQH-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(CCC=O)CCC1=CC(=C(C=C1)OC2=CC=C(C=C2)Cl)F,COC1=C(C(=C(C=C1)O)C(=O)N2CCN(CC2)C3(CC=NC=C3)C=O)F,CBZ3-R-BF4F14E387BF9ADF-AB,CBZ3-P-BF4F14E387BF9ADF,train,A_donor_B_acceptor,aliphatic__aliphatic
JJPOKSUSDPKKHF-UHFFFAOYSA-N,QBDLBDPYDWYIDF-UHFFFAOYSA-N,C1=NC(=C(C(=N1)C(F)(F)F)Br)C2=NOC(=O)N2CCC=O,CC1=CC=CC=C1C(C=O)(C2=CC=CC=C2)NC(=O)N,CBZ3-R-6298C648158D1014-AB,CBZ3-P-6298C648158D1014,train,A_donor_B_acceptor,aliphatic__aliphatic
PZQLLGCWXFFGFD-UHFFFAOYSA-N,BYOSZULJWYKCQL-YFKPBYRVSA-N,C1=CC(=C(C=C1C=CCC=O)F)CN,C[C@@H](CC=O)C[N+](=O)[O-],CBZ3-R-29FA5C3F8E44DE63-BA,CBZ3-P-29FA5C3F8E44DE63,train,B_donor_A_acceptor,aliphatic__aliphatic
QMIFREVBTUBVGM-UHFFFAOYSA-N,QGTBEGKSYICSIH-UHFFFAOYSA-N,CCOCC1=NC=C(C=C1)C(=O)NS(=O)(=O)C(C=O)C2=CC(=CC=C2)F,CN1C(=O)C(NC1=O)(CCC2=CC=C(C=C2)Cl)C=O,CBZ3-R-7048AA0B25CE0EBB-BA,CBZ3-P-7048AA0B25CE0EBB,train,B_donor_A_acceptor,aliphatic__aliphatic
BYOSZULJWYKCQL-YFKPBYRVSA-N,PZQLLGCWXFFGFD-UHFFFAOYSA-N,C[C@@H](CC=O)C[N+](=O)[O-],C1=CC(=C(C=C1C=CCC=O)F)CN,CBZ3-R-29FA5C3F8E44DE63-AB,CBZ3-P-29FA5C3F8E44DE63,train,A_donor_B_acceptor,aliphatic__aliphatic
QBDLBDPYDWYIDF-UHFFFAOYSA-N,JJPOKSUSDPKKHF-UHFFFAOYSA-N,CC1=CC=CC=C1C(C=O)(C2=CC=CC=C2)NC(=O)N,C1=NC(=C(C(=N1)C(F)(F)F)Br)C2=NOC(=O)N2CCC=O,CBZ3-R-6298C648158D1014-BA,CBZ3-P-6298C648158D1014,train,B_donor_A_acceptor,aliphatic__aliphatic
MFGWABPEZWYGGK-RXMQYKEDSA-N,OUQBDPMAGCEKBV-UHFFFAOYSA-N,C[C@H](C=C)C=O,C1CCN(CC1)S(=O)(=O)C2=C(C=C(C(=C2)C(=O)OC(C=O)C3=CC=CC=C3)Cl)F,CBZ3-R-7E66846779EA2A8C-AB,CBZ3-P-7E66846779EA2A8C,train,A_donor_B_acceptor,aliphatic__aliphatic
QGTBEGKSYICSIH-UHFFFAOYSA-N,QMIFREVBTUBVGM-UHFFFAOYSA-N,CN1C(=O)C(NC1=O)(CCC2=CC=C(C=C2)Cl)C=O,CCOCC1=NC=C(C=C1)C(=O)NS(=O)(=O)C(C=O)C2=CC(=CC=C2)F,CBZ3-R-7048AA0B25CE0EBB-AB,CBZ3-P-7048AA0B25CE0EBB,train,A_donor_B_acceptor,aliphatic__aliphatic
LXLVAKOATIBNAY-UHFFFAOYSA-N,OHRBQTOZYGEWCJ-UHFFFAOYSA-N,COC1=CC=C(C=C1)COCCC2C(O2)C=O,CC(C)C1=CC(=CC=C1)C(C)CC=O,CBZ3-R-199FED5EC0BB0C3B-AB,CBZ3-P-199FED5EC0BB0C3B,train,A_donor_B_acceptor,aliphatic__aliphatic
DZPXUKGQJRMXBK-JWQCQUIFSA-N,SZJLZNBPEGGARJ-UHFFFAOYSA-N,C1C[C@@H]2[C@@H](CCN2C3=NC=CC(=C3)N4CCC(CC4)CCC=O)N(C1)C5=CC(=CC=C5)F,CC(C)(C=O)N1C=C(N=C1)[N+](=O)[O-],CBZ3-R-BE04D4C6A4A86256-AB,CBZ3-P-BE04D4C6A4A86256,train,A_donor_B_acceptor,aliphatic__aliphatic
YBKNTTHSINFHOW-UHFFFAOYSA-N,UVMWGTYRCNZLBW-UHFFFAOYSA-N,CCOC(=O)C(C1=CC2=C(C=C1)OCO2)C(C=O)C3=CC=C(C=C3)C(F)(F)F,C1=CC(=CC=C1CC(C=O)Br)F,CBZ3-R-C475D6BD410753BB-BA,CBZ3-P-C475D6BD410753BB,train,B_donor_A_acceptor,aliphatic__aliphatic
MWOKPBMLGWJNBQ-UHFFFAOYSA-N,DBHMTXCSPMZGHX-UHFFFAOYSA-N,CC1=C(C=CC(=C1)OCC(C)N2C3CCC2CC(C3)C4=NOC5=C4C=CC(=C5)F)CC=O,CC(C)(COC1=CC2=C(C=C1)C=CC(=C2)F)C=O,CBZ3-R-0D0E7467333A61B7-BA,CBZ3-P-0D0E7467333A61B7,train,B_donor_A_acceptor,aliphatic__aliphatic
