id,donor_id,prod_smiles,ald_smiles,prod_arc,prod_mem,ald_arc,ald_mem,thermal_prod,thermal_ald,charge_prod,charge_ald,label_stored,new_scaffold_split
93617,93617,COCc1c(C(O)C(=O)C(O)C(O)c2cc3n(c(=O)c2COC)Cc2c-3nc3cc(F)c(C)c4c3c2C(N)CS4)cc2n(c1=O)Cc1c-2nc2cc(F)c(C)c3c2c1C(N)CS3,COCc1c(C(O)C=O)cc2n(c1=O)Cc1c-2nc2cc(F)c(C)c3c2c1C(N)CS3,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0936/geom.tar.zst,xyz/p000017.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0936/geom.tar.zst,ald_xyz/a000031.xyz,0.6033411995219922,0.2749310974199943,0,0,9.865118682893398,train
164129,164129,Cc1nn(C)c2c(F)cc(C(=O)C(O)c3cc(F)c4c(c3)c(C)nn4C)cc12,Cc1nn(C)c2c(F)cc(C=O)cc12,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1641/geom.tar.zst,xyz/p000029.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1641/geom.tar.zst,ald_xyz/a000043.xyz,0.2468788305830003,0.108082112568006,0,0,8.549082998508203,train
182263,182263,CCCC(C)c1ccc(C(F)(F)Oc2ccc(C3CCC(C(=O)C(O)C4CCC(c5ccc(OC(F)(F)c6ccc(C(C)CCC)cc6)cc5)CC4)CC3)cc2)cc1,CCCC(C)c1ccc(C(F)(F)Oc2ccc(C3CCC(C=O)CC3)cc2)cc1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,xyz/p000063.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,ald_xyz/a000023.xyz,0.8151898897590115,0.3904236217019985,0,0,8.550711513049194,train
174708,174708,Nc1cc(F)c(C(F)F)nc1C(=O)C(O)c1nc(C(F)F)c(F)cc1N,Nc1cc(F)c(C(F)F)nc1C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1747/geom.tar.zst,xyz/p000008.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1747/geom.tar.zst,ald_xyz/a000076.xyz,0.1352414425860075,0.0522960450749963,0,0,9.431190062899386,train
173750,173750,O=C(c1[nH]c(=O)cc(C(F)(F)F)c1C(F)F)C(O)c1[nH]c(=O)cc(C(F)(F)F)c1C(F)F,O=Cc1[nH]c(=O)cc(C(F)(F)F)c1C(F)F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1737/geom.tar.zst,xyz/p000050.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1737/geom.tar.zst,ald_xyz/a000051.xyz,0.1340625337490024,0.0522034307630008,0,0,8.098735535763042,train
175137,175137,O=C(c1nc(CBr)cc(OC(F)(F)F)c1O)C(O)c1nc(CBr)cc(OC(F)(F)F)c1O,O=Cc1nc(CBr)cc(OC(F)(F)F)c1O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1751/geom.tar.zst,xyz/p000037.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1751/geom.tar.zst,ald_xyz/a000085.xyz,0.1398321327349947,0.0541354643809981,0,0,7.035009789523959,train
169639,169639,Cc1cc(C(F)F)nc(Cl)c1C(=O)C(O)c1c(C)cc(C(F)F)nc1Cl,Cc1cc(C(F)F)nc(Cl)c1C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1696/geom.tar.zst,xyz/p000039.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1696/geom.tar.zst,ald_xyz/a000014.xyz,0.1636243375999981,-3.361329857796001,0,0,1.8340253330389005,train
175501,175501,CC1CCCC1(CC(F)F)C(=O)C(O)C1(CC(F)F)CCCC1C,CC1CCCC1(C=O)CC(F)F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1755/geom.tar.zst,xyz/p000001.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1755/geom.tar.zst,ald_xyz/a000012.xyz,0.3557891369869992,0.1605743635459973,0,0,13.822723031450742,train
171777,171777,CC(O)C#Cc1ccc(F)cc1C(=O)C(O)c1cc(F)ccc1C#CC(C)O,C[C@H](O)C#Cc1ccc(F)cc1C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1717/geom.tar.zst,xyz/p000077.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1717/geom.tar.zst,ald_xyz/a000033.xyz,0.2348871611660001,0.1000823758149991,0,0,6.789799154386757,train
163456,163456,CCCC(C)COc1cc(F)cc(C(=O)C(O)c2cc(F)cc(OCC(C)CCC)c2)c1,CCCC(C)COc1cc(F)cc(C=O)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1634/geom.tar.zst,xyz/p000056.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1634/geom.tar.zst,ald_xyz/a000014.xyz,0.4337211380940005,0.2026871110629997,0,0,4.462223319550453,train
94038,94038,COc1ccc2c(c1)CCCC(c1ccccc1)=C2c1c(F)cc(N2CCC(C(=O)C(O)C3CCN(c4cc(F)c(C5=C(c6ccccc6)CCCc6cc(OC)ccc65)c(F)c4)CC3)CC2)cc1F,COc1ccc2c(c1)CCCC(c1ccccc1)=C2c1c(F)cc(N2CCC(C=O)CC2)cc1F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0940/geom.tar.zst,xyz/p000038.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0940/geom.tar.zst,ald_xyz/a000022.xyz,0.8489213301749885,0.4090927006549947,0,0,-1.1694146023172984,train
165301,165301,O=C(c1cc(F)ccc1C1(C(=O)O)CC1)C(O)c1cc(F)ccc1C1(C(=O)O)CC1,O=Cc1cc(F)ccc1C1(C(=O)O)CC1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1653/geom.tar.zst,xyz/p000001.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1653/geom.tar.zst,ald_xyz/a000095.xyz,0.2405817520670012,0.1025174496249974,0,0,9.587714890422324,train
158085,158085,Cc1cc(Oc2c(Cl)cccc2C(=O)C(O)c2cccc(Cl)c2Oc2ccc(F)c(C)c2)ccc1F,Cc1cc(Oc2c(Cl)cccc2C=O)ccc1F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,xyz/p000085.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,ald_xyz/a000027.xyz,0.2971613817979914,0.1295275940560003,0,0,4.809534280124407,train
5149,5149,COc1cc2c(C)c(C(C)C)c(=O)oc2c(C(=O)C(O)c2c(O)c(OC)cc3c(C)c(C(C)C)c(=O)oc23)c1O,COc1cc2c(C)c(C(C)C)c(=O)oc2c(C=O)c1O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0051/geom.tar.zst,xyz/p000049.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0051/geom.tar.zst,ald_xyz/a000058.xyz,0.4342632403839985,0.1975665332640019,0,0,12.7724854484394,train
161985,161985,O=C(c1cnn(-c2ccccc2Cl)c1F)C(O)c1cnn(-c2ccccc2Cl)c1F,O=Cc1cnn(-c2ccccc2Cl)c1F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1619/geom.tar.zst,xyz/p000085.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1619/geom.tar.zst,ald_xyz/a000099.xyz,0.1836315569279918,0.0759859121690027,0,0,5.081682522309375,train
164730,164730,COCc1c(F)ccc(C(=O)C(O)c2ccc(F)c(COC)c2F)c1F,COCc1c(F)ccc(C=O)c1F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1647/geom.tar.zst,xyz/p000030.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1647/geom.tar.zst,ald_xyz/a000019.xyz,0.2129968740629948,0.0922858821489995,0,0,2.914232265677386,train
175548,175548,CC(C)(COS(=O)(=O)C(F)(F)F)C(=O)C(O)C(C)(C)COS(=O)(=O)C(F)(F)F,CC(C)(C=O)COS(=O)(=O)C(F)(F)F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1755/geom.tar.zst,xyz/p000048.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1755/geom.tar.zst,ald_xyz/a000005.xyz,0.2211385371549994,0.0918597891879997,0,0,14.592835034994865,train
166141,166141,COc1c(Cl)cc(F)c(F)c1CCC(=O)C(O)CCc1c(F)c(F)cc(Cl)c1OC,COc1c(Cl)cc(F)c(F)c1CCC=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1661/geom.tar.zst,xyz/p000041.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1661/geom.tar.zst,ald_xyz/a000033.xyz,0.2371468852829963,0.1017257547019951,0,0,-0.8292698347284816,train
158023,158023,Cc1ccc([N+](=O)[O-])c(Oc2c(F)cccc2C(=O)C(O)c2cccc(F)c2Oc2cc(C)ccc2[N+](=O)[O-])c1,Cc1ccc([N+](=O)[O-])c(Oc2c(F)cccc2C=O)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,xyz/p000023.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,ald_xyz/a000039.xyz,0.2954909961329974,0.130355164461001,0,0,2.124145372214074,train
175141,175141,O=C(c1cc(OC(F)(F)F)c(=O)[nH]c1CBr)C(O)c1cc(OC(F)(F)F)c(=O)[nH]c1CBr,O=Cc1cc(OC(F)(F)F)c(=O)[nH]c1CBr,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1751/geom.tar.zst,xyz/p000041.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1751/geom.tar.zst,ald_xyz/a000077.xyz,0.1291335809140008,0.0566072314869998,0,0,2.342831877161533,train
162897,162897,Cc1cncc(-c2nn(-c3ccccc3F)cc2C(=O)C(O)c2cn(-c3ccccc3F)nc2-c2cncc(C)c2)c1,Cc1cncc(-c2nn(-c3ccccc3F)cc2C=O)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1628/geom.tar.zst,xyz/p000097.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1628/geom.tar.zst,ald_xyz/a000055.xyz,0.3753000418330003,0.1642399879439935,0,0,9.716065513113035,train
159980,159980,O=C(c1cc(F)cc(N2CCN3CCCCC3C2)c1)C(O)c1cc(F)cc(N2CCN3CCCCC3C2)c1,O=Cc1cc(F)cc(N2CCN3CCCCC3C2)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1599/geom.tar.zst,xyz/p000080.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1599/geom.tar.zst,ald_xyz/a000095.xyz,0.5217200981280001,3.3885978649189994,0,0,13.766878863120295,train
182228,182228,O=C(Cl)C(F)(F)C(F)(F)C(=O)C(O)C(F)(F)C(F)(F)C(=O)Cl,O=CC(F)(F)C(F)(F)C(=O)Cl,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,xyz/p000028.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,ald_xyz/a000060.xyz,0.0272153461939979,0.0003794989310037,0,0,-6.73266586822476,test
171800,171800,COc1cc(C(=O)C(O)c2cc(F)c(S)c(OC)c2)cc(F)c1S,COc1cc(C=O)cc(F)c1S,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1718/geom.tar.zst,xyz/p000000.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1718/geom.tar.zst,ald_xyz/a000017.xyz,0.1661595459080018,0.0692501754320034,0,0,3.8693979983405207,train
162452,162452,Cc1c(F)cccc1-c1ccc(Cl)cc1C(=O)C(O)c1cc(Cl)ccc1-c1cccc(F)c1C,Cc1c(F)cccc1-c1ccc(Cl)cc1C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1624/geom.tar.zst,xyz/p000052.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1624/geom.tar.zst,ald_xyz/a000018.xyz,0.2940598141370003,0.1313974101600052,0,0,6.373674480937054,train
182227,182227,CCOC(=O)C(C(=O)C(F)(F)F)C(CC)C(=O)C(O)C(CC)C(C(=O)OCC)C(=O)C(F)(F)F,CCOC(=O)C(C(=O)C(F)(F)F)C(C=O)CC,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,xyz/p000027.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1822/geom.tar.zst,ald_xyz/a000028.xyz,0.3333845983910066,0.1473836834610011,0,0,8.047960341920383,validation
175485,175485,O=C(C(O)C1(Cc2ccc(F)cc2F)CCC1)C1(Cc2ccc(F)cc2F)CCC1,O=CC1(Cc2ccc(F)cc2F)CCC1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1754/geom.tar.zst,xyz/p000085.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1754/geom.tar.zst,ald_xyz/a000062.xyz,0.3308593124410066,0.1480037970549972,0,0,7.682918675141312,train
172619,172619,COc1ncc(Cl)c(C(F)F)c1C(=O)C(O)c1c(OC)ncc(Cl)c1C(F)F,COc1ncc(Cl)c(C(F)F)c1C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1726/geom.tar.zst,xyz/p000019.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1726/geom.tar.zst,ald_xyz/a000034.xyz,0.1660990935600068,0.0665708133919977,0,0,1.534653750859769,train
165786,165786,CC(CC(=O)C(O)CC(C)c1ccc(CN(C)C)c(F)c1)c1ccc(CN(C)C)c(F)c1,CC(CC=O)c1ccc(CN(C)C)c(F)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1657/geom.tar.zst,xyz/p000086.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1657/geom.tar.zst,ald_xyz/a000010.xyz,0.4656194784460012,0.2125211602450036,0,0,2.2573885175349977,train
170582,170582,Nc1ncc(C(F)F)c(C(=O)C(O)c2c(C(F)F)cnc(N)c2O)c1O,Nc1ncc(C(F)F)c(C=O)c1O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1705/geom.tar.zst,xyz/p000082.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1705/geom.tar.zst,ald_xyz/a000046.xyz,0.149464812004993,0.0609000792980012,0,0,14.68209557000428,train
158081,158081,O=C(c1cccc(F)c1Oc1cc(F)cc(Br)c1)C(O)c1cccc(F)c1Oc1cc(F)cc(Br)c1,O=Cc1cccc(F)c1Oc1cc(F)cc(Br)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,xyz/p000081.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1580/geom.tar.zst,ald_xyz/a000071.xyz,0.220382129803994,0.0914388903799974,0,0,3.2201329635203675,train
163011,163011,CN(c1c(F)cc(C(=O)C(O)c2cc(F)c(N(C)C3CCC3)c(F)c2)cc1F)C1CCC1,CN(c1c(F)cc(C=O)cc1F)C1CCC1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1630/geom.tar.zst,xyz/p000011.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1630/geom.tar.zst,ald_xyz/a000052.xyz,0.350937020801993,0.1358957691430049,0,0,6.743943892264271,train
174369,174369,O=C(c1nc(C(F)F)ccc1I)C(O)c1nc(C(F)F)ccc1I,O=Cc1nc(C(F)F)ccc1I,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1743/geom.tar.zst,xyz/p000069.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1743/geom.tar.zst,ald_xyz/a000083.xyz,0.1039097763619878,0.0357574021919973,0,0,1.8044284211846813,train
