donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,stratum
GPULQHOSWTWAIQ-UHFFFAOYSA-N,JEDGVITTYRZRDD-UHFFFAOYSA-N,CCC(C=O)C1=CC=C(C=C1)OC,CC1CC2=C(C=C(C=C2)C(F)(F)F)C(N1C3=C(C=CN=C3)C)C=O,CBZ3-P-224B2068B9D44443,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
JEDGVITTYRZRDD-UHFFFAOYSA-N,GPULQHOSWTWAIQ-UHFFFAOYSA-N,CC1CC2=C(C=C(C=C2)C(F)(F)F)C(N1C3=C(C=CN=C3)C)C=O,CCC(C=O)C1=CC=C(C=C1)OC,CBZ3-P-224B2068B9D44443,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AJUHUIQYPALUKX-UHFFFAOYSA-N,DJCJLYJHDYGXDO-UHFFFAOYSA-N,CCOC(=O)C(C=O)(C1CCC2=C(C1)C=C(C=C2)F)N,CCCCCCCC(=O)OCC=O,CBZ3-P-E337B88312F61575,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
DJCJLYJHDYGXDO-UHFFFAOYSA-N,AJUHUIQYPALUKX-UHFFFAOYSA-N,CCCCCCCC(=O)OCC=O,CCOC(=O)C(C=O)(C1CCC2=C(C1)C=C(C=C2)F)N,CBZ3-P-E337B88312F61575,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
JXAYQEJFAWCGRO-UHFFFAOYSA-N,KRLHANGMKBFXQA-UHFFFAOYSA-N,CC(=CCOC(C)(C)C=O)C,C1=CC=C(C(=C1)C(CCCC=O)Cl)F,CBZ3-P-5F18311F1168BAF4,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
KRLHANGMKBFXQA-UHFFFAOYSA-N,JXAYQEJFAWCGRO-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(CCCC=O)Cl)F,CC(=CCOC(C)(C)C=O)C,CBZ3-P-5F18311F1168BAF4,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DXEDNCIYYQHIIY-UHFFFAOYSA-N,RFUFDJPJGFXQOJ-UWVGGRQHSA-N,C1=C(N=C(S1)CC=O)C(F)(F)F,C1=CC=C(C=C1)COC(=O)N[C@@H]([C@H](C=O)O)C(=O)O,CBZ3-P-F9B061DDA4D1E0AF,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
RFUFDJPJGFXQOJ-UWVGGRQHSA-N,DXEDNCIYYQHIIY-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)N[C@@H]([C@H](C=O)O)C(=O)O,C1=C(N=C(S1)CC=O)C(F)(F)F,CBZ3-P-F9B061DDA4D1E0AF,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
IUNZTIDAVMNKCF-UHFFFAOYSA-N,RDRVCIZCQICNQI-UHFFFAOYSA-N,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(C=O)C#N,C#CC1(CC1C=O)C2=CC=CC=C2,CBZ3-P-2BFB682AAD4503A4,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
RDRVCIZCQICNQI-UHFFFAOYSA-N,IUNZTIDAVMNKCF-UHFFFAOYSA-N,C#CC1(CC1C=O)C2=CC=CC=C2,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(C=O)C#N,CBZ3-P-2BFB682AAD4503A4,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FJSBOYPOJWWJIA-UHFFFAOYSA-N,HKSDSXLIZFITQC-UHFFFAOYSA-N,C1C2=C(C=C(C=C2)C(F)(F)F)C(O1)C=O,CCCCOC(C=O)C1=CC2=C(C=C1)C(CCC2(C)C)(C)C,CBZ3-P-51BDD9A5BCFF1A74,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
HKSDSXLIZFITQC-UHFFFAOYSA-N,FJSBOYPOJWWJIA-UHFFFAOYSA-N,CCCCOC(C=O)C1=CC2=C(C=C1)C(CCC2(C)C)(C)C,C1C2=C(C=C(C=C2)C(F)(F)F)C(O1)C=O,CBZ3-P-51BDD9A5BCFF1A74,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ARFIJDLRSPOAEH-UHFFFAOYSA-N,DZEALIWBOBCCQH-UHFFFAOYSA-N,CC(C)(C)[Si](C)(C)OCC1(CC1)C=O,C1CC2C(CC1O2)(CC(F)F)C=O,CBZ3-P-FC76EBF2648872B3,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
DZEALIWBOBCCQH-UHFFFAOYSA-N,ARFIJDLRSPOAEH-UHFFFAOYSA-N,C1CC2C(CC1O2)(CC(F)F)C=O,CC(C)(C)[Si](C)(C)OCC1(CC1)C=O,CBZ3-P-FC76EBF2648872B3,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ICIVSISUOGDJPK-FQEVSTJZSA-N,YLXYOAZPFSLYNX-UHFFFAOYSA-N,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)[C@@H](CCC=O)C3=CC=C(C=C3)F,C1CN(C(C2=C1C=C(C=C2)F)C=O)C3=C(C=CN=C3)C(F)(F)F,CBZ3-P-E6B393F44E9999B0,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YLXYOAZPFSLYNX-UHFFFAOYSA-N,ICIVSISUOGDJPK-FQEVSTJZSA-N,C1CN(C(C2=C1C=C(C=C2)F)C=O)C3=C(C=CN=C3)C(F)(F)F,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)[C@@H](CCC=O)C3=CC=C(C=C3)F,CBZ3-P-E6B393F44E9999B0,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DUJSPPRUZJXLNX-UHFFFAOYSA-N,QAQXGZADJMODHU-UHFFFAOYSA-N,CNS(=O)N(CC=O)C1=C(C=CC(=C1F)CC2CCCNC2)O,CC(CC=O)C1=CC2=C(C=C1Br)OC(C(O2)(F)F)(F)F,CBZ3-P-0F49CADEEB58F5DF,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
QAQXGZADJMODHU-UHFFFAOYSA-N,DUJSPPRUZJXLNX-UHFFFAOYSA-N,CC(CC=O)C1=CC2=C(C=C1Br)OC(C(O2)(F)F)(F)F,CNS(=O)N(CC=O)C1=C(C=CC(=C1F)CC2CCCNC2)O,CBZ3-P-0F49CADEEB58F5DF,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HXAPFAARRTXJNQ-UHFFFAOYSA-N,OXGHOYKJQNHWOZ-UHFFFAOYSA-N,C1CCC(CC1)(CO)NC(=O)C2=C(C3=C(N=CC(=C3)C4=CC=C(C=C4)F)N(C2=O)CC=O)O,CSNC1=CC=CC(=C1C=N)NC(CC(F)F)(C=O)C2=CC=C(C=C2)C(F)(F)F,CBZ3-P-E442352221931052,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OXGHOYKJQNHWOZ-UHFFFAOYSA-N,HXAPFAARRTXJNQ-UHFFFAOYSA-N,CSNC1=CC=CC(=C1C=N)NC(CC(F)F)(C=O)C2=CC=C(C=C2)C(F)(F)F,C1CCC(CC1)(CO)NC(=O)C2=C(C3=C(N=CC(=C3)C4=CC=C(C=C4)F)N(C2=O)CC=O)O,CBZ3-P-E442352221931052,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
PIIUOWPFDVUHBQ-UHFFFAOYSA-N,UTNDORSDTIPGQR-QGZVFWFLSA-N,C1=CC=C(C=C1)COC2=CC=CC3=C2C(=C(C=C3)F)CC=O,C1CC1[C@@H](C=O)N2C3=C(C=N2)N=CC(=C3)C4=CC=C(C=C4)F,CBZ3-P-7553F49CD1B1E47A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
UTNDORSDTIPGQR-QGZVFWFLSA-N,PIIUOWPFDVUHBQ-UHFFFAOYSA-N,C1CC1[C@@H](C=O)N2C3=C(C=N2)N=CC(=C3)C4=CC=C(C=C4)F,C1=CC=C(C=C1)COC2=CC=CC3=C2C(=C(C=C3)F)CC=O,CBZ3-P-7553F49CD1B1E47A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
COTDIXTWCBWKAE-KRWDZBQOSA-N,VDDYHNDZZIJRBQ-UHFFFAOYSA-N,CN([C@@H](CCCC=O)C(=O)N1CCN(CC1)S(=O)(=O)C)C(=O)C2=CC=C(C=C2)F,CC(C)(C)OC(=O)NC(C=O)C1=CC=C(S1)C(F)(F)F,CBZ3-P-FDFCEE8F86B9C3CA,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VDDYHNDZZIJRBQ-UHFFFAOYSA-N,COTDIXTWCBWKAE-KRWDZBQOSA-N,CC(C)(C)OC(=O)NC(C=O)C1=CC=C(S1)C(F)(F)F,CN([C@@H](CCCC=O)C(=O)N1CCN(CC1)S(=O)(=O)C)C(=O)C2=CC=C(C=C2)F,CBZ3-P-FDFCEE8F86B9C3CA,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
KDNKMJQIBXTTJZ-UHFFFAOYSA-N,YAJOOGDZMOOFEA-WNVPRPFZSA-N,C1=CC=C(C=C1)C2=CC=CC(=C2)CC=O,C1[C@@H](C2CC(=O)C=C[C@@]23N1C(=O)CC4=CC5=C(C=C34)OCO5)C=O,CBZ3-P-21042540034AB5AF,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YAJOOGDZMOOFEA-WNVPRPFZSA-N,KDNKMJQIBXTTJZ-UHFFFAOYSA-N,C1[C@@H](C2CC(=O)C=C[C@@]23N1C(=O)CC4=CC5=C(C=C34)OCO5)C=O,C1=CC=C(C=C1)C2=CC=CC(=C2)CC=O,CBZ3-P-21042540034AB5AF,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
IJHGJOOUXQWCFY-UHFFFAOYSA-N,YLWIPVBGJCETAW-UHFFFAOYSA-N,C1CC(C(N(C1)N)C=O)C2=C(C=CC(=C2F)F)F,CC(=O)OC1=CC(=CC(=C1)CCCCCCCC=O)OC(=O)C,CBZ3-P-EE849C49E4635040,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YLWIPVBGJCETAW-UHFFFAOYSA-N,IJHGJOOUXQWCFY-UHFFFAOYSA-N,CC(=O)OC1=CC(=CC(=C1)CCCCCCCC=O)OC(=O)C,C1CC(C(N(C1)N)C=O)C2=C(C=CC(=C2F)F)F,CBZ3-P-EE849C49E4635040,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CYTPRNIHBQBONF-DQIRPTDVSA-N,JYZAPKXPFIWNLQ-UHFFFAOYSA-N,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,CCOC(=O)C(C=O)C1=CC=C(C=C1)SC,CBZ3-P-FC555DE91A0BFD32,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
JYZAPKXPFIWNLQ-UHFFFAOYSA-N,CYTPRNIHBQBONF-DQIRPTDVSA-N,CCOC(=O)C(C=O)C1=CC=C(C=C1)SC,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C3=CC4=C(N3)C(=CC=C4)OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C=O)C,CBZ3-P-FC555DE91A0BFD32,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
UQEIJBKJNZWFAC-UHFFFAOYSA-N,VABNAQZYNWNCGE-UHFFFAOYSA-N,CCC(C1=CC(=C(C=C1)F)OCC2CC2)NSCCCCCN(CC=O)C(=O)NC,C=CC1(CCCC1)CC=O,CBZ3-P-D997B01715B7ABF1,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VABNAQZYNWNCGE-UHFFFAOYSA-N,UQEIJBKJNZWFAC-UHFFFAOYSA-N,C=CC1(CCCC1)CC=O,CCC(C1=CC(=C(C=C1)F)OCC2CC2)NSCCCCCN(CC=O)C(=O)NC,CBZ3-P-D997B01715B7ABF1,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
BFJCBMKMMNSBJI-UHFFFAOYSA-N,WHZVXARAGHODCS-UHFFFAOYSA-N,CC1=C(C(=C(C=C1)F)C(C=O)NC(=O)OC(C)(C)C)F,CCCCCCCOC1=C(C=C(C=C1)CCC(COCC2=CC=CC=C2)(C=O)N)C(F)(F)F,CBZ3-P-6F6CD6B142223DD9,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WHZVXARAGHODCS-UHFFFAOYSA-N,BFJCBMKMMNSBJI-UHFFFAOYSA-N,CCCCCCCOC1=C(C=C(C=C1)CCC(COCC2=CC=CC=C2)(C=O)N)C(F)(F)F,CC1=C(C(=C(C=C1)F)C(C=O)NC(=O)OC(C)(C)C)F,CBZ3-P-6F6CD6B142223DD9,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FAMRUBNAZRUCMV-UHFFFAOYSA-N,QJDQWYRPJINESQ-UHFFFAOYSA-N,C1CN(CC(C1OS(=O)(=O)C(F)(F)F)C=O)C(=O)C(F)(F)F,COC1=CC=C(C=C1)CN2CC(C(CC2C=O)C3=CC(=C(C=C3F)F)F)CO,CBZ3-P-0E0B37AC495CD602,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
QJDQWYRPJINESQ-UHFFFAOYSA-N,FAMRUBNAZRUCMV-UHFFFAOYSA-N,COC1=CC=C(C=C1)CN2CC(C(CC2C=O)C3=CC(=C(C=C3F)F)F)CO,C1CN(CC(C1OS(=O)(=O)C(F)(F)F)C=O)C(=O)C(F)(F)F,CBZ3-P-0E0B37AC495CD602,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DMZVZANOMJGHKO-UHFFFAOYSA-N,XKNBWRDTCKFYOF-UHFFFAOYSA-N,CC(C)CC1=CC=C(C=C1)C(C)C=O,C1CN(CCC1C=O)C2=CC(=C(C=C2[N+](=O)[O-])I)F,CBZ3-P-F26085DD8ACE0A01,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XKNBWRDTCKFYOF-UHFFFAOYSA-N,DMZVZANOMJGHKO-UHFFFAOYSA-N,C1CN(CCC1C=O)C2=CC(=C(C=C2[N+](=O)[O-])I)F,CC(C)CC1=CC=C(C=C1)C(C)C=O,CBZ3-P-F26085DD8ACE0A01,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HJLHJJLWDPGKHE-UHFFFAOYSA-N,KBOGIPOVWOZHGL-UHFFFAOYSA-N,CC1=C(C=C(C=C1)CC2=CC=C(C=C2)N3CCCC3CC=O)F,C1CCC2=NOC(=O)N2C(C1)CC=O,CBZ3-P-46E5D7DF48037B07,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
KBOGIPOVWOZHGL-UHFFFAOYSA-N,HJLHJJLWDPGKHE-UHFFFAOYSA-N,C1CCC2=NOC(=O)N2C(C1)CC=O,CC1=C(C=C(C=C1)CC2=CC=C(C=C2)N3CCCC3CC=O)F,CBZ3-P-46E5D7DF48037B07,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
QDMGMTWZVNXOCT-UHFFFAOYSA-N,ZJVRXWVVJPAKGP-UHFFFAOYSA-N,CC1C(C1(C(=O)OC)C(=O)OC)C=O,CC(C)(C)OCCCC=O,CBZ3-P-C20C60B159F64050,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ZJVRXWVVJPAKGP-UHFFFAOYSA-N,QDMGMTWZVNXOCT-UHFFFAOYSA-N,CC(C)(C)OCCCC=O,CC1C(C1(C(=O)OC)C(=O)OC)C=O,CBZ3-P-C20C60B159F64050,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
MUHIMSQVSTYOJN-TVDXPFOKSA-N,OYMQINIWBSVRGF-VRSREWOZSA-N,C1=CC(=CC=C1C(=NC2=CC=C(C=C2)S(=O)N)/C=C(/C(CCCCC=O)(F)F)\N)F,CCCCCS[C@H]1C([C@]2(C(=C([C@]1(C2=O)C)C3=CC=CC=C3)C4=CC=CC=C4)C)C=O,CBZ3-P-E8FB6E7A7FB86780,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OYMQINIWBSVRGF-VRSREWOZSA-N,MUHIMSQVSTYOJN-TVDXPFOKSA-N,CCCCCS[C@H]1C([C@]2(C(=C([C@]1(C2=O)C)C3=CC=CC=C3)C4=CC=CC=C4)C)C=O,C1=CC(=CC=C1C(=NC2=CC=C(C=C2)S(=O)N)/C=C(/C(CCCCC=O)(F)F)\N)F,CBZ3-P-E8FB6E7A7FB86780,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DTWYUXMHPIGZNT-UHFFFAOYSA-N,GVTUBAWCTZFLJB-VNIJRHKQSA-N,CN(CCOCC=O)C1=CC=CC(=C1F)CNC2=NC(=NC=C2C=N)NC3=CN(N=C3)CCO,C1=CC(=C(C=C1/C=N/N=C/C2=C(C=C(C=C2)O)F)CC=O)O,CBZ3-P-3B2B8158CB5866ED,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
GVTUBAWCTZFLJB-VNIJRHKQSA-N,DTWYUXMHPIGZNT-UHFFFAOYSA-N,C1=CC(=C(C=C1/C=N/N=C/C2=C(C=C(C=C2)O)F)CC=O)O,CN(CCOCC=O)C1=CC=CC(=C1F)CNC2=NC(=NC=C2C=N)NC3=CN(N=C3)CCO,CBZ3-P-3B2B8158CB5866ED,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
WSTYFHXZJVHORH-UHFFFAOYSA-N,XJBFFCHXLDLWBZ-UHFFFAOYSA-N,CC(C)(C=O)C1=C(C=CC(=C1)Br)F,CC1=CC(=CC(=C1)OS(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OCCC=O,CBZ3-P-A60D5C7E1E848ABF,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XJBFFCHXLDLWBZ-UHFFFAOYSA-N,WSTYFHXZJVHORH-UHFFFAOYSA-N,CC1=CC(=CC(=C1)OS(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OCCC=O,CC(C)(C=O)C1=C(C=CC(=C1)Br)F,CBZ3-P-A60D5C7E1E848ABF,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CFRYASSSTMUHPS-GHMZBOCLSA-N,ZNCUMMHRSMYNDK-GWNIPJSYSA-N,CC[C@@H](C)[C@@H](C=O)O[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)O[C@@H]1[C@H](O[C@H]([C@H]1F)N2C=CC(=O)NC2=O)C=O,CBZ3-P-5901A1777560DDC2,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ZNCUMMHRSMYNDK-GWNIPJSYSA-N,CFRYASSSTMUHPS-GHMZBOCLSA-N,CC(C)(C)[Si](C)(C)O[C@@H]1[C@H](O[C@H]([C@H]1F)N2C=CC(=O)NC2=O)C=O,CC[C@@H](C)[C@@H](C=O)O[Si](C)(C)C(C)(C)C,CBZ3-P-5901A1777560DDC2,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CNAUESFNSUODJQ-LBPRGKRZSA-N,MIZROXMAFNJLGO-LBPRGKRZSA-N,CC(C)(C[C@](C=O)(C(F)(F)F)O)C1=CC=CC=C1Br,C1=CC=C(C=C1)C[C@@H](C(=O)NCCCC=O)N,CBZ3-P-BC535D244E934386,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
MIZROXMAFNJLGO-LBPRGKRZSA-N,CNAUESFNSUODJQ-LBPRGKRZSA-N,C1=CC=C(C=C1)C[C@@H](C(=O)NCCCC=O)N,CC(C)(C[C@](C=O)(C(F)(F)F)O)C1=CC=CC=C1Br,CBZ3-P-BC535D244E934386,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LWWMLWVMGZZYGL-UHFFFAOYSA-N,VZRYWMFNWWUHIX-UHFFFAOYSA-N,C1CC(CN(C1)CC(=O)NCC2=CC=CC=C2F)C=O,CC(C)(C)OC(=O)N1CCC2=CC(=C(C=C2C1CC=O)OC)OC,CBZ3-P-69D4DCF39D066B75,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
