id,ald_id,smiles,ald_smiles,cls,dG_orca_kcal,dG_gxtb_kcal,dG_pred,error,uncertainty_pi_width,route_to_dft
132236,132236,CCOC(=O)C1=C(O)CC(c2ccccc2F)C(C(=O)C(O)C2C(c3ccccc3F)CC(O)=C(C(=O)OCC)C2c2ccco2)C1c1ccco1,CCOC(=O)C1=C(C[C@@H]([C@H]([C@H]1C2=CC=CO2)C=O)C3=CC=CC=C3F)O,aliphatic,3.8454509361278304,-16.1396,-10.391748879425212,14.237199815553042,9.410801,False
93574,93574,O=C(C(O)C(c1ocnc1C(F)F)N1CCc2[nH]cnc2C1c1cc2cccc(Cl)n2n1)C(c1ocnc1C(F)F)N1CCc2[nH]cnc2C1c1cc2cccc(Cl)n2n1,C1CN(C(C2=C1NC=N2)C3=NN4C(=C3)C=CC=C4Cl)[C@H](C=O)C5=C(N=CO5)C(F)F,aliphatic,-7.072727324039572,7.2688,7.117152229567305,14.189879553606875,13.150249,True
121939,121939,CC1=C(C)N(C)C(=C(O)c2ccccc2C(=O)C(O)c2ccccc2C(O)=C2SC(C)=C(C)N2C)S1,CC1=C(S/C(=C(/C2=CC=CC=C2C=O)\O)/N1C)C,aromatic,29.54398235224732,1.8771,15.815240648930963,13.728741703316356,12.578708,True
20329,20329,CCNc1nc(NCC)nc(Oc2ccc(C(=O)C(O)c3ccc(Oc4nc(NCC)nc(NCC)n4)cc3)cc2)n1,CCNC1=NC(=NC(=N1)OC2=CC=C(C=C2)C=O)NCC,aromatic,6.209374521145365,-8.0661,-7.517322941565863,13.726697462711227,5.904209,False
122392,122392,CS(=O)(=O)OCC(OCc1ccccc1)C(OCc1ccccc1)C(OCc1ccccc1)C(=O)C(O)C(OCc1ccccc1)C(OCc1ccccc1)C(COS(C)(=O)=O)OCc1ccccc1,CS(=O)(=O)OC[C@H]([C@H]([C@H](C=O)OCC1=CC=CC=C1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,aliphatic,45.11185606158718,11.0887,31.49198046840075,13.619875593186432,15.173246,True
202776,202776,CC(C)=CCCC(C)=CCc1ccc(O)c(C(=O)c2c(O)cc(C(=O)C(O)c3cc(O)c(C(=O)c4c(O)ccc(CC=C(C)CCC=C(C)C)c4O)c(C(=O)O)c3)cc2C(=O)O)c1O,CC(=CCC/C(=C/CC1=C(C(=C(C=C1)O)C(=O)C2=C(C=C(C=C2O)C=O)C(=O)O)O)/C)C,aromatic,17.246802946932362,-0.9845,3.673250850908597,13.573552096023766,10.441845,False
50729,50729,Cc1ccc(-n2nccn2)c(C(=O)C(O)c2c(-n3nccn3)ccc(C)c2N2CCC3CN(c4cnc5cc(F)c(F)cc5n4)C3C2)c1N1CCC2CN(c3cnc4cc(F)c(F)cc4n3)C2C1,CC1=C(C(=C(C=C1)N2N=CC=N2)C=O)N3CC[C@@H]4CN([C@@H]4C3)C5=NC6=CC(=C(C=C6N=C5)F)F,aromatic,6.567308289639047,7.0337,20.10256390885817,13.535255619219122,12.029882,True
60459,60459,O=C(c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12)C(O)c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12,C1=CC2=C(C(=C(C=C2)OS(=O)(=O)C(F)(F)F)C=O)N=C1,aromatic,-1.1740303322757395,-35.4794,-14.653523447477227,13.479493115201487,22.876791,True
215108,215108,O=C(CCOS(=O)(=O)O)C(O)CCOS(=O)(=O)O,C(COS(=O)(=O)O)C=O,aliphatic,29.3389946561534,15.4198,15.892119444914913,13.446875211238487,10.709341,False
29498,29498,Cc1ccc(F)cc1S(=O)(=O)Nc1cccn(CC(=O)NC(CCCN=C(N)N)C(=O)C(O)C(CCCN=C(N)N)NC(=O)Cn2cccc(NS(=O)(=O)c3cc(F)ccc3C)c2=O)c1=O,CC1=C(C=C(C=C1)F)S(=O)(=O)NC2=CC=CN(C2=O)CC(=O)N[C@@H](CCCN=C(N)N)C=O,aliphatic,29.52931462208309,10.6533,16.089847150564978,13.43946747151811,24.539959,True
67988,67988,Cc1nc(C)n(CCC(NC(=O)c2ncn(Cc3ccccc3F)n2)C(=O)C(O)C(CCn2c(C)nc(C)c2N(C)C)NC(=O)c2ncn(Cc3ccccc3F)n2)c1N(C)C,CC1=C(N(C(=N1)C)CCC(C=O)NC(=O)C2=NN(C=N2)CC3=CC=CC=C3F)N(C)C,aliphatic,-17.615048633356885,-0.5605,-4.273745035598615,13.34130359775827,15.128397,True
53331,53331,CCCOP1(F)=NP(F)(CCC(=O)C(O)CCP2(F)=NP(F)(OCCC)=NP(F)(OCCC)=NP(F)(OCCC)=N2)=NP(F)(OCCC)=NP(F)(OCCC)=N1,CCCOP1(=NP(=NP(=NP(=N1)(CCC=O)F)(OCCC)F)(OCCC)F)F,aliphatic,0.896578657257509,12.4571,14.179758879039586,13.283180221782077,25.870522,True
66385,66385,CC(CC(F)(F)C(=O)C(O)C(F)(F)CC(C)N(C)CCCc1ccc(C(=O)O)s1)N(C)CCCc1ccc(C(=O)O)s1,CC(CC(C=O)(F)F)N(C)CCCC1=CC=C(S1)C(=O)O,aliphatic,13.68813795204929,-10.548,0.5208362325007769,13.167301719548513,19.13561,True
54241,54241,CC(NC(=O)c1ccc(F)c(F)c1)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(C)NC(=O)c1ccc(F)c(F)c1,CC(C(=O)N1CCC[C@H]1C(=O)NC(CC(=O)O)C=O)NC(=O)C2=CC(=C(C=C2)F)F,aliphatic,19.016070050734974,-6.3365,5.864798134689752,13.151271916045221,17.787952,True
32211,32211,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(-c3ccc(C(=O)C(O)c4ccc(-c5cccc(C6(NCC(O)C(Cc7cc(F)cc(F)c7)NC(C)=O)CC6)c5)s4)s3)c2)CC1,CC(=O)NC(CC1=CC(=CC(=C1)F)F)C(CNC2(CC2)C3=CC=CC(=C3)C4=CC=C(S4)C=O)O,aromatic,5.918390606460856,19.295,19.00779830823834,13.089407701777482,9.713257,False
104471,104471,O=C(CCCCC(=O)OCC(=O)C(O)COC(=O)CCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,C1=CN(C(=O)N=C1NC(=O)CCCCC(=O)OCC=O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,aliphatic,16.360549845162822,-10.903,3.2803570823434,13.080192762819422,17.316055,True
61181,61181,Cc1ccn(-c2c(C(=O)C(O)c3cc(N4CCCCC4CNc4nnc(C(F)(F)F)s4)c(C)c(C)c3-n3ccc(C)n3)cc(N3CCCCC3CNc3nnc(C(F)(F)F)s3)c(C)c2C)n1,CC1=NN(C=C1)C2=C(C(=C(C=C2C=O)N3CCCCC3CNC4=NN=C(S4)C(F)(F)F)C)C,aromatic,17.85204919571692,-0.3282,4.869405424059721,12.982643771657198,13.991542,True
15069,15069,COc1c(C)ncc(COP(=O)(O)O)c1C(=O)C(O)c1c(COP(=O)(O)O)cnc(C)c1OC,CC1=NC=C(C(=C1OC)C=O)COP(=O)(O)O,aromatic,13.783525110445815,-14.0031,0.8416810340635319,12.941844076382283,16.658339,True
117158,117158,O=C(C(O)C(OP(=O)(O)O)C(O)C(O)COP(=O)(O)O)C(OP(=O)(O)O)C(O)C(O)COP(=O)(O)O,C([C@H]([C@H]([C@H](C=O)OP(=O)(O)O)O)O)OP(=O)(O)O,aliphatic,0.2036145523792915,8.8748,13.031385410552492,12.827770858173201,26.095558,True
12635,12635,O=C(c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O)C(O)c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,C1=CN(C(=C1)C=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,aromatic,50.82884439361722,12.0613,38.0569975865791,12.771846807038116,33.47059,True
70774,70774,CCN(CC)c1ccc(C(=O)C(O)c2ccc(N(CC)CC)cc2OS(=O)(=O)C(F)(F)F)c(OS(=O)(=O)C(F)(F)F)c1,CCN(CC)C1=CC(=C(C=C1)C=O)OS(=O)(=O)C(F)(F)F,aromatic,56.53072410953504,63.5082,69.28016973063876,12.749445621103717,11.675252,True
57702,57702,CCCC(C)(O)C1=C(COc2cccc(F)c2C(=O)C(O)c2c(F)cccc2OCC2=C(C(C)(O)CCC)CCCC2)CCCC1,CCCC(C)(C1=C(CCCC1)COC2=C(C(=CC=C2)F)C=O)O,aromatic,1.6246969658214514,14.2715,14.318824219969025,12.694127254147574,8.563032,False
34002,34002,O=C(c1c(F)c(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O)C(O)c1c(F)c(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=C(C(=O)NC2=O)F)C=O)O)O)OP(=O)(O)O,aromatic,3.472790806047412,-12.088,-9.121969205398528,12.59476001144594,18.925367,True
96853,96853,O=C(c1cn(C2CCC(F)(COP(=O)(O)O)O2)c(=S)[nH]c1=O)C(O)c1cn(C2CCC(F)(COP(=O)(O)O)O2)c(=S)[nH]c1=O,C1C[C@](O[C@H]1N2C=C(C(=O)NC2=S)C=O)(COP(=O)(O)O)F,aromatic,21.647765559288025,2.3247,9.163331790450094,12.484433768837931,20.31966,True
972,972,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)C)C(C)C,C[C@@H](C(=O)NC(CC(=O)O)C=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C,aliphatic,20.656936407239797,-13.8476,8.207665451624859,12.449270955614939,21.51968,True
47990,47990,Cc1c(Cl)c(C(F)(F)F)nn1C(C(=O)C(O)C(N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1)n1nc(C(F)(F)F)c(Cl)c1C)N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1,CC1=C(C(=NN1C(C=O)N2CC3CN(CC3C2)S(=O)(=O)C4=CC=C(C=C4)F)C(F)(F)F)Cl,aliphatic,-13.35980864884326,-5.6475,-0.9396241712428539,12.420184477600404,16.682083,True
54464,54464,CC(=O)NC1C(O)C(F)C(O)(C(=O)C(O)C2(O)OC(C(O)C(O)CO)C(NC(C)=O)C(O)C2F)OC1C(O)C(O)CO,CC(=O)N[C@@H]1C(C([C@@](OC1[C@@H]([C@@H](CO)O)O)(C=O)O)F)O,aliphatic,-0.4821855700416357,6.3074,11.905185208562914,12.38737077860455,19.097729,True
12948,12948,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)C)C(C)C,C[C@@H](C(=O)N[C@H](CC(=O)O)C=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C,aliphatic,17.168174337895508,-14.221,4.785538255088085,12.382636082807423,21.94202,True
187522,187522,O=C(c1c(N2CC(CS(=O)(=O)F)CC2=O)oc2ccccc2c1=O)C(O)c1c(N2CC(CS(=O)(=O)F)CC2=O)oc2ccccc2c1=O,C1C(CN(C1=O)C2=C(C(=O)C3=CC=CC=C3O2)C=O)CS(=O)(=O)F,aromatic,41.94210153619006,43.8153,54.30991942659246,12.3678178904024,14.4513855,True
