pid,dG_r2scan_kcal,dG_b973c_kcal,dG_gxtb_kcal
explore_109599_171059,-3.389292595870689,1.7657618518700633,1.1301205265190415
explore_109860_89997,0.0033284546849131,5.487126889736167,0.2651332235670706
explore_110054_188460,4.531910706112133,10.08199990924528,4.182734136689798
explore_11005_93915,4.906927415928615,10.007535147089316,5.513194919813724
explore_110422_122579,9.83572677656846,14.81430392948169,9.364834465463735
explore_110798_6264,0.7075557740082787,5.353532388710796,2.0532950041821945
explore_110889_6743,-8.110200043542033,-3.679344629789008,-2.5147021426545297
explore_110977_46872,-1.7459318980582652,2.9579646766983907,0.1506101621091664
explore_111230_133980,-1.7965128991005312,4.369109037987539,2.4295824144862594
explore_111241_110932,-5.183429105840533,0.1071357613281403,-4.1282479863789465
explore_111748_216648,0.329979851153357,5.12596714124555,2.0168563443883087
explore_111963_196533,3.976505958678058,8.467325323603454,3.703167784087572
explore_111978_75163,1.2210848451541196,6.3481660953589625,3.004976324958853
explore_112078_151736,6.285707884968502,10.633186775576954,9.25524956883491
explore_112289_195719,-1.4599247463625438,2.4984990416014914,0.9480830723666488
explore_112350_84326,2.956573205278232,6.566295115163483,2.322394175843429
explore_112355_16650,4.483247619196826,9.449538501751784,6.8101178760822325
explore_112358_193835,2.7126875055965614,8.23484489734589,4.73809170527022
explore_113112_98714,-2.739209250901888,2.886831552113496,2.5503121797789343
explore_113246_198487,2.7798527252786185,7.580981051096896,3.3955488389000523
explore_113328_32954,-6.021369603626559,-0.268920313484382,-8.273254335776928
explore_113556_215611,-0.0432229851630031,4.743023181586787,1.004659764789852
explore_113777_195138,-0.5784826707731425,5.412598999054033,-0.4469422855201371
explore_113990_112850,5.568183397988633,10.708138920528246,7.238161978521887
explore_114163_214156,-0.9689279711410744,3.425008413451309,0.0078873800840402
explore_114555_40612,1.2596354298473436,5.731958719020651,3.481472831448785
explore_114617_92237,1.885344497173926,6.625020871115924,7.727572750950323
explore_114929_174506,3.547257448935885,9.767640182042255,4.843305246129735
explore_115316_142677,0.9535851819005164,5.759003705812353,-2.0388013515891794
explore_115605_166053,-5.503037647518491,0.3737103526358381,-2.3478489961082265
explore_1162_48,2.72649005138302,7.447945646503619,4.840950147972012
explore_116367_211674,-5.457962727483828,-1.5635893693045595,-0.2249463093687316
explore_116588_194066,5.962187977135328,10.245931552249033,4.827784073655497
explore_11684_121702,0.1497499578767544,3.954390021658865,2.125491238745885
explore_116902_50852,-4.039806026547596,1.174870812426407,-0.1544800764085484
explore_116973_132918,-0.2654783950718081,5.200191784190022,0.91547825198654
explore_117105_85064,7.819351396483232,14.413344601908175,12.750410758459902
explore_117227_218814,2.3946646169337376,6.47358994485437,2.429062094997238
explore_117228_125309,6.1702938543749575,10.80390837731446,6.890722700572459
explore_117323_64956,3.495963624716256,8.930104038138948,3.4182392157445403
explore_117340_204750,1.6192752593126911,7.198170169551907,9.302892452205375
explore_117351_79022,-2.337102222421459,2.4443623540130552,-1.0757486223168895
explore_117532_175843,-4.243289307253174,-0.0121609917280999,-1.9009674697131975
explore_119057_181648,-1.6374823429702616,3.671966228271565,1.4280500355217964
explore_119101_191380,3.5320262359207044,7.278697049785874,5.042949837222674
explore_120865_165252,1.684336198879159,6.302616695716586,2.711067923340331
explore_121606_92369,-2.5629348142729294,3.0500181654780105,2.3734740722464496
explore_12174_197607,1.952256494206709,6.653516285559339,3.9833692317301255
explore_121754_84997,3.3714506296189404,7.5062278505128,2.1292457106433558
explore_122218_186186,-0.265013844005755,3.7241106335866343,0.9016029792204288
explore_122332_98913,-2.1459692655178206,3.8554225333994983,2.3758493906415645
explore_122554_184846,-8.452633498858393,-3.4916014939377917,-8.53386813944328
explore_122737_5303,-0.0170601027095751,7.025790366596571,0.8130219349117391
explore_12303_200429,7.781243506410013,12.230675976169374,6.916206869792745
explore_123085_100955,3.491193944256456,8.30867411198632,5.030346524479885
explore_123183_172615,-7.950424975555109,-2.107878196743959,-5.204729322700136
explore_123300_132085,9.16994939957179,12.504250516011956,7.867707513518932
explore_123377_148717,3.22080850353109,9.18487565961962,7.015652277368424
explore_123784_151150,6.002011696671876,10.942782457789331,4.787021763610316
explore_124240_54584,4.50965907966563,9.083584620094433,5.81787460225804
explore_124268_127135,3.909629928201746,6.945851808582424,5.939991526708022
explore_124593_88744,2.1879528101573995,7.582185465747389,-0.7159876873007244
explore_124700_215173,14.367022193176751,19.328798950154336,14.056649530116236
explore_124955_123343,-5.569502052612623,-0.7416041947007871,-4.037140034727029
explore_125028_19355,2.865064429482728,7.14034562788177,-0.4064961266142531
explore_125488_170809,2.4125327688732026,7.907469573767705,8.23283797184151
explore_125529_15295,-8.865856661494881,-3.694514272762213,-5.69908375438848
explore_125612_1984,-1.2422074314124816,3.683307334964771,4.400768413339327
explore_125673_25812,0.7566866239823377,6.012926691520588,4.0592697593661295
explore_125762_104348,2.043514196243399,6.950010236787202,4.525481875760931
explore_125909_89348,4.509083341959578,9.84781607545528,6.367189499997962
explore_125952_65409,5.330371678656951,9.6594697914526,7.716552606180165
explore_125984_97032,2.808595354010232,8.95282393815015,7.438082545091817
explore_126197_7914,-6.201471976355735,-1.4912697117598637,-5.768238504277399
explore_126250_85620,3.7690454479180455,8.355723804068788,4.589314513193365
explore_126661_156477,-1.673347940684254,3.419194489367788,2.1900446286772963
explore_126813_219736,10.80694349339901,15.741856640012813,11.447994944900085
explore_127152_129919,6.430411482287556,10.275210812689869,1.8974309795746127
explore_127414_146927,-2.5919704883279437,1.8671527946838584,0.6653303046954293
explore_127478_111247,-4.155687091323529,0.1565218029948822,-5.589481912971507
explore_127794_183451,6.756228876191367,11.063379366263572,7.714142665408714
explore_127855_159347,4.063684617183441,8.470916140392344,8.797277021167119
explore_127884_64656,-6.809127849531239,1.1347485028412356,-1.3419508012485877
explore_127959_24871,3.4634289898080293,8.499529941813998,5.698434515989494
explore_128014_148532,1.9224187743604495,8.655973842250598,-1.7841114443042243
explore_128091_39313,-3.5975901855001746,0.7494780242619726,0.5392542678729935
explore_128517_202393,-4.456559603046327,1.1177189628585549,-3.947898621227628
explore_128650_152956,-3.9306154049473614,1.7176566589941047,-4.508426378020453
explore_129279_198066,2.665540049913143,8.688995425460517,0.11039394325721
explore_129304_72437,-2.859359986167461,2.945481957216983,-1.90326752115469
explore_129307_177112,0.3085972278188713,5.510144759213092,-0.7324964449432686
explore_129449_189585,-6.1039846493665175,0.4913540133147129,-5.272111445700833
explore_129506_171517,10.811577582452063,14.797511784395088,15.07996344080602
explore_130297_153611,2.972723065255168,7.953196397269255,4.452801547191652
explore_130464_143545,0.7161391197298252,6.018567804097678,-0.7384238154189356
explore_130596_126040,5.675303584462344,10.375049662547362,6.719673661276662
explore_130656_25863,10.512294873995094,14.041210954736206,9.743039846502706
explore_130727_69787,-0.288664783731722,4.875413514297192,0.4125827717350236
explore_130828_43547,3.1837990560340703,7.820817142380947,4.764483682617716
explore_131049_181702,-0.5249703296033675,5.270538187222198,5.160369941240804
explore_131173_51121,-0.1347993804531472,4.363126031637821,-0.922741100169043
explore_131272_80679,4.070192386906534,9.109829324038287,11.692219333031934
explore_13133_90074,11.051946944995,14.824265373878744,6.146005768913122
explore_131385_20021,-2.522575314464901,2.785060450088701,-3.266504346683916
explore_131533_113989,30.806672074565807,34.25523893306858,31.17566141231209
explore_131928_158478,-0.2081273567274003,3.7616465263586782,-0.912575302938144
explore_132562_59548,3.064935060495426,8.000373091831209,4.969304649845826
explore_132882_188761,1.8909661014825108,7.138554158073521,1.4908380638579035
explore_132965_99161,0.2814600207246496,5.241247972091359,2.811890665972784
explore_133009_195323,4.633720263873597,8.107917662126734,5.482770736357404
explore_133370_9551,5.594941144286223,10.615507559063332,6.032821365622663
explore_133477_3034,0.1961164256398532,5.112161576653943,2.5410926081739067
explore_133754_64327,0.6590858887676435,6.125085730740222,3.181927164988429
explore_134749_87059,7.290601767528709,10.959024320126408,13.1334549429347
explore_134857_208034,2.926117213078127,7.413085629042867,2.1062995218799827
explore_135014_158248,-4.628618281281721,0.4954652808574278,-2.2352702571871266
explore_135240_136274,6.9946726844963365,12.275233720863785,5.672876326296183
explore_135272_102228,-0.4589953382707207,4.5057773245674735,1.925476904161515
explore_13554_188162,0.7562251536441779,5.689406050138309,3.278864919698873
explore_1364_137255,8.16409737104332,13.279579815205128,7.375684986317736
explore_136979_77214,0.2349547019072768,5.446670986059348,1.18110006177611
explore_137133_112433,-0.1053319198833933,4.184235570348954,2.530247105305139
explore_137632_128171,5.84951587897551,10.750828083048846,4.202253206433925
explore_137698_139608,3.871268238698848,9.020466035091452,2.3759266805713093
explore_137960_185811,2.0328401097288054,5.611074344975961,-0.6709319623895348
explore_138023_65104,3.197799589738141,8.07725360294087,4.79300538947284
explore_138359_158409,3.056509569761585,7.493131882195889,2.5965543264315394
explore_138404_115368,-1.5347005079422589,3.503539379157817,1.1400998184351334
explore_138782_190093,-3.451295335580636,1.7246764403568575,-0.4379088838626088
explore_138812_197760,3.8677917061139886,9.583593968102516,4.747664492130267
explore_138838_199266,7.261617439984896,11.774600719072902,6.33241173252875
explore_138943_168733,0.3726064607154181,4.277352985767072,4.296951991710869
explore_139100_77702,0.2476066922053591,6.24346990961541,-0.1620940339020303
explore_139467_16047,0.804312674781793,6.073515956083791,2.037552352241404
explore_139813_187280,2.243064998062706,8.450993410685474,3.755051938949871
explore_140115_208447,-6.193995417442928,-0.8350776401479082,-6.735868902564164
explore_140191_193678,1.863526283070911,6.690144334891086,4.291641513810467
explore_140378_112793,4.454446926691651,12.203336809113088,6.11111185763137
explore_140528_13176,3.549298681567052,8.213117920058114,4.31555255959792
explore_140578_23299,-2.223890766453517,2.891925267733583,2.1268545552209
explore_140779_191246,4.229717881334414,9.031811290965258,5.777514492496707
explore_14122_69778,3.41742725189855,10.230994782313402,5.435435210882458
explore_1415_120051,4.142481429503772,8.69934975340789,4.657957869528639
explore_141740_129968,5.456902161295669,10.299115952631206,6.036697092955382
explore_142378_114809,7.170718196590114,11.792073503204278,6.278077990928984
explore_142684_163802,7.27977602978656,12.69888543869841,7.539747006376548
explore_142933_58836,-4.520240354258669,0.8528823492390657,1.2718075203000343
explore_143005_106290,0.1876616480159471,6.146088139575542,1.8788266985344
explore_143123_150688,-0.0486391262373704,4.289384905098127,2.0807056536637045
explore_143149_80132,-0.0072564223422783,4.918449818864071,1.065205231816563
explore_14333_206849,1.8959007516964468,6.730231777191184,3.192344806160116
explore_144077_47213,-9.483654903059826,-3.2848720697125207,-5.024067448151774
explore_144429_40495,-2.7263448625928874,2.486873131516486,-0.6082023679366648
explore_14447_104510,0.5583629053892101,5.949393301709243,2.090986589675315
explore_144689_168669,4.269372490282956,9.343754561740091,5.403170636437972
explore_144739_54935,-1.3595126156623722,3.820020036703505,0.1198809993611961
explore_145320_138179,-0.5073182873298515,4.622595880009925,0.9637677705751626
explore_145626_127587,1.1762460476743437,6.005125191970031,1.9631393682366975
explore_14594_59174,9.50535276802546,15.806363048772512,7.7913954283090066
explore_146419_92954,-4.130941517626867,-0.91736649028011,2.5507837104942763
explore_146681_172332,2.875244310713769,7.424608359498278,3.774670079235829
explore_146760_182275,4.832874181490964,9.194124702456156,6.662224904132552
explore_146809_188723,3.091824167049998,8.090128883089713,8.504710103262303
explore_147319_122981,1.2142000609395125,6.284613662127736,2.849033992584243
explore_147788_109231,0.6095914938545155,5.997737743739324,-0.6888619329893679
explore_147989_23174,5.196240640589965,10.610373553922988,4.7926315311864816
explore_148112_116087,-2.191254066418093,4.1612732126152325,-0.3592402677467514
explore_148169_180187,-0.9514459872017212,4.0629501029964885,3.3808595049046595
explore_148253_74234,-3.3487238781556536,2.580654035804613,0.4521009801434436
explore_148395_6050,10.150214571350718,14.57621551032672,12.881584989885845
explore_148563_140040,1.3919066426011202,5.864977356568312,4.600367614560952
explore_148800_57487,2.4139805237166687,6.611571083155177,5.974618573360321
explore_148860_46686,-2.369013432796588,4.1363261187649405,-1.4165777805928037
explore_149035_219624,2.975820819834399,7.493224035153855,0.8895108333141384
explore_150124_5408,0.1073886386939062,5.058223653514314,2.9488136767572137
explore_150268_87362,1.8403895713622944,7.87391632522391,3.760411571381915
explore_150351_119577,4.233399996932626,9.082213996521512,4.297519995565721
explore_150904_166266,-0.7050498163138533,4.990651922070292,1.4228351401577417
explore_151078_77612,2.2253584191151985,8.077688232408724,3.4234261380793494
explore_151246_18740,0.1275017161360422,7.224129436679941,-1.382626308946062
explore_151407_209838,1.1989324857186177,6.119701593237998,2.425294763429287
explore_151821_30838,3.469499368544271,10.018018584458972,4.073367021641032
explore_152840_8947,8.908368490828899,13.7607789007995,5.910505369107657
explore_152951_71179,4.470093396772387,9.385692569334829,1.88811706952396
explore_152997_53794,1.4181164904602157,8.197448582221618,8.342416204427293
explore_153119_123048,3.155688179624324,8.214149406026936,3.927681783309136
explore_153272_164251,4.145894735755913,9.079039297296044,4.138018224397697
explore_153563_173467,6.76026493613498,10.879289090010536,6.407951081666157
explore_153751_39531,0.80381968762136,6.215662146896277,0.9975419035778444
explore_154457_97425,2.430045806712374,5.1801105365368425,3.416226634795928
explore_154467_43478,0.6291094517001391,7.159838420124157,4.293678401219903
explore_154633_40820,3.959580206494786,8.6940812263836,6.404962571364513
explore_15532_46577,-2.209815293529798,2.8408241266926484,1.3522479558828862
explore_155437_86377,8.188462436963855,13.788000643640684,8.565874567809564
explore_155949_219508,-3.3901076454383423,2.08998291158464,-0.2456638120119354
explore_155978_36974,-1.8171038467773568,3.211093345080441,0.6812521100518739
explore_156460_180668,2.128328597125608,8.213570254151852,2.9091308301096293
explore_156872_211820,-1.618037411944494,2.707248028208153,-1.645114816505871
explore_156937_127730,8.194252273385008,13.793983603691023,4.266190772956173
explore_157031_27254,-9.194661331454476,-4.431007403344151,-9.964263076308692
explore_157469_220694,6.998862242720253,11.172480064267331,5.887063427277471
explore_15771_76894,7.881455018260654,12.8424440232568,4.59981533722845
explore_157829_175944,9.14531486812384,13.776732932164862,4.511473704371399
explore_158268_96270,0.8460639500592182,6.125711578072049,5.147802496106506
explore_158872_200769,4.103802345912288,9.009578740576488,8.063174971671808
explore_158898_177182,-1.3562729710346213,2.9285396402714405,1.6941160758009255
explore_158909_131256,8.776551732594832,13.003117546468248,7.299666693927202
explore_159275_212710,-1.7154959873757625,3.763730735158224,0.2986384097166647
explore_159737_79723,6.586596625158849,12.522878906687124,4.850649305849362
explore_160289_201366,4.142747866737876,9.130950280686903,6.490976917758655
explore_160290_26160,-2.713915553405036,2.692794716535554,0.3524190677041349
explore_160317_156630,3.599049887795069,8.389274708608406,5.843239333204545
explore_160389_166317,0.6283232684757991,5.6487621337416165,2.345384473576177
explore_161115_139642,5.486517635203061,10.324757839011152,5.741442959851275
explore_161382_160207,4.088023597577013,7.289487100337299,1.076130903523332
explore_161405_157308,-1.3304876946917432,3.285976644780641,0.0670169372515698
explore_161669_40477,-2.464704205107186,2.5880752683144137,0.1049791457922615
explore_16176_84659,0.9384802852921996,5.77236908351244,2.984762979254882
explore_162216_165488,-2.777506057139266,2.601955274746203,-0.5535345414290246
explore_162318_178484,-1.3083325878268084,3.5236740615740247,1.0270604689603442
explore_16247_131147,3.3690304034653105,8.188767009905327,3.5580689283953277
explore_16278_163893,6.889156279848713,11.858093250413502,5.5163740603553215
explore_16286_202631,-3.2882573651611144,2.4097213957170096,-0.7460309916584665
explore_16303_44017,3.5764907358764035,7.734084395624716,1.3849765793055475
explore_163154_186357,3.254968146890078,8.276204000043128,4.33106002552967
explore_163367_180111,2.469649631162829,7.555625565758369,4.249880392031884
explore_163565_218135,1.4144435607587649,6.5305756854465296,3.729658085122966
explore_163770_216058,3.283767260793297,8.063116637877984,2.2544642982961456
explore_163909_56993,0.3847725159833571,5.589876419211636,1.9318788755935008
explore_16400_164857,3.2572755910369566,8.695416770079536,6.763852321847359
explore_164326_106459,2.5232338428807464,7.429261106987239,4.805323392740935
explore_164403_96030,-5.288796581863865,1.8487942874432932,-1.7541403645528992
explore_165368_91522,3.40417552512115,8.41269682645683,4.438556908748461
explore_165400_53728,-3.265785738224307,2.161555586926129,-0.8143665704788856
explore_166725_107598,-1.458838790778924,4.018316163434697,2.620773238123572
explore_166955_59797,1.82636674832368,6.774366911066058,3.971196696831928
explore_167266_188874,2.603306806566684,7.607896829375659,4.162120208754715
explore_167321_188819,3.83626992174569,10.75705326269023,9.167907763872066
explore_167400_20159,0.1359096534125432,4.8174804934663324,3.077348348171815
explore_167631_110007,-2.243502577421686,2.135618708794016,2.877701524507104
explore_167998_74630,-2.916615162752454,1.5115900118839762,-3.454226180468866
explore_168338_52793,-0.4526113448378427,4.317996671166243,1.4154413558319865
explore_168534_121268,3.63862586933965,8.676014368565115,5.6780219034991495
explore_168806_131914,5.633616103665956,12.046441608043398,9.264470488971789
explore_16882_195829,0.3884060006823529,6.003042587240666,-0.3544062255850113
explore_169400_50939,6.696983632925963,11.453835971313428,7.910892243124093
explore_169880_92032,0.1784922645102198,6.03253324722383,1.4010272445384648
explore_16994_5341,7.927599230454044,12.8064808039076,6.890144144240087
explore_170452_60807,-1.4948619343662746,3.207305539199228,-0.044215883702314
explore_170638_67712,7.524376122330103,12.722445595756826,8.79175401477573
explore_170781_156755,3.1013715535996305,8.581750083631407,6.361662048937484
explore_170846_130440,3.401141312908924,9.10673918017816,4.878359900795613
explore_170987_168770,0.7922951025512059,7.84807342784083,6.280373855451245
explore_171393_201239,0.6781620799070192,5.202656881148271,-0.214106391532043
explore_171931_63680,-4.682878615750397,-0.2211221312229252,-2.5646822896831494
explore_172146_181575,2.259810669487283,6.924100454064973,3.7557435448123737
explore_172241_105116,-3.614019088983551,1.5324658940033875,-0.0906361825910793
explore_17238_162238,-3.3163883960331706,0.3289622614902745,-1.97730752937916
explore_172532_33635,0.69691953991163,6.633981290469487,6.981557315455318
explore_174025_114852,1.891275730829865,6.359760786892427,2.0516954536842182
explore_174291_212535,3.793646124746087,8.915735596724543,4.317951662034203
explore_174312_42719,7.88654350904214,13.208842028251684,9.844910945912996
explore_17514_193578,2.349107597012754,7.957138628987831,8.467419431907633
explore_175287_144980,0.4464470390355938,5.8946634725564895,1.4394147246505518
explore_175665_99935,0.4580561366673495,4.582190336860142,0.7234427289871287
explore_176048_78482,-3.27255985679178,2.342653899257708,-1.201351189913909
explore_176964_49205,-4.012651775645906,3.1865540132180383,-0.5097428613447768
explore_177102_197156,6.006393972032121,10.644632818921968,5.904682351512116
explore_1774_68213,3.377112076790749,8.548920458718833,4.576092963053118
explore_178225_209845,6.865695893815343,12.190306216019357,6.5553517975432944
explore_178411_125155,0.5932394372108288,5.723444661354894,2.062906996807456
explore_178491_106790,6.202415930101732,11.984967918501452,9.412293940869404
explore_178578_172728,1.1470870743054649,6.287030930756906,1.6039880557944686
explore_178831_168772,-4.286644751801879,1.621989190538044,-0.7046339970211648
explore_179410_60478,-1.1460830856023114,3.467977615806753,4.072815811334445
explore_179611_115228,3.167670188081639,7.795540076277522,1.4562763700281594
explore_179617_143429,-6.3185207788976125,-1.0849528979338587,-5.0814802365992255
explore_179675_97177,-0.9772401211366696,3.5324015499622825,-2.0242593576999237
explore_179870_55884,3.261654585989858,6.290773662729751,-0.0380218596909735
explore_180688_182317,1.247204814788705,5.668859717157053,4.477666331517535
explore_180796_185936,-2.4166382356529854,2.9809781769121497,1.0617081602847929
explore_181297_157829,2.2512559564006254,7.1087660171579925,-0.2902142085881896
explore_181347_4612,2.799227784405573,10.573007986366427,5.401651742348272
explore_181500_185656,2.513914571233541,7.704276571409053,4.509606241729426
explore_181553_20537,11.407994057114037,15.799701424356636,11.937655320707504
explore_181628_84772,6.156718257231672,11.245849832829837,5.91077041186723
explore_181901_196636,3.863975260749288,8.557339557855443,4.552648377449891
explore_181910_130784,0.8871300397498786,6.948628851212452,3.6320980877977127
explore_181987_34999,-0.3048776684357591,3.3419650141992903,0.2535924730222064
explore_182788_32223,6.8367020885959375,12.752898276944912,6.858307758085223
explore_183288_185812,3.776133734384832,9.109055877138315,0.2395123526110076
explore_183896_88530,-4.094072067182936,2.4836377562051664,-2.075808822409456
explore_184042_167959,1.358188853125332,7.058206147609087,7.1283780414314695
explore_184164_75604,-1.1176069654443694,3.848899825028242,3.980026067111703
explore_184263_138937,-0.8268280832750289,3.679404838957388,1.3556524464906226
explore_184414_120833,0.9380639273144352,7.578618338118042,3.76682931741912
explore_184829_51308,-1.292226022050044,3.312658178875336,-5.139424258276789
explore_184868_61353,9.841037633852682,15.442885974677472,12.117755193698224
explore_185522_147798,0.0574152940357497,5.155592832049136,2.475997811205288
explore_18555_10721,4.308909998541335,8.573607993182748,5.095783115809445
explore_185589_152049,-0.5673749222979129,4.447266683450709,2.7251681004429624
explore_185943_95651,-3.2826662342979547,1.150412270484282,-2.77060312342523
explore_186056_220752,0.2403194426804088,5.314552667553755,3.274554723412328
explore_186093_81000,2.5009324620795144,7.712754342774396,4.366398298280428
explore_186358_10409,1.1335905229013656,6.591517350459879,3.382446123643522
explore_186365_147079,5.78310492626528,11.362371336162068,8.142760964405738
explore_186428_42163,0.5222163864400151,5.420492348547744,1.57128150740229
explore_186699_29884,5.31199360211688,11.554091347224707,8.027993553371317
explore_18719_59604,0.3553340047248335,5.179829020044287,1.977196528150699
explore_187867_140678,0.1602125600262736,6.6740438371866135,1.0666174394375372
explore_188183_90140,3.053909252076985,8.211032663351657,5.01234391764433
explore_18847_138966,1.428546189017604,7.577363956663588,2.0359188921920524
explore_189083_129982,6.716387729825212,10.80545707386528,3.8670748762924823
explore_189086_104381,3.429161677670138,8.3746906611854,1.338564551526266
explore_189904_194591,-3.50327904238417,3.518242717966433,0.4673421799847119
explore_189947_33190,-4.316968857330331,0.6428407931786786,-0.007209287433798
explore_190013_19144,-4.446178236832063,-0.7990070061670111,-9.891810769686384
explore_190589_34465,-4.548208333519217,0.2727602303516043,-2.416670707426712
explore_190639_4881,3.0660255527048377,7.638958916550754,5.0971650572621074
explore_190742_26334,6.656535528590067,11.093011675880913,7.334131972473826
explore_191462_158625,4.636571971065938,9.786638778061215,10.736506085833229
explore_191647_83366,5.52474500300084,10.558457748619404,6.184215286908997
explore_191800_10938,5.507296513987295,10.382040524133464,5.205485935031592
explore_192269_96518,7.363416849264811,11.413318719175331,7.234525303802781
explore_192405_124031,2.090560564330047,6.4718992724335305,1.3603776575022122
explore_192426_213774,1.9696975844510052,5.936004920993577,-2.6997159829490287
explore_19254_103067,3.0603303756146847,7.652257001491421,3.4073009003121624
explore_192765_185780,3.793245327640196,8.587475508056224,3.704049804387836
explore_192925_216311,1.7808243087835505,5.171717382744946,1.4476487785079468
explore_19312_14986,-7.058620192044669,-0.0447121804479736,-2.6577910395553133
explore_193286_85896,-4.632381350738537,0.5123122473342376,-4.112975617852495
explore_193297_64236,7.009672993731368,13.20792371437437,9.232344844768496
explore_193302_40894,3.293060423157464,10.045230613847291,6.556380962835978
explore_19342_15960,0.7346272161512634,4.852676589954225,1.01065648588611
explore_194033_129198,2.450130079876621,7.559892297557195,0.5007481269457359
explore_194377_60077,-0.4715637198795246,4.863412188369046,1.5163057529246462
explore_194644_141040,3.110266500422844,8.796838987161074,6.491664383358004
explore_194882_114077,7.610706640552016,12.116933221766956,7.539138251149077
explore_194973_201795,7.660858632828291,12.859855984628176,7.229797006142114
explore_195035_53524,8.155376934214635,11.953619798611124,8.155630688343688
explore_195825_97199,-5.967657858163395,0.3662210048214014,-4.892612403855431
explore_195835_94244,-5.521483488515203,1.14878394313848,-0.8064933892516917
explore_196123_182129,-0.2272436290041564,4.458775713641513,2.536515387885312
explore_196148_46295,-1.431458077270536,3.923953832752048,0.1133238083678164
explore_196230_24654,11.568055600906243,16.534997285373827,10.264464180255445
explore_19642_116032,0.8878560907812314,6.5840420535440245,4.246465093693654
explore_196450_16110,6.080384557844871,10.825756144974845,5.2168808728504645
explore_196625_72480,1.9133761795295248,6.902999718688172,2.976598754421219
explore_196643_43266,0.482279903730362,4.243556724193562,1.7557691991230275
explore_196651_44064,3.615102916793224,8.979759053660803,4.340530394238668
explore_197505_189395,-1.090718241840597,5.063564749073077,4.467741617866402
explore_197666_175875,3.627887650194469,7.977413049209139,4.353294898164048
explore_197748_106312,2.991738800462598,7.768800201326386,4.015906956319361
explore_198008_53869,4.205378459705615,8.712224498652656,4.208875475735202
explore_19809_135185,-0.0351548420999815,5.420882355044637,-1.6379807868228915
explore_198209_59772,1.6236997653428322,4.37293604075219,2.741304899928535
explore_198263_107356,-2.7106993234935106,3.206977456089189,-0.4847288575431853
explore_198670_71218,-3.860327193101213,1.7888912197408977,0.4043868658554023
explore_198714_17569,5.336411176741514,10.53730197683494,5.649477250272064
explore_199017_90992,5.7828333981682825,10.582624055869635,8.917361707407297
explore_200086_59229,8.55912737564854,14.0540530110496,9.085817335402048
explore_200542_81936,6.321958723196887,8.680737768336419,2.996510971814746
explore_200776_32751,3.158888030185115,6.003065585904532,4.853133694810216
explore_201037_127547,-7.2028831608089385,-1.1069431074543192,-5.410755273297773
explore_201829_112450,-2.1375716306379853,2.8326620973341825,-1.8189851465488984
explore_202111_204095,4.908259409981678,9.592831747776756,5.485596675269839
explore_20293_207983,0.417158980713906,4.521998078739228,3.978218277093221
