donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_reaction_id,source_pair_id,split,orientation,class_pair
MFPCMYNTZFPUAL-UHFFFAOYSA-N,ZHBLNABXYOXOFQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C(C=O)Cl)F)Cl,C1=CC(=CC=C1CCC=O)C2=C(C=C(C=C2)F)F,CBZ3-R-9EDD6B30614FE182-AB,CBZ3-P-9EDD6B30614FE182,train,A_donor_B_acceptor,aliphatic__aliphatic
ZHBLNABXYOXOFQ-UHFFFAOYSA-N,MFPCMYNTZFPUAL-UHFFFAOYSA-N,C1=CC(=CC=C1CCC=O)C2=C(C=C(C=C2)F)F,C1=CC(=C(C=C1C(C=O)Cl)F)Cl,CBZ3-R-9EDD6B30614FE182-BA,CBZ3-P-9EDD6B30614FE182,train,B_donor_A_acceptor,aliphatic__aliphatic
AOINKEIIXIOFSA-UHFFFAOYSA-N,SLAJUKRCOBUBKE-VKHMYHEASA-N,CC(C)(C=O)OCC#C[Si](C)(C)C,C[C@](C=O)(C(F)(F)F)N,CBZ3-R-172F24270D89D2CE-AB,CBZ3-P-172F24270D89D2CE,train,A_donor_B_acceptor,aliphatic__aliphatic
SLAJUKRCOBUBKE-VKHMYHEASA-N,AOINKEIIXIOFSA-UHFFFAOYSA-N,C[C@](C=O)(C(F)(F)F)N,CC(C)(C=O)OCC#C[Si](C)(C)C,CBZ3-R-172F24270D89D2CE-BA,CBZ3-P-172F24270D89D2CE,train,B_donor_A_acceptor,aliphatic__aliphatic
GKPIHXHNFKRSOF-UHFFFAOYSA-N,PPIIZRKFFMYCNY-UHFFFAOYSA-N,CN(C(=O)C(CC=O)C1=CC(=C(C=C1)Cl)Cl)OC,C1=CC=[N+](C(=C1)CN2C=CC(=O)N(C2=O)CC=O)[O-],CBZ3-R-C2FBF8C02D892831-AB,CBZ3-P-C2FBF8C02D892831,train,A_donor_B_acceptor,aliphatic__aliphatic
PPIIZRKFFMYCNY-UHFFFAOYSA-N,GKPIHXHNFKRSOF-UHFFFAOYSA-N,C1=CC=[N+](C(=C1)CN2C=CC(=O)N(C2=O)CC=O)[O-],CN(C(=O)C(CC=O)C1=CC(=C(C=C1)Cl)Cl)OC,CBZ3-R-C2FBF8C02D892831-BA,CBZ3-P-C2FBF8C02D892831,train,B_donor_A_acceptor,aliphatic__aliphatic
MBIIINATINKOKL-UHFFFAOYSA-N,NHSIADRKZMCFOS-INIZCTEOSA-N,C1C=CC(=O)C(O1)(C=O)O,C1C=C([C@H](C2=C1C=C(C=C2)NC3=CC(=CC=C3)OC(F)(F)F)C=O)N,CBZ3-R-F9AFBF6580D59F38-AB,CBZ3-P-F9AFBF6580D59F38,train,A_donor_B_acceptor,aliphatic__aliphatic
NHSIADRKZMCFOS-INIZCTEOSA-N,MBIIINATINKOKL-UHFFFAOYSA-N,C1C=C([C@H](C2=C1C=C(C=C2)NC3=CC(=CC=C3)OC(F)(F)F)C=O)N,C1C=CC(=O)C(O1)(C=O)O,CBZ3-R-F9AFBF6580D59F38-BA,CBZ3-P-F9AFBF6580D59F38,train,B_donor_A_acceptor,aliphatic__aliphatic
IOSCKLADEVIAGB-LURJTMIESA-N,XZEQIAGJOCYCRH-UHFFFAOYSA-N,CCC1([C@@H](O1)C=O)CC,C1C(NC(CO1)(CO)C2=C(C=CC(=C2)Br)F)C=O,CBZ3-R-56A163D614FF010D-AB,CBZ3-P-56A163D614FF010D,train,A_donor_B_acceptor,aliphatic__aliphatic
XZEQIAGJOCYCRH-UHFFFAOYSA-N,IOSCKLADEVIAGB-LURJTMIESA-N,C1C(NC(CO1)(CO)C2=C(C=CC(=C2)Br)F)C=O,CCC1([C@@H](O1)C=O)CC,CBZ3-R-56A163D614FF010D-BA,CBZ3-P-56A163D614FF010D,train,B_donor_A_acceptor,aliphatic__aliphatic
FFHBWVPKYIFMPF-UHFFFAOYSA-N,PJLHJJUAXDVLIR-UHFFFAOYSA-N,CC(C)(C1=CC=CC=C1)C(C=O)SC2=NC(=CC(=N2)OC)OC,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)N4CCC(C4)(C=O)F,CBZ3-R-9C661F0ECB09A4FD-AB,CBZ3-P-9C661F0ECB09A4FD,train,A_donor_B_acceptor,aliphatic__aliphatic
PJLHJJUAXDVLIR-UHFFFAOYSA-N,FFHBWVPKYIFMPF-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)N4CCC(C4)(C=O)F,CC(C)(C1=CC=CC=C1)C(C=O)SC2=NC(=CC(=N2)OC)OC,CBZ3-R-9C661F0ECB09A4FD-BA,CBZ3-P-9C661F0ECB09A4FD,train,B_donor_A_acceptor,aliphatic__aliphatic
AKOYQDVXNDGWAA-UHFFFAOYSA-N,LKORGLSTORYQOS-UHFFFAOYSA-N,CC1=C(C(C2=CC=CC=C2O1)C=O)C3=CC=CC=C3F,CSCCC(C(=O)NC(CCCCN)C=O)N,CBZ3-R-B85624F57F31C28F-AB,CBZ3-P-B85624F57F31C28F,train,A_donor_B_acceptor,aliphatic__aliphatic
LKORGLSTORYQOS-UHFFFAOYSA-N,AKOYQDVXNDGWAA-UHFFFAOYSA-N,CSCCC(C(=O)NC(CCCCN)C=O)N,CC1=C(C(C2=CC=CC=C2O1)C=O)C3=CC=CC=C3F,CBZ3-R-B85624F57F31C28F-BA,CBZ3-P-B85624F57F31C28F,train,B_donor_A_acceptor,aliphatic__aliphatic
LAZPKLPNDXOXOI-UHFFFAOYSA-N,UMRGHUPFDDVAOR-UHFFFAOYSA-N,C=CC1=CC2=C(C=C1)C(C(CC2)C(=O)C3=NOC(=C3C(F)(F)F)C4=CC=CC=C4)C=O,CC(=O)NC(C=O)(C1=CC=C(C=C1)F)C2=CC=NC=C2,CBZ3-R-E6719A1CE9ADE3CE-AB,CBZ3-P-E6719A1CE9ADE3CE,train,A_donor_B_acceptor,aliphatic__aliphatic
UMRGHUPFDDVAOR-UHFFFAOYSA-N,LAZPKLPNDXOXOI-UHFFFAOYSA-N,CC(=O)NC(C=O)(C1=CC=C(C=C1)F)C2=CC=NC=C2,C=CC1=CC2=C(C=C1)C(C(CC2)C(=O)C3=NOC(=C3C(F)(F)F)C4=CC=CC=C4)C=O,CBZ3-R-E6719A1CE9ADE3CE-BA,CBZ3-P-E6719A1CE9ADE3CE,train,B_donor_A_acceptor,aliphatic__aliphatic
FBOIDIMQSHFJTK-OSEPDQNXSA-N,FGRHCESPPFHLRD-UHFFFAOYSA-N,CC/C=C(\C)/[C@@H](C1=CC=CC=C1)[C@H](C)C=O,COC(=O)C1=CC2=C(C=C1)C(=C3N2CC4(CC4C5=C3C=CC=C5OC(F)(F)F)C=O)C6CCCCC6,CBZ3-R-54E75020D0080B96-AB,CBZ3-P-54E75020D0080B96,train,A_donor_B_acceptor,aliphatic__aliphatic
FGRHCESPPFHLRD-UHFFFAOYSA-N,FBOIDIMQSHFJTK-OSEPDQNXSA-N,COC(=O)C1=CC2=C(C=C1)C(=C3N2CC4(CC4C5=C3C=CC=C5OC(F)(F)F)C=O)C6CCCCC6,CC/C=C(\C)/[C@@H](C1=CC=CC=C1)[C@H](C)C=O,CBZ3-R-54E75020D0080B96-BA,CBZ3-P-54E75020D0080B96,train,B_donor_A_acceptor,aliphatic__aliphatic
HQMCTLZEQZYKNK-UHFFFAOYSA-N,WXLOAFJTTRNQCD-SKNVOMKLSA-N,C1=CC=C(C=C1)P(CCC=O)(C2=CC=CC=C2)(C3=CC=CC=C3)I,C(=O)[C@@H]([C@H]([C@@H]([C@H](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)O)O)O,CBZ3-R-7F42DA787C0E782D-AB,CBZ3-P-7F42DA787C0E782D,train,A_donor_B_acceptor,aliphatic__aliphatic
WXLOAFJTTRNQCD-SKNVOMKLSA-N,HQMCTLZEQZYKNK-UHFFFAOYSA-N,C(=O)[C@@H]([C@H]([C@@H]([C@H](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)O)O)O,C1=CC=C(C=C1)P(CCC=O)(C2=CC=CC=C2)(C3=CC=CC=C3)I,CBZ3-R-7F42DA787C0E782D-BA,CBZ3-P-7F42DA787C0E782D,train,B_donor_A_acceptor,aliphatic__aliphatic
FYEUNHYDTXLVGK-UHFFFAOYSA-N,YGVQWHLDCDFGRO-XOKHGSTOSA-N,C1CN(C(=O)C2=C1C=C(C=C2)OCCC=O)CCCC3=CC=CC=C3,C[C@H]([C@H]1C[C@@H](OC(O1)(C)C)CC=O)OCC2=CC=C(C=C2)OC,CBZ3-R-4CAD5D05770C2455-AB,CBZ3-P-4CAD5D05770C2455,train,A_donor_B_acceptor,aliphatic__aliphatic
YGVQWHLDCDFGRO-XOKHGSTOSA-N,FYEUNHYDTXLVGK-UHFFFAOYSA-N,C[C@H]([C@H]1C[C@@H](OC(O1)(C)C)CC=O)OCC2=CC=C(C=C2)OC,C1CN(C(=O)C2=C1C=C(C=C2)OCCC=O)CCCC3=CC=CC=C3,CBZ3-R-4CAD5D05770C2455-BA,CBZ3-P-4CAD5D05770C2455,train,B_donor_A_acceptor,aliphatic__aliphatic
BRTJCYWEXYUOMZ-UHFFFAOYSA-N,PKKTZGQLIKURQK-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C=O)C1=CC(=C(C=C1)OC(F)F)Cl,C(CC=O)CN=C(N)NC#N,CBZ3-R-0CC6F2D43CD65C3A-AB,CBZ3-P-0CC6F2D43CD65C3A,train,A_donor_B_acceptor,aliphatic__aliphatic
PKKTZGQLIKURQK-UHFFFAOYSA-N,BRTJCYWEXYUOMZ-UHFFFAOYSA-N,C(CC=O)CN=C(N)NC#N,CC(C)(C)OC(=O)NC(C=O)C1=CC(=C(C=C1)OC(F)F)Cl,CBZ3-R-0CC6F2D43CD65C3A-BA,CBZ3-P-0CC6F2D43CD65C3A,train,B_donor_A_acceptor,aliphatic__aliphatic
JNILGZPEKBPEMU-UHFFFAOYSA-N,KXZXMKJBJWVFRS-UHFFFAOYSA-N,CC(C)(C)OC(=O)C(CCCC=O)N1C(=O)C2=CC=CC=C2C1=O,CN(CC=O)C(=O)CN(C(=O)OCC1=CC=CC=C1)C2(CC2)C(F)(F)F,CBZ3-R-7665B9B276407892-AB,CBZ3-P-7665B9B276407892,train,A_donor_B_acceptor,aliphatic__aliphatic
KXZXMKJBJWVFRS-UHFFFAOYSA-N,JNILGZPEKBPEMU-UHFFFAOYSA-N,CN(CC=O)C(=O)CN(C(=O)OCC1=CC=CC=C1)C2(CC2)C(F)(F)F,CC(C)(C)OC(=O)C(CCCC=O)N1C(=O)C2=CC=CC=C2C1=O,CBZ3-R-7665B9B276407892-BA,CBZ3-P-7665B9B276407892,train,B_donor_A_acceptor,aliphatic__aliphatic
NSBBIRUCLLBOMJ-UTWGAPDISA-N,OHWRFXMAKSGOGG-KDXUFGMBSA-N,C[C@@]/1(C/C(=C/2\[C@]3(CCN(C3=O)C/C=C1)C4=CC=CC=C4N2)/C(=O)OC)C=O,COC[C@H]([C@@H]([C@@H]([C@H](C=O)O)OC)OC)O,CBZ3-R-75A59C9B7C0F1ED5-AB,CBZ3-P-75A59C9B7C0F1ED5,train,A_donor_B_acceptor,aliphatic__aliphatic
OHWRFXMAKSGOGG-KDXUFGMBSA-N,NSBBIRUCLLBOMJ-UTWGAPDISA-N,COC[C@H]([C@@H]([C@@H]([C@H](C=O)O)OC)OC)O,C[C@@]/1(C/C(=C/2\[C@]3(CCN(C3=O)C/C=C1)C4=CC=CC=C4N2)/C(=O)OC)C=O,CBZ3-R-75A59C9B7C0F1ED5-BA,CBZ3-P-75A59C9B7C0F1ED5,train,B_donor_A_acceptor,aliphatic__aliphatic
HNGPFQVMEVFDMD-UHFFFAOYSA-N,UWOSRKPTNNMWCJ-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C(C)(C=O)F)N2CCCCCC2,CC(C)(C=O)N(C1=CC(=C(C=C1)C(=O)NC)F)C(=S)N(C)C2=CC(=C(C=C2)C#N)C(F)(F)F,CBZ3-R-AEBBED79CDC9A573-AB,CBZ3-P-AEBBED79CDC9A573,train,A_donor_B_acceptor,aliphatic__aliphatic
UWOSRKPTNNMWCJ-UHFFFAOYSA-N,HNGPFQVMEVFDMD-UHFFFAOYSA-N,CC(C)(C=O)N(C1=CC(=C(C=C1)C(=O)NC)F)C(=S)N(C)C2=CC(=C(C=C2)C#N)C(F)(F)F,CC1=CC=C(C=C1)C(C(C)(C=O)F)N2CCCCCC2,CBZ3-R-AEBBED79CDC9A573-BA,CBZ3-P-AEBBED79CDC9A573,train,B_donor_A_acceptor,aliphatic__aliphatic
FBCPFZHGDWGJPR-UHFFFAOYSA-N,RLIZPOJKPJQPDM-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)C(F)(F)F)C#CCC=O,C1CN(CC2=C1C3=C(N2CC4=CC=C(C=C4)F)N=CC=C3)C(=O)CC56CCC(C5)(CC6)C=O,CBZ3-R-A0430DF815C71D5C-AB,CBZ3-P-A0430DF815C71D5C,train,A_donor_B_acceptor,aliphatic__aliphatic
RLIZPOJKPJQPDM-UHFFFAOYSA-N,FBCPFZHGDWGJPR-UHFFFAOYSA-N,C1CN(CC2=C1C3=C(N2CC4=CC=C(C=C4)F)N=CC=C3)C(=O)CC56CCC(C5)(CC6)C=O,C1=CC(=C(C=C1Cl)C(F)(F)F)C#CCC=O,CBZ3-R-A0430DF815C71D5C-BA,CBZ3-P-A0430DF815C71D5C,train,B_donor_A_acceptor,aliphatic__aliphatic
GXEDVEVVJWTBKW-UHFFFAOYSA-N,WQINRWFZTDXXQN-UHFFFAOYSA-N,C1C(C=CC=C1OC(F)(F)F)C=O,CN1C2=C(N=C1[N+](=O)[O-])N(C(=O)N(C2=O)C)CCC=O,CBZ3-R-8D4AE99474B18B84-AB,CBZ3-P-8D4AE99474B18B84,train,A_donor_B_acceptor,aliphatic__aliphatic
WQINRWFZTDXXQN-UHFFFAOYSA-N,GXEDVEVVJWTBKW-UHFFFAOYSA-N,CN1C2=C(N=C1[N+](=O)[O-])N(C(=O)N(C2=O)C)CCC=O,C1C(C=CC=C1OC(F)(F)F)C=O,CBZ3-R-8D4AE99474B18B84-BA,CBZ3-P-8D4AE99474B18B84,train,B_donor_A_acceptor,aliphatic__aliphatic
WODDDJXHBNPJMZ-UHFFFAOYSA-N,ZBYSVQDMUUYFPH-UHFFFAOYSA-N,CC1=CC=C(S1)C(C=O)(C2=CC=CC=C2)C3=CC=C(C=C3)OC,C1CCN(C(C1)C=O)S(=O)(=O)C2=C(C=C(C=C2)Br)F,CBZ3-R-C863D46AA0B4CF1B-AB,CBZ3-P-C863D46AA0B4CF1B,train,A_donor_B_acceptor,aliphatic__aliphatic
ZBYSVQDMUUYFPH-UHFFFAOYSA-N,WODDDJXHBNPJMZ-UHFFFAOYSA-N,C1CCN(C(C1)C=O)S(=O)(=O)C2=C(C=C(C=C2)Br)F,CC1=CC=C(S1)C(C=O)(C2=CC=CC=C2)C3=CC=C(C=C3)OC,CBZ3-R-C863D46AA0B4CF1B-BA,CBZ3-P-C863D46AA0B4CF1B,train,B_donor_A_acceptor,aliphatic__aliphatic
BZFVGPPELIFTQP-OKKRDJTBSA-N,PYPUCFYBVBETRX-UHFFFAOYSA-N,C[C@@]12CC[C@H](C1(C)C=O)CC2=O,CC(CC1=CC(=C(C=C1)I)F)C=O,CBZ3-R-A74197C77DD24C09-AB,CBZ3-P-A74197C77DD24C09,train,A_donor_B_acceptor,aliphatic__aliphatic
PYPUCFYBVBETRX-UHFFFAOYSA-N,BZFVGPPELIFTQP-OKKRDJTBSA-N,CC(CC1=CC(=C(C=C1)I)F)C=O,C[C@@]12CC[C@H](C1(C)C=O)CC2=O,CBZ3-R-A74197C77DD24C09-BA,CBZ3-P-A74197C77DD24C09,train,B_donor_A_acceptor,aliphatic__aliphatic
OUNYPUTWNCVBIW-UHFFFAOYSA-N,QONHCVVZAARGIY-UHFFFAOYSA-N,COCCCN1C2=C(N=CC=C2)N=C1CN3C(N(C4=C3C=C(C=C4)F)C5CC5)C=O,CCC(=C)CN(CC=O)C1=CC=C(C=C1)F,CBZ3-R-B091A50EEBDE66A5-AB,CBZ3-P-B091A50EEBDE66A5,train,A_donor_B_acceptor,aliphatic__aliphatic
QONHCVVZAARGIY-UHFFFAOYSA-N,OUNYPUTWNCVBIW-UHFFFAOYSA-N,CCC(=C)CN(CC=O)C1=CC=C(C=C1)F,COCCCN1C2=C(N=CC=C2)N=C1CN3C(N(C4=C3C=C(C=C4)F)C5CC5)C=O,CBZ3-R-B091A50EEBDE66A5-BA,CBZ3-P-B091A50EEBDE66A5,train,B_donor_A_acceptor,aliphatic__aliphatic
QSUZPHWLLYJFCM-UHFFFAOYSA-N,WVXHABBRYXLAKF-UHFFFAOYSA-N,CC1=NC(=C2C=C(N(C2=N1)CC=O)C(C3=CC=CC=C3)N(C)C)NCC4=C(C(=CC=C4)C(F)F)F,CC(C=O)ON=C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],CBZ3-R-AC802D1C1477DF1E-AB,CBZ3-P-AC802D1C1477DF1E,train,A_donor_B_acceptor,aliphatic__aliphatic
WVXHABBRYXLAKF-UHFFFAOYSA-N,QSUZPHWLLYJFCM-UHFFFAOYSA-N,CC(C=O)ON=C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],CC1=NC(=C2C=C(N(C2=N1)CC=O)C(C3=CC=CC=C3)N(C)C)NCC4=C(C(=CC=C4)C(F)F)F,CBZ3-R-AC802D1C1477DF1E-BA,CBZ3-P-AC802D1C1477DF1E,train,B_donor_A_acceptor,aliphatic__aliphatic
MZTKSBCQWRXZLQ-UHFFFAOYSA-N,NPGMYMAJHXYGJL-UHFFFAOYSA-N,C1C2C=CC1C(C2C=O)C3=CC=CC=C3,C(=O)C(F)(F)S,CBZ3-R-C05204090B0430FF-AB,CBZ3-P-C05204090B0430FF,train,A_donor_B_acceptor,aliphatic__aliphatic
NPGMYMAJHXYGJL-UHFFFAOYSA-N,MZTKSBCQWRXZLQ-UHFFFAOYSA-N,C(=O)C(F)(F)S,C1C2C=CC1C(C2C=O)C3=CC=CC=C3,CBZ3-R-C05204090B0430FF-BA,CBZ3-P-C05204090B0430FF,train,B_donor_A_acceptor,aliphatic__aliphatic
KPFRXAVPFFZNKX-UHFFFAOYSA-N,OBHRDPMWHKDMLT-UHFFFAOYSA-N,CCC(CC=O)C(C)(C)F,C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)OCC4=CC=C(C=C4)C(F)(F)F)C=O,CBZ3-R-E128F54B917DB7AF-AB,CBZ3-P-E128F54B917DB7AF,train,A_donor_B_acceptor,aliphatic__aliphatic
OBHRDPMWHKDMLT-UHFFFAOYSA-N,KPFRXAVPFFZNKX-UHFFFAOYSA-N,C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)OCC4=CC=C(C=C4)C(F)(F)F)C=O,CCC(CC=O)C(C)(C)F,CBZ3-R-E128F54B917DB7AF-BA,CBZ3-P-E128F54B917DB7AF,train,B_donor_A_acceptor,aliphatic__aliphatic
IMYJABMMXGXOAR-UHFFFAOYSA-N,KWRLXQHLLVKPJN-UHFFFAOYSA-N,CC(C=O)C1=C(C(=CC(C1(C)Cl)(C(=O)O)OCC=C)N2C(=O)C=C(NC2=O)C(F)(F)F)F,CC1=NN(C(=C1)SN2CCC3=CC4=C(CC3(C2)C=O)C=NN4C5=CC=C(C=C5)F)C,CBZ3-R-F266ACE71E7DF90B-AB,CBZ3-P-F266ACE71E7DF90B,train,A_donor_B_acceptor,aliphatic__aliphatic
KWRLXQHLLVKPJN-UHFFFAOYSA-N,IMYJABMMXGXOAR-UHFFFAOYSA-N,CC1=NN(C(=C1)SN2CCC3=CC4=C(CC3(C2)C=O)C=NN4C5=CC=C(C=C5)F)C,CC(C=O)C1=C(C(=CC(C1(C)Cl)(C(=O)O)OCC=C)N2C(=O)C=C(NC2=O)C(F)(F)F)F,CBZ3-R-F266ACE71E7DF90B-BA,CBZ3-P-F266ACE71E7DF90B,train,B_donor_A_acceptor,aliphatic__aliphatic
CYJISELXMMZBFJ-MNOYMAJVSA-N,OWBXOZHADHREPV-UHFFFAOYSA-N,C[C@@H]1CC[C@@H]2[C@@H]1CC3(C4CC2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)C5=NOC(C5)C6=CC=CC=C6,CS(=O)(=O)C1=C(C=CC(=C1)F)CC(C=O)Br,CBZ3-R-84BD566A8E2B6F08-AB,CBZ3-P-84BD566A8E2B6F08,train,A_donor_B_acceptor,aliphatic__aliphatic
OWBXOZHADHREPV-UHFFFAOYSA-N,CYJISELXMMZBFJ-MNOYMAJVSA-N,CS(=O)(=O)C1=C(C=CC(=C1)F)CC(C=O)Br,C[C@@H]1CC[C@@H]2[C@@H]1CC3(C4CC2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)C5=NOC(C5)C6=CC=CC=C6,CBZ3-R-84BD566A8E2B6F08-BA,CBZ3-P-84BD566A8E2B6F08,train,B_donor_A_acceptor,aliphatic__aliphatic
DPPIGPHQKASUHA-UHFFFAOYSA-N,HMIVPVIBNXQVKN-UHFFFAOYSA-N,COC1=CC(=C(C=C1)CCC=O)O,CN1C(=NN=C1C2CCC(CC2)C3(CO3)C=O)COC4=NC=CC(=C4)C(F)(F)F,CBZ3-R-92A4D6F773ACC9AF-AB,CBZ3-P-92A4D6F773ACC9AF,train,A_donor_B_acceptor,aliphatic__aliphatic
HMIVPVIBNXQVKN-UHFFFAOYSA-N,DPPIGPHQKASUHA-UHFFFAOYSA-N,CN1C(=NN=C1C2CCC(CC2)C3(CO3)C=O)COC4=NC=CC(=C4)C(F)(F)F,COC1=CC(=C(C=C1)CCC=O)O,CBZ3-R-92A4D6F773ACC9AF-BA,CBZ3-P-92A4D6F773ACC9AF,train,B_donor_A_acceptor,aliphatic__aliphatic
DIFSZOWFDXOZBK-UHFFFAOYSA-N,PHZIFGWWWKPJTH-SFYZADRCSA-N,CC(CC=O)C1=C(C(=C(C=C1)OC)S(=O)(=O)C)F,CC1=CC=C(O1)[C@H](C)[C@H](C=O)Cl,CBZ3-R-01A13ADE74313282-AB,CBZ3-P-01A13ADE74313282,train,A_donor_B_acceptor,aliphatic__aliphatic
PHZIFGWWWKPJTH-SFYZADRCSA-N,DIFSZOWFDXOZBK-UHFFFAOYSA-N,CC1=CC=C(O1)[C@H](C)[C@H](C=O)Cl,CC(CC=O)C1=C(C(=C(C=C1)OC)S(=O)(=O)C)F,CBZ3-R-01A13ADE74313282-BA,CBZ3-P-01A13ADE74313282,train,B_donor_A_acceptor,aliphatic__aliphatic
BVOOYRQORIXKPV-UHFFFAOYSA-N,DIGPHKFAUUKBTM-HITLURFISA-N,C1=CC(=C(C(=C1)F)CC=O)NO,C[C@H]1CC[C@H](O[C@@H]1[C@@H](C)C=O)[C@H](C)COC(=O)C2=CC=CC=C2,CBZ3-R-0DCAA2BEDEBAE80A-AB,CBZ3-P-0DCAA2BEDEBAE80A,train,A_donor_B_acceptor,aliphatic__aliphatic
