donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_reaction_id,source_pair_id,split,orientation,class_pair
JNILGZPEKBPEMU-UHFFFAOYSA-N,KXZXMKJBJWVFRS-UHFFFAOYSA-N,CC(C)(C)OC(=O)C(CCCC=O)N1C(=O)C2=CC=CC=C2C1=O,CN(CC=O)C(=O)CN(C(=O)OCC1=CC=CC=C1)C2(CC2)C(F)(F)F,CBZ3-R-7665B9B276407892-AB,CBZ3-P-7665B9B276407892,train,A_donor_B_acceptor,aliphatic__aliphatic
FYEUNHYDTXLVGK-UHFFFAOYSA-N,YGVQWHLDCDFGRO-XOKHGSTOSA-N,C1CN(C(=O)C2=C1C=C(C=C2)OCCC=O)CCCC3=CC=CC=C3,C[C@H]([C@H]1C[C@@H](OC(O1)(C)C)CC=O)OCC2=CC=C(C=C2)OC,CBZ3-R-4CAD5D05770C2455-AB,CBZ3-P-4CAD5D05770C2455,train,A_donor_B_acceptor,aliphatic__aliphatic
WODDDJXHBNPJMZ-UHFFFAOYSA-N,ZBYSVQDMUUYFPH-UHFFFAOYSA-N,CC1=CC=C(S1)C(C=O)(C2=CC=CC=C2)C3=CC=C(C=C3)OC,C1CCN(C(C1)C=O)S(=O)(=O)C2=C(C=C(C=C2)Br)F,CBZ3-R-C863D46AA0B4CF1B-AB,CBZ3-P-C863D46AA0B4CF1B,train,A_donor_B_acceptor,aliphatic__aliphatic
ZBYSVQDMUUYFPH-UHFFFAOYSA-N,WODDDJXHBNPJMZ-UHFFFAOYSA-N,C1CCN(C(C1)C=O)S(=O)(=O)C2=C(C=C(C=C2)Br)F,CC1=CC=C(S1)C(C=O)(C2=CC=CC=C2)C3=CC=C(C=C3)OC,CBZ3-R-C863D46AA0B4CF1B-BA,CBZ3-P-C863D46AA0B4CF1B,train,B_donor_A_acceptor,aliphatic__aliphatic
OBHRDPMWHKDMLT-UHFFFAOYSA-N,KPFRXAVPFFZNKX-UHFFFAOYSA-N,C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)OCC4=CC=C(C=C4)C(F)(F)F)C=O,CCC(CC=O)C(C)(C)F,CBZ3-R-E128F54B917DB7AF-BA,CBZ3-P-E128F54B917DB7AF,train,B_donor_A_acceptor,aliphatic__aliphatic
QONHCVVZAARGIY-UHFFFAOYSA-N,OUNYPUTWNCVBIW-UHFFFAOYSA-N,CCC(=C)CN(CC=O)C1=CC=C(C=C1)F,COCCCN1C2=C(N=CC=C2)N=C1CN3C(N(C4=C3C=C(C=C4)F)C5CC5)C=O,CBZ3-R-B091A50EEBDE66A5-BA,CBZ3-P-B091A50EEBDE66A5,train,B_donor_A_acceptor,aliphatic__aliphatic
QSUZPHWLLYJFCM-UHFFFAOYSA-N,WVXHABBRYXLAKF-UHFFFAOYSA-N,CC1=NC(=C2C=C(N(C2=N1)CC=O)C(C3=CC=CC=C3)N(C)C)NCC4=C(C(=CC=C4)C(F)F)F,CC(C=O)ON=C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],CBZ3-R-AC802D1C1477DF1E-AB,CBZ3-P-AC802D1C1477DF1E,train,A_donor_B_acceptor,aliphatic__aliphatic
HNGPFQVMEVFDMD-UHFFFAOYSA-N,UWOSRKPTNNMWCJ-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C(C)(C=O)F)N2CCCCCC2,CC(C)(C=O)N(C1=CC(=C(C=C1)C(=O)NC)F)C(=S)N(C)C2=CC(=C(C=C2)C#N)C(F)(F)F,CBZ3-R-AEBBED79CDC9A573-AB,CBZ3-P-AEBBED79CDC9A573,train,A_donor_B_acceptor,aliphatic__aliphatic
OUNYPUTWNCVBIW-UHFFFAOYSA-N,QONHCVVZAARGIY-UHFFFAOYSA-N,COCCCN1C2=C(N=CC=C2)N=C1CN3C(N(C4=C3C=C(C=C4)F)C5CC5)C=O,CCC(=C)CN(CC=O)C1=CC=C(C=C1)F,CBZ3-R-B091A50EEBDE66A5-AB,CBZ3-P-B091A50EEBDE66A5,train,A_donor_B_acceptor,aliphatic__aliphatic
DIFSZOWFDXOZBK-UHFFFAOYSA-N,PHZIFGWWWKPJTH-SFYZADRCSA-N,CC(CC=O)C1=C(C(=C(C=C1)OC)S(=O)(=O)C)F,CC1=CC=C(O1)[C@H](C)[C@H](C=O)Cl,CBZ3-R-01A13ADE74313282-AB,CBZ3-P-01A13ADE74313282,train,A_donor_B_acceptor,aliphatic__aliphatic
CYJISELXMMZBFJ-MNOYMAJVSA-N,OWBXOZHADHREPV-UHFFFAOYSA-N,C[C@@H]1CC[C@@H]2[C@@H]1CC3(C4CC2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)C5=NOC(C5)C6=CC=CC=C6,CS(=O)(=O)C1=C(C=CC(=C1)F)CC(C=O)Br,CBZ3-R-84BD566A8E2B6F08-AB,CBZ3-P-84BD566A8E2B6F08,train,A_donor_B_acceptor,aliphatic__aliphatic
WVXHABBRYXLAKF-UHFFFAOYSA-N,QSUZPHWLLYJFCM-UHFFFAOYSA-N,CC(C=O)ON=C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],CC1=NC(=C2C=C(N(C2=N1)CC=O)C(C3=CC=CC=C3)N(C)C)NCC4=C(C(=CC=C4)C(F)F)F,CBZ3-R-AC802D1C1477DF1E-BA,CBZ3-P-AC802D1C1477DF1E,train,B_donor_A_acceptor,aliphatic__aliphatic
HMIVPVIBNXQVKN-UHFFFAOYSA-N,DPPIGPHQKASUHA-UHFFFAOYSA-N,CN1C(=NN=C1C2CCC(CC2)C3(CO3)C=O)COC4=NC=CC(=C4)C(F)(F)F,COC1=CC(=C(C=C1)CCC=O)O,CBZ3-R-92A4D6F773ACC9AF-BA,CBZ3-P-92A4D6F773ACC9AF,train,B_donor_A_acceptor,aliphatic__aliphatic
KWRLXQHLLVKPJN-UHFFFAOYSA-N,IMYJABMMXGXOAR-UHFFFAOYSA-N,CC1=NN(C(=C1)SN2CCC3=CC4=C(CC3(C2)C=O)C=NN4C5=CC=C(C=C5)F)C,CC(C=O)C1=C(C(=CC(C1(C)Cl)(C(=O)O)OCC=C)N2C(=O)C=C(NC2=O)C(F)(F)F)F,CBZ3-R-F266ACE71E7DF90B-BA,CBZ3-P-F266ACE71E7DF90B,train,B_donor_A_acceptor,aliphatic__aliphatic
PHZIFGWWWKPJTH-SFYZADRCSA-N,DIFSZOWFDXOZBK-UHFFFAOYSA-N,CC1=CC=C(O1)[C@H](C)[C@H](C=O)Cl,CC(CC=O)C1=C(C(=C(C=C1)OC)S(=O)(=O)C)F,CBZ3-R-01A13ADE74313282-BA,CBZ3-P-01A13ADE74313282,train,B_donor_A_acceptor,aliphatic__aliphatic
FWTJBSRLAFEZMM-UHFFFAOYSA-N,ROBBWVYDXSVGLX-QMMMGPOBSA-N,CC1=NC(=CC=C1)C(CC2=CC=C(C3=CC=CC=C23)F)C=O,C1CN(C[C@H]1C=O)C2=C(C=C(C=C2)I)F,CBZ3-R-DBC2A589F8E4AFC8-AB,CBZ3-P-DBC2A589F8E4AFC8,train,A_donor_B_acceptor,aliphatic__aliphatic
FPVRWSDGEYIXMT-UHFFFAOYSA-N,PINZZWDSENYXED-SECBINFHSA-N,CC(CC=O)C1=C(C=C(C=C1)O)C(F)(F)F,CC1=C(SC(=C1)C=CCN2[C@H](CC(C2=O)(F)F)C=O)C(=O)O,CBZ3-R-77E166F97F1B0B37-AB,CBZ3-P-77E166F97F1B0B37,train,A_donor_B_acceptor,aliphatic__aliphatic
DIGPHKFAUUKBTM-HITLURFISA-N,BVOOYRQORIXKPV-UHFFFAOYSA-N,C[C@H]1CC[C@H](O[C@@H]1[C@@H](C)C=O)[C@H](C)COC(=O)C2=CC=CC=C2,C1=CC(=C(C(=C1)F)CC=O)NO,CBZ3-R-0DCAA2BEDEBAE80A-BA,CBZ3-P-0DCAA2BEDEBAE80A,train,B_donor_A_acceptor,aliphatic__aliphatic
UMBSUSHCUZQBJG-UHFFFAOYSA-N,ZPMBOTLFRGDDPV-UHFFFAOYSA-N,CC(C)(C=O)C1=CC(=C2C(=C1)C=CNC2=O)F,CC1=NC2=C(N1CCNC(=O)OC(C)(C)C)C(=C3CC(CC3=C2)C=O)F,CBZ3-R-0BBDE6368D1364D7-AB,CBZ3-P-0BBDE6368D1364D7,train,A_donor_B_acceptor,aliphatic__aliphatic
OWBXOZHADHREPV-UHFFFAOYSA-N,CYJISELXMMZBFJ-MNOYMAJVSA-N,CS(=O)(=O)C1=C(C=CC(=C1)F)CC(C=O)Br,C[C@@H]1CC[C@@H]2[C@@H]1CC3(C4CC2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)C5=NOC(C5)C6=CC=CC=C6,CBZ3-R-84BD566A8E2B6F08-BA,CBZ3-P-84BD566A8E2B6F08,train,B_donor_A_acceptor,aliphatic__aliphatic
KPFRXAVPFFZNKX-UHFFFAOYSA-N,OBHRDPMWHKDMLT-UHFFFAOYSA-N,CCC(CC=O)C(C)(C)F,C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)OCC4=CC=C(C=C4)C(F)(F)F)C=O,CBZ3-R-E128F54B917DB7AF-AB,CBZ3-P-E128F54B917DB7AF,train,A_donor_B_acceptor,aliphatic__aliphatic
UWOSRKPTNNMWCJ-UHFFFAOYSA-N,HNGPFQVMEVFDMD-UHFFFAOYSA-N,CC(C)(C=O)N(C1=CC(=C(C=C1)C(=O)NC)F)C(=S)N(C)C2=CC(=C(C=C2)C#N)C(F)(F)F,CC1=CC=C(C=C1)C(C(C)(C=O)F)N2CCCCCC2,CBZ3-R-AEBBED79CDC9A573-BA,CBZ3-P-AEBBED79CDC9A573,train,B_donor_A_acceptor,aliphatic__aliphatic
BVOOYRQORIXKPV-UHFFFAOYSA-N,DIGPHKFAUUKBTM-HITLURFISA-N,C1=CC(=C(C(=C1)F)CC=O)NO,C[C@H]1CC[C@H](O[C@@H]1[C@@H](C)C=O)[C@H](C)COC(=O)C2=CC=CC=C2,CBZ3-R-0DCAA2BEDEBAE80A-AB,CBZ3-P-0DCAA2BEDEBAE80A,train,A_donor_B_acceptor,aliphatic__aliphatic
IWVGGGBHPAURJS-UHFFFAOYSA-N,JCGFGXFOKXUBQM-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(C)C(C=O)C1=C(NN=C1)C(F)(F)F,C(=O)C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)Cl,CBZ3-R-E7C20D2310689A24-AB,CBZ3-P-E7C20D2310689A24,train,A_donor_B_acceptor,aliphatic__aliphatic
LDWCQICTERDECK-UHFFFAOYSA-N,UPOKXCNSEQWADJ-VIFPVBQESA-N,CCC(C1=C(C(C2=CC=CC=C2O1)C=O)C3=CC(=CC=C3)F)NC4=NC=NC5=C4NC=N5,CCOC(=O)CC[C@@H](C=O)NC(=O)OC(C)(C)C,CBZ3-R-C39C80F76A2B5CE1-AB,CBZ3-P-C39C80F76A2B5CE1,train,A_donor_B_acceptor,aliphatic__aliphatic
UPOKXCNSEQWADJ-VIFPVBQESA-N,LDWCQICTERDECK-UHFFFAOYSA-N,CCOC(=O)CC[C@@H](C=O)NC(=O)OC(C)(C)C,CCC(C1=C(C(C2=CC=CC=C2O1)C=O)C3=CC(=CC=C3)F)NC4=NC=NC5=C4NC=N5,CBZ3-R-C39C80F76A2B5CE1-BA,CBZ3-P-C39C80F76A2B5CE1,train,B_donor_A_acceptor,aliphatic__aliphatic
UWAOHFMOWBQIJH-UHFFFAOYSA-N,CBBNTQXWPKSXCA-UHFFFAOYSA-N,C1CCC(C1)CCC=O,C1CCC(C1)(C=O)C2(C(O2)(C(=O)OC=O)N)N3CCN(CC3)C4=CC=C(C=C4)F,CBZ3-R-E70661A461946BEA-BA,CBZ3-P-E70661A461946BEA,train,B_donor_A_acceptor,aliphatic__aliphatic
GGCRJTPDIFHJAW-UHFFFAOYSA-N,HXAPFAARRTXJNQ-UHFFFAOYSA-N,CC(C)[Si](C(C)C)(C(C)C)OC1=C(N=CNC1=O)C(=O)NC(CC=O)C2=CC=C(C=C2)F,C1CCC(CC1)(CO)NC(=O)C2=C(C3=C(N=CC(=C3)C4=CC=C(C=C4)F)N(C2=O)CC=O)O,CBZ3-R-67C5B02CA40D8188-AB,CBZ3-P-67C5B02CA40D8188,train,A_donor_B_acceptor,aliphatic__aliphatic
HXAPFAARRTXJNQ-UHFFFAOYSA-N,GGCRJTPDIFHJAW-UHFFFAOYSA-N,C1CCC(CC1)(CO)NC(=O)C2=C(C3=C(N=CC(=C3)C4=CC=C(C=C4)F)N(C2=O)CC=O)O,CC(C)[Si](C(C)C)(C(C)C)OC1=C(N=CNC1=O)C(=O)NC(CC=O)C2=CC=C(C=C2)F,CBZ3-R-67C5B02CA40D8188-BA,CBZ3-P-67C5B02CA40D8188,train,B_donor_A_acceptor,aliphatic__aliphatic
XIQNYXOZZIHKMQ-UHFFFAOYSA-N,FWYUNCYTUQDVOK-UHFFFAOYSA-N,C1CC(CCC1NCC=O)(F)F,CCOC1=C(C(=C(C=C1)C(C)C=O)F)F,CBZ3-R-BB0C74FA3E880240-BA,CBZ3-P-BB0C74FA3E880240,train,B_donor_A_acceptor,aliphatic__aliphatic
DOLNHLRELIKJNX-KHUVANEUSA-N,XHMWXUMBZLLDJC-UHFFFAOYSA-N,CCCC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,CC1=CC(=C(C(=C1C)C(C)CC=O)Br)F,CBZ3-R-158AA13D80D79E1D-AB,CBZ3-P-158AA13D80D79E1D,train,A_donor_B_acceptor,aliphatic__aliphatic
HNSWQKJBIUPCNT-AZUAARDMSA-N,RIJFEOICYLBHNO-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C=O,C1COC2(O1)C3CC4CC2(CC4(C3)C=O)Br,CBZ3-R-6F7B0A55F0737E25-AB,CBZ3-P-6F7B0A55F0737E25,train,A_donor_B_acceptor,aliphatic__aliphatic
DWUMUIUDTJWVEG-DHMWGJHJSA-N,CXGZVPBBPFHINO-UHFFFAOYSA-N,COC1=CC=C(C=C1)[C@H]2[C@@H]3C[C@H]([C@@H]2C=O)C=C3,C1CCOC(C1)OCCCC(C=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,CBZ3-R-C51173F9BEA65B0C-BA,CBZ3-P-C51173F9BEA65B0C,train,B_donor_A_acceptor,aliphatic__aliphatic
PMEHXVIRZJZTOA-UHFFFAOYSA-N,SZEJJURKOHIFBI-ZXXMMSQZSA-N,COC(=O)C1=C(C=CC(=C1)C#CCC=O)F,C([C@H]([C@@H]([C@H]([C@@H](C=O)OS(=O)(=O)O)O)O)O)O,CBZ3-R-7F7983BF4468B657-AB,CBZ3-P-7F7983BF4468B657,train,A_donor_B_acceptor,aliphatic__aliphatic
