donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_reaction_id,source_pair_id,split,orientation,class_pair
SFOYFBWVCVYGDC-UHFFFAOYSA-N,LKNWBEJTASVZQD-UHFFFAOYSA-N,CC1=C(C=CC(=C1)F)N(CC=O)C(=O)CCl,CC(C)OC1=CC(=C(C=C1)S(=O)(=O)N2CCC(C2)C3=CN(C4=C3C=CC=N4)CC=O)F,CBZ3-R-4E8001E7881DE60D-BA,CBZ3-P-4E8001E7881DE60D,train,B_donor_A_acceptor,aliphatic__aliphatic
WXLOAFJTTRNQCD-SKNVOMKLSA-N,HQMCTLZEQZYKNK-UHFFFAOYSA-N,C(=O)[C@@H]([C@H]([C@@H]([C@H](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)O)O)O,C1=CC=C(C=C1)P(CCC=O)(C2=CC=CC=C2)(C3=CC=CC=C3)I,CBZ3-R-7F42DA787C0E782D-BA,CBZ3-P-7F42DA787C0E782D,train,B_donor_A_acceptor,aliphatic__aliphatic
NSBBIRUCLLBOMJ-UTWGAPDISA-N,OHWRFXMAKSGOGG-KDXUFGMBSA-N,C[C@@]/1(C/C(=C/2\[C@]3(CCN(C3=O)C/C=C1)C4=CC=CC=C4N2)/C(=O)OC)C=O,COC[C@H]([C@@H]([C@@H]([C@H](C=O)O)OC)OC)O,CBZ3-R-75A59C9B7C0F1ED5-AB,CBZ3-P-75A59C9B7C0F1ED5,train,A_donor_B_acceptor,aliphatic__aliphatic
KXZXMKJBJWVFRS-UHFFFAOYSA-N,JNILGZPEKBPEMU-UHFFFAOYSA-N,CN(CC=O)C(=O)CN(C(=O)OCC1=CC=CC=C1)C2(CC2)C(F)(F)F,CC(C)(C)OC(=O)C(CCCC=O)N1C(=O)C2=CC=CC=C2C1=O,CBZ3-R-7665B9B276407892-BA,CBZ3-P-7665B9B276407892,train,B_donor_A_acceptor,aliphatic__aliphatic
FYEUNHYDTXLVGK-UHFFFAOYSA-N,YGVQWHLDCDFGRO-XOKHGSTOSA-N,C1CN(C(=O)C2=C1C=C(C=C2)OCCC=O)CCCC3=CC=CC=C3,C[C@H]([C@H]1C[C@@H](OC(O1)(C)C)CC=O)OCC2=CC=C(C=C2)OC,CBZ3-R-4CAD5D05770C2455-AB,CBZ3-P-4CAD5D05770C2455,train,A_donor_B_acceptor,aliphatic__aliphatic
WODDDJXHBNPJMZ-UHFFFAOYSA-N,ZBYSVQDMUUYFPH-UHFFFAOYSA-N,CC1=CC=C(S1)C(C=O)(C2=CC=CC=C2)C3=CC=C(C=C3)OC,C1CCN(C(C1)C=O)S(=O)(=O)C2=C(C=C(C=C2)Br)F,CBZ3-R-C863D46AA0B4CF1B-AB,CBZ3-P-C863D46AA0B4CF1B,train,A_donor_B_acceptor,aliphatic__aliphatic
LKNWBEJTASVZQD-UHFFFAOYSA-N,SFOYFBWVCVYGDC-UHFFFAOYSA-N,CC(C)OC1=CC(=C(C=C1)S(=O)(=O)N2CCC(C2)C3=CN(C4=C3C=CC=N4)CC=O)F,CC1=C(C=CC(=C1)F)N(CC=O)C(=O)CCl,CBZ3-R-4E8001E7881DE60D-AB,CBZ3-P-4E8001E7881DE60D,train,A_donor_B_acceptor,aliphatic__aliphatic
AKOYQDVXNDGWAA-UHFFFAOYSA-N,LKORGLSTORYQOS-UHFFFAOYSA-N,CC1=C(C(C2=CC=CC=C2O1)C=O)C3=CC=CC=C3F,CSCCC(C(=O)NC(CCCCN)C=O)N,CBZ3-R-B85624F57F31C28F-AB,CBZ3-P-B85624F57F31C28F,train,A_donor_B_acceptor,aliphatic__aliphatic
LAZPKLPNDXOXOI-UHFFFAOYSA-N,UMRGHUPFDDVAOR-UHFFFAOYSA-N,C=CC1=CC2=C(C=C1)C(C(CC2)C(=O)C3=NOC(=C3C(F)(F)F)C4=CC=CC=C4)C=O,CC(=O)NC(C=O)(C1=CC=C(C=C1)F)C2=CC=NC=C2,CBZ3-R-E6719A1CE9ADE3CE-AB,CBZ3-P-E6719A1CE9ADE3CE,train,A_donor_B_acceptor,aliphatic__aliphatic
HNGPFQVMEVFDMD-UHFFFAOYSA-N,UWOSRKPTNNMWCJ-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C(C)(C=O)F)N2CCCCCC2,CC(C)(C=O)N(C1=CC(=C(C=C1)C(=O)NC)F)C(=S)N(C)C2=CC(=C(C=C2)C#N)C(F)(F)F,CBZ3-R-AEBBED79CDC9A573-AB,CBZ3-P-AEBBED79CDC9A573,train,A_donor_B_acceptor,aliphatic__aliphatic
OBHRDPMWHKDMLT-UHFFFAOYSA-N,KPFRXAVPFFZNKX-UHFFFAOYSA-N,C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)OCC4=CC=C(C=C4)C(F)(F)F)C=O,CCC(CC=O)C(C)(C)F,CBZ3-R-E128F54B917DB7AF-BA,CBZ3-P-E128F54B917DB7AF,train,B_donor_A_acceptor,aliphatic__aliphatic
YGVQWHLDCDFGRO-XOKHGSTOSA-N,FYEUNHYDTXLVGK-UHFFFAOYSA-N,C[C@H]([C@H]1C[C@@H](OC(O1)(C)C)CC=O)OCC2=CC=C(C=C2)OC,C1CN(C(=O)C2=C1C=C(C=C2)OCCC=O)CCCC3=CC=CC=C3,CBZ3-R-4CAD5D05770C2455-BA,CBZ3-P-4CAD5D05770C2455,train,B_donor_A_acceptor,aliphatic__aliphatic
DIFSZOWFDXOZBK-UHFFFAOYSA-N,PHZIFGWWWKPJTH-SFYZADRCSA-N,CC(CC=O)C1=C(C(=C(C=C1)OC)S(=O)(=O)C)F,CC1=CC=C(O1)[C@H](C)[C@H](C=O)Cl,CBZ3-R-01A13ADE74313282-AB,CBZ3-P-01A13ADE74313282,train,A_donor_B_acceptor,aliphatic__aliphatic
CYJISELXMMZBFJ-MNOYMAJVSA-N,OWBXOZHADHREPV-UHFFFAOYSA-N,C[C@@H]1CC[C@@H]2[C@@H]1CC3(C4CC2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)C5=NOC(C5)C6=CC=CC=C6,CS(=O)(=O)C1=C(C=CC(=C1)F)CC(C=O)Br,CBZ3-R-84BD566A8E2B6F08-AB,CBZ3-P-84BD566A8E2B6F08,train,A_donor_B_acceptor,aliphatic__aliphatic
HMIVPVIBNXQVKN-UHFFFAOYSA-N,DPPIGPHQKASUHA-UHFFFAOYSA-N,CN1C(=NN=C1C2CCC(CC2)C3(CO3)C=O)COC4=NC=CC(=C4)C(F)(F)F,COC1=CC(=C(C=C1)CCC=O)O,CBZ3-R-92A4D6F773ACC9AF-BA,CBZ3-P-92A4D6F773ACC9AF,train,B_donor_A_acceptor,aliphatic__aliphatic
QONHCVVZAARGIY-UHFFFAOYSA-N,OUNYPUTWNCVBIW-UHFFFAOYSA-N,CCC(=C)CN(CC=O)C1=CC=C(C=C1)F,COCCCN1C2=C(N=CC=C2)N=C1CN3C(N(C4=C3C=C(C=C4)F)C5CC5)C=O,CBZ3-R-B091A50EEBDE66A5-BA,CBZ3-P-B091A50EEBDE66A5,train,B_donor_A_acceptor,aliphatic__aliphatic
LYVHDAWORPPDCY-UHFFFAOYSA-N,CGKBRWWENDVGHC-UHFFFAOYSA-N,C1CC(CN(C1)CC2=CC(=C(C=C2)[N+](=O)[O-])F)C=O,C1=CC=C2C(=C1)C(C(=C(O2)CCBr)C3=CC(=CC=C3)F)C=O,CBZ3-R-6081FF92081AACB9-BA,CBZ3-P-6081FF92081AACB9,train,B_donor_A_acceptor,aliphatic__aliphatic
CGKBRWWENDVGHC-UHFFFAOYSA-N,LYVHDAWORPPDCY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(C(=C(O2)CCBr)C3=CC(=CC=C3)F)C=O,C1CC(CN(C1)CC2=CC(=C(C=C2)[N+](=O)[O-])F)C=O,CBZ3-R-6081FF92081AACB9-AB,CBZ3-P-6081FF92081AACB9,train,A_donor_B_acceptor,aliphatic__aliphatic
VWUFMRRMDZXQIU-UHFFFAOYSA-N,MOOHFPHLDULDNA-UHFFFAOYSA-N,CC1=CC2=C(C=C1F)C(NCC2)C=O,CN(CC1=C(C=CC(=C1)F)F)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCC(CC3)C=O,CBZ3-R-120C89893C56CD9D-BA,CBZ3-P-120C89893C56CD9D,train,B_donor_A_acceptor,aliphatic__aliphatic
ACALSWRHTCVTTN-GMAHTHKFSA-N,GTXQCQYMTNKKLA-NXHRZFHOSA-N,CCCCCCCCCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C=O,C1C[C@@]2(C=C[C@H]1C[C@H]2CC=O)COCC3=CC=CC=C3,CBZ3-R-50C4BB45E337428D-AB,CBZ3-P-50C4BB45E337428D,train,A_donor_B_acceptor,aliphatic__aliphatic
XKPBTKRFIQAZDM-UHFFFAOYSA-N,PFWLTWQZNGVDPE-UHFFFAOYSA-N,CC(C)C(CCCN(C)C(C)C1=CC(=CC=C1)C(F)(F)F)(C=O)C2=CC(=CC(=C2)OC)OC,CN(CCC=O)C(=O)OC1=NC=CC(=C1F)Cl,CBZ3-R-E4248F03BC054571-BA,CBZ3-P-E4248F03BC054571,train,B_donor_A_acceptor,aliphatic__aliphatic
MOOHFPHLDULDNA-UHFFFAOYSA-N,VWUFMRRMDZXQIU-UHFFFAOYSA-N,CN(CC1=C(C=CC(=C1)F)F)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCC(CC3)C=O,CC1=CC2=C(C=C1F)C(NCC2)C=O,CBZ3-R-120C89893C56CD9D-AB,CBZ3-P-120C89893C56CD9D,train,A_donor_B_acceptor,aliphatic__aliphatic
JJHPSWMNGZIALU-UHFFFAOYSA-N,PPDMWJVLWRWYEA-MRVPVSSYSA-N,CC1C(NN=C(O1)C2=CC=C(C=C2)OC(F)(F)F)C=O,C1[C@@H](N(C(=O)C1(F)F)CCCC2=CC=C(S2)C(=O)O)C=O,CBZ3-R-4F1E44E8EE5C07F5-AB,CBZ3-P-4F1E44E8EE5C07F5,train,A_donor_B_acceptor,aliphatic__aliphatic
WFTFSGFLYZTCCC-UHFFFAOYSA-N,AYZKMGYYGJQKCF-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C2C(=CC=CN2)C3=CC4CN(C(N4C=C3)C=O)C)F,CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)COC3=CC(=C(C=C3)C4=NC(ON4)C=O)Cl,CBZ3-R-C5B8CC8230B69E9A-BA,CBZ3-P-C5B8CC8230B69E9A,train,B_donor_A_acceptor,aliphatic__aliphatic
DPSZQTKZSQZLJU-USZNOCQGSA-N,AGWCNPOCGAWXOK-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)[C@H]([C@H]([C@@H]([C@H](C=O)OC(=N)C(Cl)(Cl)Cl)O)O)O,COCC(C=O)C1=NC(=CC=C1)C(F)(F)F,CBZ3-R-131545C1F3AB8304-BA,CBZ3-P-131545C1F3AB8304,train,B_donor_A_acceptor,aliphatic__aliphatic
IPDXQXSASYXHGO-UHFFFAOYSA-N,VHVZIZXQPONWAD-SSZFMOIBSA-N,CCCC1=CC(=C(C=C1)OC)C(C=O)(F)F,CCN(CC)C(=O)/C(=C\C1=CC(=C(C=C1)OCC2=C(C=CC=C2F)F)CC=O)/C,CBZ3-R-B624FE8191D2B37E-AB,CBZ3-P-B624FE8191D2B37E,train,A_donor_B_acceptor,aliphatic__aliphatic
XGSOBAJSCQVBHZ-JSGCOSHPSA-N,XESFTXUTNCHLFL-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C=O)OC2=CC(=CC(=C2)F)F,C1=CC(=CC(=C1)F)C2=NN=C(O2)SCC=O,CBZ3-R-2507CECBB69DBBB0-BA,CBZ3-P-2507CECBB69DBBB0,train,B_donor_A_acceptor,aliphatic__aliphatic
XESFTXUTNCHLFL-UHFFFAOYSA-N,XGSOBAJSCQVBHZ-JSGCOSHPSA-N,C1=CC(=CC(=C1)F)C2=NN=C(O2)SCC=O,CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C=O)OC2=CC(=CC(=C2)F)F,CBZ3-R-2507CECBB69DBBB0-AB,CBZ3-P-2507CECBB69DBBB0,train,A_donor_B_acceptor,aliphatic__aliphatic
IMCIXRFCWGQHGM-VOTSOKGWSA-N,SQHMUGVSPJTMGZ-UHFFFAOYSA-N,C1=CC(=C(C(=C1)C(F)F)/C=C/C(=O)O)CCC=O,C1CCC(C1)OC(C=O)OC2=C(C=C(C(=C2)N3C(=O)C4=C(C3=O)CCCC4)F)Cl,CBZ3-R-E81F9807F739D6A3-AB,CBZ3-P-E81F9807F739D6A3,train,A_donor_B_acceptor,aliphatic__aliphatic
BNUVALLTKWQIOL-UHFFFAOYSA-N,ROKKCSJHRSRTHR-INIZCTEOSA-N,CC(C)(C)OC(=O)N1C(CCC1C=O)CCF,CC1=C(C(=CC(=C1OC)O)C[C@@H](C=O)NC(=O)OCC2=CC=CC=C2)OC,CBZ3-R-F29F45B56F7C271D-AB,CBZ3-P-F29F45B56F7C271D,train,A_donor_B_acceptor,aliphatic__aliphatic
YIIMVLONRTXFPF-SLQPCKNISA-N,QQNHIFLMLGAXSF-UHFFFAOYSA-N,CC1=CC2=C(C=C1[C@@]34CN(C[C@@H]3[C@H]4C=O)CC5=CC=CC=C5)C=NN2C6=CC=C(C=C6)F,CC(C(C=O)C1=CC(=CC=C1)F)(F)F,CBZ3-R-741B22A51EDB6A00-BA,CBZ3-P-741B22A51EDB6A00,train,B_donor_A_acceptor,aliphatic__aliphatic
VHVZIZXQPONWAD-SSZFMOIBSA-N,IPDXQXSASYXHGO-UHFFFAOYSA-N,CCN(CC)C(=O)/C(=C\C1=CC(=C(C=C1)OCC2=C(C=CC=C2F)F)CC=O)/C,CCCC1=CC(=C(C=C1)OC)C(C=O)(F)F,CBZ3-R-B624FE8191D2B37E-BA,CBZ3-P-B624FE8191D2B37E,train,B_donor_A_acceptor,aliphatic__aliphatic
XDRYDOZPCGGPBR-QXXBNALYSA-N,DPHYUCRDVAZZOE-ICDJNDDTSA-N,C1CC1CC[C@H](CCC(F)(F)F)N2CCC(CC2C3=CC=C(C=C3)C(F)(F)F)C(CO)C=O,C/C=C/C=C/C=C/CCCCC=O,CBZ3-R-D45A02C8CF2484C1-BA,CBZ3-P-D45A02C8CF2484C1,train,B_donor_A_acceptor,aliphatic__aliphatic
LURAMQWEUZQWCD-UHFFFAOYSA-N,DHRMTCGBBJWXGD-QHCPKHFHSA-N,CCC(CC)(C=O)C(=O)OCC,CC1=C(NC2=CC=CC=C12)[C@@](C=O)(C3=CC=C(C=C3)O)C4=CC(=C(C=C4)F)F,CBZ3-R-517E2A1563823EA2-BA,CBZ3-P-517E2A1563823EA2,train,B_donor_A_acceptor,aliphatic__aliphatic
LTQSPWYUOUQQBS-UHFFFAOYSA-N,HTQVEMURKLNHPJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)OCC(C=O)OC(=O)C2=CC=CC=C2,CC1=CC(=CC=C1)CC(C)(C=O)C2=CC=CC=C2F,CBZ3-R-814302BE5F64DEB3-BA,CBZ3-P-814302BE5F64DEB3,train,B_donor_A_acceptor,aliphatic__aliphatic
CYVKOCKVEPINAI-UHFFFAOYSA-N,NZLVLVDRAHANRT-FKEBYFGASA-N,CC1=CC(=NC(=N1)NC2=C(C(=C(C=C2)OC)N3C=C4CN(CCC4=N3)CC=O)F)NC,CC(C)(C)C[C@H]1[C@]([C@H]([C@@H](N1)C=O)C2=CC(=CC=C2)Cl)(C#N)C3=C(C=C(C=C3)Cl)F,CBZ3-R-5FBAB631C2E83EF1-AB,CBZ3-P-5FBAB631C2E83EF1,train,A_donor_B_acceptor,aliphatic__aliphatic
GMKIMFLTIYFTLF-UHFFFAOYSA-N,KZYCXTNUSKEVFE-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)O)CC=O,C1=CC2=C(C(=C1C3=CC(=CC(=C3)CC=O)F)C=NO)C(=C(C(=O)N2)F)C(F)(F)F,CBZ3-R-337E727C23599EB8-AB,CBZ3-P-337E727C23599EB8,train,A_donor_B_acceptor,aliphatic__aliphatic
RDKOCJGOPRZBLY-UHFFFAOYSA-N,SDPFQTFVAMZEIB-UHFFFAOYSA-N,CC(C)(C)OC(=O)CC(C)(C=O)C1=CC(=CC(=C1)F)F,C1C(CC1OC2=NC3=C(C(=C(C=C3N2)F)C4=CC=C(C=C4)C5=CC=CC=C5)F)C=O,CBZ3-R-D20EACE3A40EF4CB-AB,CBZ3-P-D20EACE3A40EF4CB,train,A_donor_B_acceptor,aliphatic__aliphatic
VDRCYOOQHVDCBT-UHFFFAOYSA-N,VKISBDCRJLMINS-UHFFFAOYSA-N,CCOC(=O)C1=CC2=C(C=C1)N(N=C2)CCC=O,C1=CC(=CC(=C1)F)C2C(C2(C=O)C#N)S(=O)(=O)C3=CC=C(C=C3)Cl,CBZ3-R-B29CB70998B96F44-AB,CBZ3-P-B29CB70998B96F44,train,A_donor_B_acceptor,aliphatic__aliphatic
VKISBDCRJLMINS-UHFFFAOYSA-N,VDRCYOOQHVDCBT-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)C2C(C2(C=O)C#N)S(=O)(=O)C3=CC=C(C=C3)Cl,CCOC(=O)C1=CC2=C(C=C1)N(N=C2)CCC=O,CBZ3-R-B29CB70998B96F44-BA,CBZ3-P-B29CB70998B96F44,train,B_donor_A_acceptor,aliphatic__aliphatic
ZZRVUPRYXRUEGK-UHFFFAOYSA-N,JYQKGDRMMKVQAP-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C=O)(C1CC1)C2=C(C=CC(=C2)Br)F,C(CCC=O)CCC(F)(F)F,CBZ3-R-6A17895CFBB5DC8E-BA,CBZ3-P-6A17895CFBB5DC8E,train,B_donor_A_acceptor,aliphatic__aliphatic
DHRMTCGBBJWXGD-QHCPKHFHSA-N,LURAMQWEUZQWCD-UHFFFAOYSA-N,CC1=C(NC2=CC=CC=C12)[C@@](C=O)(C3=CC=C(C=C3)O)C4=CC(=C(C=C4)F)F,CCC(CC)(C=O)C(=O)OCC,CBZ3-R-517E2A1563823EA2-AB,CBZ3-P-517E2A1563823EA2,train,A_donor_B_acceptor,aliphatic__aliphatic
OIKYNOWCZKCNIX-NGJRWZKOSA-N,UCOIUNVDBJXYKS-UHFFFAOYSA-N,C[C@](C=O)([C@](C)([C@@H]([C@@H](CO)O)O)O)O,COC1=CC2=C(C=C1)C3(CCCC3)C(C2=O)CC=O,CBZ3-R-BCE7D7C6602B0722-AB,CBZ3-P-BCE7D7C6602B0722,train,A_donor_B_acceptor,aliphatic__aliphatic
ZKDZPGWKPHOQPJ-LJQANCHMSA-N,LMHKDVPFDHNVFB-FNCVBFRFSA-N,C[C@@H](CCO[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C(C)(C)C)CC=O,COC[C@H]([C@H]([C@@H]([C@@H](C=O)OC)O)OC)O,CBZ3-R-E0F9452C6F0AB5DE-BA,CBZ3-P-E0F9452C6F0AB5DE,train,B_donor_A_acceptor,aliphatic__aliphatic
YASRGDWUCKWNGG-UHFFFAOYSA-N,NHXPLXSGVMPCSA-UHFFFAOYSA-N,CN1CCC(C(C1C2=CC=C(C=C2)F)C=O)(C3=CC=C(C=C3)F)O,CC(CC(=O)N(CC1=CC=CC=C1)CC2=CC=CC=C2)C=O,CBZ3-R-9DF041E49E3742BB-BA,CBZ3-P-9DF041E49E3742BB,train,B_donor_A_acceptor,aliphatic__aliphatic
FOHUADLQAUEULU-UHFFFAOYSA-N,BCANUVDATRDSNB-UHFFFAOYSA-N,CC(C)(C)[Si](C)(C)OCCC(C=O)C(C[N+](=O)[O-])C1=C(C(=CC=C1)F)O,C1=CC=C2C(=C1)C=CC(C2(C=O)O)O,CBZ3-R-F954E0F08FDDF215-BA,CBZ3-P-F954E0F08FDDF215,train,B_donor_A_acceptor,aliphatic__aliphatic
IPKSOGRIMJTYKC-LBPRGKRZSA-N,XBZFOSGJFVROJV-UHFFFAOYSA-N,CC(C)(C=O)[C@H](CCC1=CC=CC=C1)O,COC(=O)C(CC=C=C)(CC=O)C(=O)OC,CBZ3-R-ACF7DD6DDCA9E55A-AB,CBZ3-P-ACF7DD6DDCA9E55A,train,A_donor_B_acceptor,aliphatic__aliphatic
KZYCXTNUSKEVFE-UHFFFAOYSA-N,GMKIMFLTIYFTLF-UHFFFAOYSA-N,C1=CC2=C(C(=C1C3=CC(=CC(=C3)CC=O)F)C=NO)C(=C(C(=O)N2)F)C(F)(F)F,COC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)O)CC=O,CBZ3-R-337E727C23599EB8-BA,CBZ3-P-337E727C23599EB8,train,B_donor_A_acceptor,aliphatic__aliphatic
QQPPZDFVPKSETR-WNXMRAAYSA-N,UUXFCTBPGRICST-UHFFFAOYSA-N,C=C/C(=C\C(=C\Cl)\F)/OCC=O,C1CC1C(C=O)OC2=CC=C(C=C2)CC=NOCC3=CSC(=N3)C(F)(F)F,CBZ3-R-24BE72E8DAA937EE-AB,CBZ3-P-24BE72E8DAA937EE,train,A_donor_B_acceptor,aliphatic__aliphatic
DUXJCZWPOQDVOS-UHFFFAOYSA-N,HSZXXMSUZKVEFS-UHFFFAOYSA-N,C1CC(CN(C1)S(=O)(=O)C2=CC=CC=C2F)C=O,C[Si](C)(CC(=C)CCC=O)C1=CC=CC=C1,CBZ3-R-2DCDCF3B67E8BB5B-AB,CBZ3-P-2DCDCF3B67E8BB5B,train,A_donor_B_acceptor,aliphatic__aliphatic
LMHKDVPFDHNVFB-FNCVBFRFSA-N,ZKDZPGWKPHOQPJ-LJQANCHMSA-N,COC[C@H]([C@H]([C@@H]([C@@H](C=O)OC)O)OC)O,C[C@@H](CCO[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C(C)(C)C)CC=O,CBZ3-R-E0F9452C6F0AB5DE-AB,CBZ3-P-E0F9452C6F0AB5DE,train,A_donor_B_acceptor,aliphatic__aliphatic
CDYASQVVGJAAIH-UHFFFAOYSA-N,JAAFXLIBVGYSRZ-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCC(C=O)F,CC1=CC=C(C=C1)C2=NN(C(=O)C(C2)(CNCC(C(C)C)O)C=O)C3=CC(=CC=C3)F,CBZ3-R-E33CA4B3D03B8120-AB,CBZ3-P-E33CA4B3D03B8120,train,A_donor_B_acceptor,aliphatic__aliphatic
LCHKQDOSWZOLPJ-MDWZMJQESA-N,MJCILODXVMAQAD-PJNDWRKASA-N,C1=CC=C2C(=C1)NC(=N2)/N=C/CCCC=O,C/1C#C[C@@H](C(=C/C=C1/F)C(=O)O)C=O,CBZ3-R-E02C1D4244043503-AB,CBZ3-P-E02C1D4244043503,train,A_donor_B_acceptor,aliphatic__aliphatic
HSZXXMSUZKVEFS-UHFFFAOYSA-N,DUXJCZWPOQDVOS-UHFFFAOYSA-N,C[Si](C)(CC(=C)CCC=O)C1=CC=CC=C1,C1CC(CN(C1)S(=O)(=O)C2=CC=CC=C2F)C=O,CBZ3-R-2DCDCF3B67E8BB5B-BA,CBZ3-P-2DCDCF3B67E8BB5B,train,B_donor_A_acceptor,aliphatic__aliphatic
