donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,stratum
BKVKFFINIXHUHI-UHFFFAOYSA-N,JADLEMMVUDFWNU-UHFFFAOYSA-N,CC(CCCC=O)O[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C(C)(C)C,CC1=CC=C(C=C1)S(=O)C(CC2=CC=CC=C2)(C=O)Cl,CBZ3-P-49524B5D5CC620A7,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OYUOPKHJYOVCHI-UHFFFAOYSA-N,WDACUNFSVMXBFA-UHFFFAOYSA-N,CCOC(=O)C(C=O)C1CC1,C1=CC(=C(C=C1N2C(ON=C2C3=NON=C3[N+](=O)[O-])C=O)Cl)F,CBZ3-P-ECD3AB3B39D95058,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WDACUNFSVMXBFA-UHFFFAOYSA-N,OYUOPKHJYOVCHI-UHFFFAOYSA-N,C1=CC(=C(C=C1N2C(ON=C2C3=NON=C3[N+](=O)[O-])C=O)Cl)F,CCOC(=O)C(C=O)C1CC1,CBZ3-P-ECD3AB3B39D95058,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AAHIKFYUQNIAQJ-UHFFFAOYSA-N,IKHXXTFAHYTFHY-UHFFFAOYSA-N,COC1=CC=CC=C1N2C(=CN3C2=NC4=C3C(=O)NC(=O)N4C(C=O)OC)C5=CC=C(C=C5)F,CC(C)(C)C1=CC=C(C=C1)CC(=O)N2CCC(CC2)N3C(NC4=CC=CC(=C43)C(F)(F)F)C=O,CBZ3-P-7D96540C687676F8,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
IKHXXTFAHYTFHY-UHFFFAOYSA-N,AAHIKFYUQNIAQJ-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)CC(=O)N2CCC(CC2)N3C(NC4=CC=CC(=C43)C(F)(F)F)C=O,COC1=CC=CC=C1N2C(=CN3C2=NC4=C3C(=O)NC(=O)N4C(C=O)OC)C5=CC=C(C=C5)F,CBZ3-P-7D96540C687676F8,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
KCZQFAHPYDRPLK-UHFFFAOYSA-N,RBBSMFSKEWDJGX-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(F)(F)F)C(CC=O)N2C=NC=N2,CC(C1=NC2=C(N1)C=C3CC(CC3=C2F)C=O)NC(=O)OC(C)(C)C,CBZ3-P-832D356552CB8D3C,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PKSYXBDGTQKVOI-UHFFFAOYSA-N,LROMTUNRKRKTMS-PVCZSOGJSA-N,CN(C)C1=NC=CN=C1N2CCN(C(C2)C=O)C3=CC4=C(N3)C=CC(=C4)F,COC(=O)C[C@@H]1CCN(C1)C(=O)C(C=O)C2=CC3=C(C=C2)C(=CC(=O)O3)C4=C(C=C(C=C4)F)Cl,CBZ3-P-27F880632213253D,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CEJJXUUXLFYBAR-UHFFFAOYSA-N,PONWVFADXSSWLK-UHFFFAOYSA-N,C1CC2C(C(C1O2)CC3=CC(=CC=C3)CC(=O)O)C=O,C1CC(CCC1CCCC=O)C2=CC=C(C=C2)C#N,CBZ3-P-858711B69FC60A90,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PONWVFADXSSWLK-UHFFFAOYSA-N,CEJJXUUXLFYBAR-UHFFFAOYSA-N,C1CC(CCC1CCCC=O)C2=CC=C(C=C2)C#N,C1CC2C(C(C1O2)CC3=CC(=CC=C3)CC(=O)O)C=O,CBZ3-P-858711B69FC60A90,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FEJQRDZKTSYYNZ-GHMZBOCLSA-N,UDQJCHBUHFROLD-UHFFFAOYSA-N,CCC(CC)O[C@H](C=O)[C@@H](C[N+](=O)[O-])NC(=O)C,CC(C)(C)OC(=O)NCC(C)(C=O)C1=CC(=CC=C1)F,CBZ3-P-54882EF5F0D3F66A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
UDQJCHBUHFROLD-UHFFFAOYSA-N,FEJQRDZKTSYYNZ-GHMZBOCLSA-N,CC(C)(C)OC(=O)NCC(C)(C=O)C1=CC(=CC=C1)F,CCC(CC)O[C@H](C=O)[C@@H](C[N+](=O)[O-])NC(=O)C,CBZ3-P-54882EF5F0D3F66A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
XHHOUSUQRUUOBS-CYBMUJFWSA-N,AVYZVJKVPMFRLN-VXLYETTFSA-N,CC(C)(C)OC(=O)N[C@H](CC=O)C1=C(C=C(C=C1)OC)F,CN(/C(=C\N)/SN1CCC2=CC3=C(CC2(C1)C=O)C=NN3C4=CC=C(C=C4)F)N,CBZ3-P-0BFD2F69DADBE98E,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
YYWLEUZAMQWYRU-VKOGCVSHSA-N,BUWZFPXRMPODMO-UHFFFAOYSA-N,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@@H](CC2=CN=CN2)C=O)NC(=O)[C@H](CO)NC(=O)C,C1=CN=NC(=C1C(F)(F)F)C(C=O)(Br)Br,CBZ3-P-A80A0A6086FA6216,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ANESVLVAPNIUQJ-CYBMUJFWSA-N,DCAQPSNEMNQSIX-VIFPVBQESA-N,CCC[C@H](CC=O)OCC1=CC=CC=C1,C1[C@@H](N(C(=O)O1)C2=CC(=C(C=C2)C#N)C(F)(F)F)C=O,CBZ3-P-E21A0F795778EC07,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
DCAQPSNEMNQSIX-VIFPVBQESA-N,ANESVLVAPNIUQJ-CYBMUJFWSA-N,C1[C@@H](N(C(=O)O1)C2=CC(=C(C=C2)C#N)C(F)(F)F)C=O,CCC[C@H](CC=O)OCC1=CC=CC=C1,CBZ3-P-E21A0F795778EC07,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CNTWCASMFCWLRE-UHFFFAOYSA-N,DDMIFUPMZSBMQY-UHFFFAOYSA-N,CC(CC=O)C1=CC(=C(C=C1)F)C2=CC=CC=C2,C1C2CC3CC(C2)(CC1C3(CC=O)O)C(CC4C5=C(C=CC=C5F)C6=CN=CN46)O,CBZ3-P-C0F44979E8643EE4,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
HHQIYRXCDLOJOU-HNNXBMFYSA-N,APDWRWPUDNCQRP-SMEJFCCLSA-N,C1[C@@](C1(C2=CC=CC=C2)C3=CC=CC=C3)(C=O)F,CCC[C@@]1(C[C@@H](C(N1)C2=CC(=C(C=C2)Cl)Cl)F)C=O,CBZ3-P-AECB8E83229160BA,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
BUEZEAXRTZJLMS-UHFFFAOYSA-N,TYQBHLGRGWFOGR-MTAWZVGPSA-N,C1=CC(=C(C=C1C(F)(F)F)C#N)C=CCC=O,CCC/C(=C(/C)\C(CC)OC1=CC2=C(C=C1)N(C=C2)CC=O)/N=C(C)C3=CC=C(C=C3)C(C)(F)F,CBZ3-P-DC4317BED5BD7998,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
BNSKDECWEWFCNW-UHFFFAOYSA-N,TXKNAVDSBRAWBD-UHFFFAOYSA-N,C1CN(CCN1CCCCCC=O)C(=O)OCC2=CC=CC=C2OC(F)(F)F,CC(=O)OC1(C2=CC=CC=C2N(C1=O)C)C=O,CBZ3-P-BB91AC93E1E8E5A4,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WAGILBAPOVJLDQ-UHFFFAOYSA-N,LQIBHGXAKFRBSM-UHFFFAOYSA-N,C1CNCC(C1C=O)C(C2=CC=CC=C2F)(F)F,C1CN(CCN1CC(C=O)C2=CC=C(C=C2)F)C3=CC=CC(=C3)C(F)(F)F,CBZ3-P-FE9052140507067E,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
WYXHNCSPSKLBBW-UHFFFAOYSA-N,YASSNEIEYOCMSZ-UHFFFAOYSA-N,C[Si](C)(C)CCOCN1C2=C(C=C(C=C2)C(F)(F)F)N=C1CC3CC(C3)C=O,CCOCC(C=O)C1=CC=C(C=C1)OC(C2=CC=C(C=C2)C(F)(F)F)(F)F,CBZ3-P-FC7D98C93ABDD938,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
FTXFVXMWIDZXNV-VIFPVBQESA-N,RIQWZMCZPIPARS-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(F)(F)F)[C@H](CC=O)N,C1CC1C(CC=O)OC2=CC=C(C=C2)C(F)(F)F,CBZ3-P-FAEDFDE7298A21EA,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
RIQWZMCZPIPARS-UHFFFAOYSA-N,FTXFVXMWIDZXNV-VIFPVBQESA-N,C1CC1C(CC=O)OC2=CC=C(C=C2)C(F)(F)F,C1=CC(=CC(=C1)C(F)(F)F)[C@H](CC=O)N,CBZ3-P-FAEDFDE7298A21EA,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
NJWWIJUDGGNBIN-UHFFFAOYSA-N,STLWZMUVFHUENU-UHFFFAOYSA-N,CC1=C(C(=C(C=C1)C(C)(C)F)OC)C(C)CC=O,CC(C)(CCC1=CC=C(C=C1)OC)C=O,CBZ3-P-4F2393981174789C,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
STLWZMUVFHUENU-UHFFFAOYSA-N,NJWWIJUDGGNBIN-UHFFFAOYSA-N,CC(C)(CCC1=CC=C(C=C1)OC)C=O,CC1=C(C(=C(C=C1)C(C)(C)F)OC)C(C)CC=O,CBZ3-P-4F2393981174789C,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
KFXJMCXUMDOSFK-IUCAKERBSA-N,IZXLZVMEFBAAGZ-QWHCGFSZSA-N,CC(C)[C@@H]1C[C@H](CCO1)C=O,C1C[C@H](N(C1)C(=O)[C@@H](CC2=CC=CC=C2)N)C=O,CBZ3-P-75F71334BE8D17A9,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
NGWHIWGPTXHHFA-UHFFFAOYSA-N,NJFZYHGDIDVZOL-UHFFFAOYSA-N,C1=CC(=CC=C1C2=NC(=CO2)CC=O)C(F)(F)F,C1C2=C(C(N1CC3=CC=C(C=C3)OC(F)(F)F)C=O)C(=CC=C2)I,CBZ3-P-934E25C027AD0DED,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
MVXIFAGPULWNDL-UHFFFAOYSA-N,ZETOSWREBWGSHW-UHFFFAOYSA-N,CC(CC1=CC=C(C=C1)N(C)C)(C=O)C2=CC=C(C=C2)F,CC1=CC=C(C=C1)S(=O)(=O)OCC(C)(C)C=O,CBZ3-P-E291F70A1B8FE032,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
HRBVTEBOICBVCZ-UHFFFAOYSA-N,PSZUAGAISUZWSU-ZBFHGGJFSA-N,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OCC3=CC(=C(C=C3)C(C=O)(F)F)Br,CC1(O[C@@H]([C@@H](O1)C(=C)C2=CC3=C(C=C2)OCO3)CCC=O)C,CBZ3-P-A910CC2CDA433CF2,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PSZUAGAISUZWSU-ZBFHGGJFSA-N,HRBVTEBOICBVCZ-UHFFFAOYSA-N,CC1(O[C@@H]([C@@H](O1)C(=C)C2=CC3=C(C=C2)OCO3)CCC=O)C,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OCC3=CC(=C(C=C3)C(C=O)(F)F)Br,CBZ3-P-A910CC2CDA433CF2,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ONECNCCTCWODMV-UHFFFAOYSA-N,ARKSWBOZHRUHEY-NFJWQWPMSA-N,C1N(C=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)O)C(C=O)C3=CC=CC=C3,C[C@H](CCCOC1CCCCO1)C=O,CBZ3-P-1F5C6846617665F4,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
IDQWGCLDHGYJKZ-LBPRGKRZSA-N,QDKIUVJBHQNZQS-UHFFFAOYSA-N,CC(C)(C)OC(=O)N[C@@H](CC1=CC(=CC=C1)C(F)(F)F)C=O,C=CCC1=CC=C(C=C1)C(C=O)C(F)(F)F,CBZ3-P-0EFBA66384FA9463,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
QDKIUVJBHQNZQS-UHFFFAOYSA-N,IDQWGCLDHGYJKZ-LBPRGKRZSA-N,C=CCC1=CC=C(C=C1)C(C=O)C(F)(F)F,CC(C)(C)OC(=O)N[C@@H](CC1=CC(=CC=C1)C(F)(F)F)C=O,CBZ3-P-0EFBA66384FA9463,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DHFKBQNLCNKAIE-UHFFFAOYSA-N,VMGPHBQRBWWMJF-BHGTWAMESA-N,C1=CC(=C(C(=C1)C2=CC=NC=C2)F)CC=O,C1CN([C@H](C2=CC=CC=C21)C3=CC=C(C=C3)F)C4C[C@H](OC[C@@]4(CO)[N+](=O)[O-])C=O,CBZ3-P-144480F5F5E7FFC5,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VMGPHBQRBWWMJF-BHGTWAMESA-N,DHFKBQNLCNKAIE-UHFFFAOYSA-N,C1CN([C@H](C2=CC=CC=C21)C3=CC=C(C=C3)F)C4C[C@H](OC[C@@]4(CO)[N+](=O)[O-])C=O,C1=CC(=C(C(=C1)C2=CC=NC=C2)F)CC=O,CBZ3-P-144480F5F5E7FFC5,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
GVUZMFVSGYDJBU-KOLCDFICSA-N,WJRUGQCJUFMAFN-WOJBJXKFSA-N,C[C@H](C=O)[C@@H](C1=CC=CO1)NC(=O)OC(C)(C)C,COC1=CC=C(C=C1)COC[C@H]([C@@H](C=O)OC)OCC2=CC=CC=C2,CBZ3-P-78D9A37A4D59560F,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WJRUGQCJUFMAFN-WOJBJXKFSA-N,GVUZMFVSGYDJBU-KOLCDFICSA-N,COC1=CC=C(C=C1)COC[C@H]([C@@H](C=O)OC)OCC2=CC=CC=C2,C[C@H](C=O)[C@@H](C1=CC=CO1)NC(=O)OC(C)(C)C,CBZ3-P-78D9A37A4D59560F,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AIEHFWODOURWEU-SNVBAGLBSA-N,NGVYPSIFTSFRQW-UHFFFAOYSA-N,C[C@H](C=O)OC1=CC2=C(C=C1)C(=CC(=O)O2)C3=C(C=C(C=C3)F)Cl,C(CC1=C(C(=C(C(=C1F)F)C(=O)O)F)F)C=O,CBZ3-P-86E142EDFE4BB6E5,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
NGVYPSIFTSFRQW-UHFFFAOYSA-N,AIEHFWODOURWEU-SNVBAGLBSA-N,C(CC1=C(C(=C(C(=C1F)F)C(=O)O)F)F)C=O,C[C@H](C=O)OC1=CC2=C(C=C1)C(=CC(=O)O2)C3=C(C=C(C=C3)F)Cl,CBZ3-P-86E142EDFE4BB6E5,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
PKIANMHSGDIXNB-UHFFFAOYSA-N,NEPUQERXPZFLLB-UHFFFAOYSA-N,COCCCN1CC(C2=C1C=CC=C2F)C=O,C1=CC(=CC(=C1)Br)C(CF)C=O,CBZ3-P-E5077E0DF502C6D4,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HULFRXMSENSTIA-UHFFFAOYSA-N,WBACRLNZOLESHL-UHFFFAOYSA-N,CC1=CC(=NN1)C2=CC(=C(C=C2)C(=O)C3CCCCC3C=O)F,C1=CC=C(C=C1)CN(CCC=O)C(=O)C(F)(F)F,CBZ3-P-B00B061705447541,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WBACRLNZOLESHL-UHFFFAOYSA-N,HULFRXMSENSTIA-UHFFFAOYSA-N,C1=CC=C(C=C1)CN(CCC=O)C(=O)C(F)(F)F,CC1=CC(=NN1)C2=CC(=C(C=C2)C(=O)C3CCCCC3C=O)F,CBZ3-P-B00B061705447541,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
XLYLUXYVLDBDLE-UHFFFAOYSA-N,JCMPIQHLDKJOPT-UHFFFAOYSA-N,C1CC(C(C1)(F)F)CC2(CCOC2)C=O,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)C=CCC=O,CBZ3-P-870D92795D0E2E2B,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
QBSKKRMMJPNRDH-UHFFFAOYSA-N,ZUVMAYLEEITDIY-UHFFFAOYSA-N,CCOC(=O)N1C=C(N=C1)CC=O,COC(=O)C(=C)C1C(C1NC2=CC(=C(C=C2)Br)F)C=O,CBZ3-P-219DFC4C85973A7D,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
MOIHEKLLXCASBK-UHFFFAOYSA-N,OKNRJVQZLSTJEB-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)C(F)(F)F)NC2=CN=C(C=C2)CC=O,CC(CC(C)C(=O)OC)C=O,CBZ3-P-2D5E6902F8CD7FF3,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ZBMWELXXTGBMQW-UHFFFAOYSA-N,BCKRCARVTJCEEH-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC=N2)OCCCC=O)OC3=CC=CC(=C3)OC,COC(=O)C1=CC2=C(C=C1)OCC3=CC=CC=C3C2C=O,CBZ3-P-42115F96FB6212BB,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
IFVZSRFMMHXAIM-UHFFFAOYSA-N,ZHYADECMKQDKAB-UHFFFAOYSA-N,CC(C)(CC1(CC1)C=O)C(C)(F)F,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=CC(=NN1C)C(F)(F)F,CBZ3-P-C94CB9FA9DF2C031,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
RFPLYCNFRNHRNO-POZUXBRTSA-N,WEAKLYPTZMDRDH-UHFFFAOYSA-N,C[C@@H]([C@@H](CC1=CC=C(C=C1)F)[C@H](CC2=CC=CC=C2)C=O)OSI,C1=C(C=C(C(=C1C=CCC=O)N)C(=O)O)F,CBZ3-P-17D46CA438FE3E7C,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
WEAKLYPTZMDRDH-UHFFFAOYSA-N,RFPLYCNFRNHRNO-POZUXBRTSA-N,C1=C(C=C(C(=C1C=CCC=O)N)C(=O)O)F,C[C@@H]([C@@H](CC1=CC=C(C=C1)F)[C@H](CC2=CC=CC=C2)C=O)OSI,CBZ3-P-17D46CA438FE3E7C,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
GVLYILKNVIJPNY-UHFFFAOYSA-N,KGESTXNJAOJAPO-UHFFFAOYSA-N,CC1CC2CC(C1)CC(C2)(C)COC3=CC(=C(C=C3C4CC4)C(=O)N(C)CCCC=O)F,COCOC1=C(C(=CC=C1)OC(F)(F)F)CC=O,CBZ3-P-78070234E902FC34,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
KGESTXNJAOJAPO-UHFFFAOYSA-N,GVLYILKNVIJPNY-UHFFFAOYSA-N,COCOC1=C(C(=CC=C1)OC(F)(F)F)CC=O,CC1CC2CC(C1)CC(C2)(C)COC3=CC(=C(C=C3C4CC4)C(=O)N(C)CCCC=O)F,CBZ3-P-78070234E902FC34,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LFWOAUKEMQHSHE-UHFFFAOYSA-N,OSJJROQEGRWIOJ-GMAHTHKFSA-N,CC(C)(C=O)C(C1=CC=C(C=C1)Br)O,CCCCCCCC#C[C@](C=O)([C@@H]1COC(O1)(C)C)OCC2=CC=CC=C2,CBZ3-P-2709D4ADA052FF5D,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OSJJROQEGRWIOJ-GMAHTHKFSA-N,LFWOAUKEMQHSHE-UHFFFAOYSA-N,CCCCCCCC#C[C@](C=O)([C@@H]1COC(O1)(C)C)OCC2=CC=CC=C2,CC(C)(C=O)C(C1=CC=C(C=C1)Br)O,CBZ3-P-2709D4ADA052FF5D,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FRIIBVHSCUFKQH-UHFFFAOYSA-N,PDXOIJDQOJAQQB-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(F)(F)F)C2=NN=C(C3=C2C=NN3CC=O)Cl,CCOC(=O)NC(C1=CC=CC=C1F)C(C=O)OC,CBZ3-P-01F9EBAD9869F96A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PDXOIJDQOJAQQB-UHFFFAOYSA-N,FRIIBVHSCUFKQH-UHFFFAOYSA-N,CCOC(=O)NC(C1=CC=CC=C1F)C(C=O)OC,COC1=C(C=CC(=C1)C(F)(F)F)C2=NN=C(C3=C2C=NN3CC=O)Cl,CBZ3-P-01F9EBAD9869F96A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AWOVDTUFWGJQGG-UHFFFAOYSA-N,ITSPHEZMIBMLRJ-UHFFFAOYSA-N,C1=CC=C(C=C1)COCOCCC=O,CC(C=O)(C1=CC=C(C=C1)Cl)N(C(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,CBZ3-P-2B67413A41EE60F5,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ITSPHEZMIBMLRJ-UHFFFAOYSA-N,AWOVDTUFWGJQGG-UHFFFAOYSA-N,CC(C=O)(C1=CC=C(C=C1)Cl)N(C(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,C1=CC=C(C=C1)COCOCCC=O,CBZ3-P-2B67413A41EE60F5,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
NHMZRDXUNAGYHM-ODAYNXLMSA-N,RKGOQKPILNBGEY-UHFFFAOYSA-N,CC(CO)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C=O)O)O,CC(C=O)OC1=NC2=C(C(=C(C=C2C(=N1)N3CCNCC3)Cl)C4=CC(=CC5=CC=CC=C54)O)F,CBZ3-P-F6714B7B6B74569B,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
HVJNSHNXECMQQW-HOTGVXAUSA-N,MEHIMRNYHHEUFC-YFKPBYRVSA-N,CC(C)CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)N)C=O,C[C@@H](CC=O)C(=O)OC,CBZ3-P-AA96515689D603F3,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
MEHIMRNYHHEUFC-YFKPBYRVSA-N,HVJNSHNXECMQQW-HOTGVXAUSA-N,C[C@@H](CC=O)C(=O)OC,CC(C)CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)N)C=O,CBZ3-P-AA96515689D603F3,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
JSCBYBQSHOTHNY-UHFFFAOYSA-N,MOTPHWRLPNZDJI-UHFFFAOYSA-N,C1=CC(C(C=C1)(C=O)F)Br,CC(=O)C(C(CC=O)C1=CC(=CC=C1)C(F)(F)F)C(=O)OC(C)(C)C,CBZ3-P-E784C54343906E57,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
