donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_reaction_id,source_pair_id,split,orientation,class_pair
NWQAVPUZHKENBA-UHFFFAOYSA-N,VTVJAPORBYTYAC-HEQLZXTPSA-N,CC(C)(C)[Si](C)(C)OC(C(C=O)F)C(F)F,C1[C@@H]2C=C[C@H]1[C@@H]([C@H]2C=O)C3=CC=CC=C3Cl,CBZ3-R-258B47B1E2F47046-AB,CBZ3-P-258B47B1E2F47046,train,A_donor_B_acceptor,aliphatic__aliphatic
VTVJAPORBYTYAC-HEQLZXTPSA-N,NWQAVPUZHKENBA-UHFFFAOYSA-N,C1[C@@H]2C=C[C@H]1[C@@H]([C@H]2C=O)C3=CC=CC=C3Cl,CC(C)(C)[Si](C)(C)OC(C(C=O)F)C(F)F,CBZ3-R-258B47B1E2F47046-BA,CBZ3-P-258B47B1E2F47046,train,B_donor_A_acceptor,aliphatic__aliphatic
HFUIVSBLOYNQJD-VQIMIIECSA-N,WOFWCTRGXGTDDU-UHFFFAOYSA-N,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)N[C@H](CC3=CC=CC=C3)C=O,CC(C)(CC=O)F,CBZ3-R-E43137A8A1CEFFB2-AB,CBZ3-P-E43137A8A1CEFFB2,train,A_donor_B_acceptor,aliphatic__aliphatic
WOFWCTRGXGTDDU-UHFFFAOYSA-N,HFUIVSBLOYNQJD-VQIMIIECSA-N,CC(C)(CC=O)F,C1C[C@@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)N[C@H](CC3=CC=CC=C3)C=O,CBZ3-R-E43137A8A1CEFFB2-BA,CBZ3-P-E43137A8A1CEFFB2,train,B_donor_A_acceptor,aliphatic__aliphatic
AMBXEXQOFSWBOL-WDEREUQCSA-N,CCUDDGILZHGIKO-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=CC(=C1)C(=O)N2C[C@H](C[C@@H]2C=O)F,CC1=CC2=C(C=C1)C(=CN2CC(=O)N(CC(=O)NCC3=C(C(=CC=C3)Cl)F)C4CC4)CC=O,CBZ3-R-B4F69DF5FCFE8604-AB,CBZ3-P-B4F69DF5FCFE8604,train,A_donor_B_acceptor,aliphatic__aliphatic
CCUDDGILZHGIKO-UHFFFAOYSA-N,AMBXEXQOFSWBOL-WDEREUQCSA-N,CC1=CC2=C(C=C1)C(=CN2CC(=O)N(CC(=O)NCC3=C(C(=CC=C3)Cl)F)C4CC4)CC=O,CS(=O)(=O)C1=CC=CC(=C1)C(=O)N2C[C@H](C[C@@H]2C=O)F,CBZ3-R-B4F69DF5FCFE8604-BA,CBZ3-P-B4F69DF5FCFE8604,train,B_donor_A_acceptor,aliphatic__aliphatic
WDFPNKKEOXMBHU-ISKFKSNPSA-N,YMGAAERJVJBNLM-UHFFFAOYSA-N,CC1=C(C=C(C=C1)F)[C@@H](C2=CC3=C(C=C2)N(N=C3)C4=CC=C(C=C4)F)[C@@H](C=O)NC(=O)C(C)(F)F,CCOC(=O)C(C=O)C(=O)C1=CC=CC=C1,CBZ3-R-39E0673621D5DAEA-AB,CBZ3-P-39E0673621D5DAEA,train,A_donor_B_acceptor,aliphatic__aliphatic
YMGAAERJVJBNLM-UHFFFAOYSA-N,WDFPNKKEOXMBHU-ISKFKSNPSA-N,CCOC(=O)C(C=O)C(=O)C1=CC=CC=C1,CC1=C(C=C(C=C1)F)[C@@H](C2=CC3=C(C=C2)N(N=C3)C4=CC=C(C=C4)F)[C@@H](C=O)NC(=O)C(C)(F)F,CBZ3-R-39E0673621D5DAEA-BA,CBZ3-P-39E0673621D5DAEA,train,B_donor_A_acceptor,aliphatic__aliphatic
CWCHYFQASHVKOM-UHFFFAOYSA-N,CXROTAVXRPCAKF-UHFFFAOYSA-N,CCC1=C(C=C(C(=N1)C)C2=C(C=C(C=C2)C3CC3)F)OC4(CC4S(=O)(=O)C)C=O,CC1C(CCC1(C)O)C(C)CC=O,CBZ3-R-C48445B7A8300773-AB,CBZ3-P-C48445B7A8300773,train,A_donor_B_acceptor,aliphatic__aliphatic
CXROTAVXRPCAKF-UHFFFAOYSA-N,CWCHYFQASHVKOM-UHFFFAOYSA-N,CC1C(CCC1(C)O)C(C)CC=O,CCC1=C(C=C(C(=N1)C)C2=C(C=C(C=C2)C3CC3)F)OC4(CC4S(=O)(=O)C)C=O,CBZ3-R-C48445B7A8300773-BA,CBZ3-P-C48445B7A8300773,train,B_donor_A_acceptor,aliphatic__aliphatic
RJDIAGAIBDGBAS-UHFFFAOYSA-N,XZPFTITVCSYQJI-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=NN(C(O2)C=O)CC3=C(C=CC(=C3)Cl)O)C(F)(F)F)N4C=CN=C4,C1=CC2=C(C=C1F)C(=CS2)C(CC=O)Cl,CBZ3-R-8A9BC223E61DDE79-AB,CBZ3-P-8A9BC223E61DDE79,train,A_donor_B_acceptor,aliphatic__aliphatic
XZPFTITVCSYQJI-UHFFFAOYSA-N,RJDIAGAIBDGBAS-UHFFFAOYSA-N,C1=CC2=C(C=C1F)C(=CS2)C(CC=O)Cl,C1=CC(=C(C=C1C2=NN(C(O2)C=O)CC3=C(C=CC(=C3)Cl)O)C(F)(F)F)N4C=CN=C4,CBZ3-R-8A9BC223E61DDE79-BA,CBZ3-P-8A9BC223E61DDE79,train,B_donor_A_acceptor,aliphatic__aliphatic
FNUNXYDUDJEWKB-OAHLLOKOSA-N,FUUNZDIERNCBKX-UHFFFAOYSA-N,CC1=C(CC[C@](C1=O)(C)C=O)SC2=CC=CC=C2,CN1C(N(C2=NC(=NC=C21)CCC3=CC=C(C=C3)C(F)(F)F)C(=O)N4CCCC4)C=O,CBZ3-R-DDCFD1AF66C85953-AB,CBZ3-P-DDCFD1AF66C85953,train,A_donor_B_acceptor,aliphatic__aliphatic
FUUNZDIERNCBKX-UHFFFAOYSA-N,FNUNXYDUDJEWKB-OAHLLOKOSA-N,CN1C(N(C2=NC(=NC=C21)CCC3=CC=C(C=C3)C(F)(F)F)C(=O)N4CCCC4)C=O,CC1=C(CC[C@](C1=O)(C)C=O)SC2=CC=CC=C2,CBZ3-R-DDCFD1AF66C85953-BA,CBZ3-P-DDCFD1AF66C85953,train,B_donor_A_acceptor,aliphatic__aliphatic
ODEQNBUXHIPOGN-NQPNHJOESA-N,YLTZFLJHYINZPZ-OTYNDTSQSA-N,CCOC(=O)[C@]1(CC1C=O)C(F)(F)F,CN1[C@H]2CCC1C[C@H]([C@@H]2C=O)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,CBZ3-R-776EA1427BA062B9-AB,CBZ3-P-776EA1427BA062B9,train,A_donor_B_acceptor,aliphatic__aliphatic
YLTZFLJHYINZPZ-OTYNDTSQSA-N,ODEQNBUXHIPOGN-NQPNHJOESA-N,CN1[C@H]2CCC1C[C@H]([C@@H]2C=O)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,CCOC(=O)[C@]1(CC1C=O)C(F)(F)F,CBZ3-R-776EA1427BA062B9-BA,CBZ3-P-776EA1427BA062B9,train,B_donor_A_acceptor,aliphatic__aliphatic
AFLQFVUCBMXFRS-UHFFFAOYSA-N,YBQGWJSSONWVKP-UHFFFAOYSA-N,CC1=CN(C(=O)NC1=O)CC=O,CC(CN1CCC(C1)C=O)(F)F,CBZ3-R-A1C722825A7921C0-AB,CBZ3-P-A1C722825A7921C0,train,A_donor_B_acceptor,aliphatic__aliphatic
YBQGWJSSONWVKP-UHFFFAOYSA-N,AFLQFVUCBMXFRS-UHFFFAOYSA-N,CC(CN1CCC(C1)C=O)(F)F,CC1=CN(C(=O)NC1=O)CC=O,CBZ3-R-A1C722825A7921C0-BA,CBZ3-P-A1C722825A7921C0,train,B_donor_A_acceptor,aliphatic__aliphatic
RCHOPSHIJGFBNF-UHFFFAOYSA-N,XROVQIBADZWZNW-DBVGBIOKSA-N,C1CCC(CC1)C(C=O)(F)F,C([C@H]([C@H]([C@@H](C(=O)C(=O)O[C@H](C=O)[C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O)O)O,CBZ3-R-966FD8EDA9127754-AB,CBZ3-P-966FD8EDA9127754,train,A_donor_B_acceptor,aliphatic__aliphatic
XROVQIBADZWZNW-DBVGBIOKSA-N,RCHOPSHIJGFBNF-UHFFFAOYSA-N,C([C@H]([C@H]([C@@H](C(=O)C(=O)O[C@H](C=O)[C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O)O)O,C1CCC(CC1)C(C=O)(F)F,CBZ3-R-966FD8EDA9127754-BA,CBZ3-P-966FD8EDA9127754,train,B_donor_A_acceptor,aliphatic__aliphatic
MKSOCUYGQXPVJE-SECBINFHSA-N,QDQCMVLXGYWJKE-UHFFFAOYSA-N,C1=CC=C(C=C1)C[C@H](C=O)F,CC(C=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CBZ3-R-0370A3DE52DADBE8-AB,CBZ3-P-0370A3DE52DADBE8,train,A_donor_B_acceptor,aliphatic__aliphatic
QDQCMVLXGYWJKE-UHFFFAOYSA-N,MKSOCUYGQXPVJE-SECBINFHSA-N,CC(C=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C1=CC=C(C=C1)C[C@H](C=O)F,CBZ3-R-0370A3DE52DADBE8-BA,CBZ3-P-0370A3DE52DADBE8,train,B_donor_A_acceptor,aliphatic__aliphatic
LXYBYKHVFFODSA-WPWDOAJASA-N,MSEOFRDSJJIVPJ-NSHDSACASA-N,C[C@H]([C@@H]1[C@@H](C[C@@H]2C[C@H](CCC(=C)C2[C@@H]1/C=C/C3=NC=C(C=C3)C4=CC(=CC=C4)F)N)C=O)O,C[C@@H](C1=CC=C(C=C1)OC)C2(OCCCO2)C=O,CBZ3-R-43A0704625BA9F6A-AB,CBZ3-P-43A0704625BA9F6A,train,A_donor_B_acceptor,aliphatic__aliphatic
MSEOFRDSJJIVPJ-NSHDSACASA-N,LXYBYKHVFFODSA-WPWDOAJASA-N,C[C@@H](C1=CC=C(C=C1)OC)C2(OCCCO2)C=O,C[C@H]([C@@H]1[C@@H](C[C@@H]2C[C@H](CCC(=C)C2[C@@H]1/C=C/C3=NC=C(C=C3)C4=CC(=CC=C4)F)N)C=O)O,CBZ3-R-43A0704625BA9F6A-BA,CBZ3-P-43A0704625BA9F6A,train,B_donor_A_acceptor,aliphatic__aliphatic
GTCNIMITCWOQMF-QWRGUYRKSA-N,KTUBJBJQVMZLFI-MCZAYYIJSA-N,CN1C[C@H]([C@@H](C1=O)C=O)C2=CC(=CC=C2)C(F)(F)F,C1[C@H]([C@@H](OC(=O)OC(=O)O1)C(C=O)F)Br,CBZ3-R-82336ABAF6299386-AB,CBZ3-P-82336ABAF6299386,train,A_donor_B_acceptor,aliphatic__aliphatic
KTUBJBJQVMZLFI-MCZAYYIJSA-N,GTCNIMITCWOQMF-QWRGUYRKSA-N,C1[C@H]([C@@H](OC(=O)OC(=O)O1)C(C=O)F)Br,CN1C[C@H]([C@@H](C1=O)C=O)C2=CC(=CC=C2)C(F)(F)F,CBZ3-R-82336ABAF6299386-BA,CBZ3-P-82336ABAF6299386,train,B_donor_A_acceptor,aliphatic__aliphatic
INCHBXPFPMUWBW-YMNIQAILSA-N,YMLIMMRAIOJFDV-UHFFFAOYSA-N,C1[C@@H](OC(N1C2=CC(=C(C=C2)Br)F)C=O)CN,CC(CC1=C(C=C(C=C1)CC(=O)O)C(F)(F)F)C=O,CBZ3-R-5468FEE94B7F309F-AB,CBZ3-P-5468FEE94B7F309F,train,A_donor_B_acceptor,aliphatic__aliphatic
YMLIMMRAIOJFDV-UHFFFAOYSA-N,INCHBXPFPMUWBW-YMNIQAILSA-N,CC(CC1=C(C=C(C=C1)CC(=O)O)C(F)(F)F)C=O,C1[C@@H](OC(N1C2=CC(=C(C=C2)Br)F)C=O)CN,CBZ3-R-5468FEE94B7F309F-BA,CBZ3-P-5468FEE94B7F309F,train,B_donor_A_acceptor,aliphatic__aliphatic
DSXYZFIYDJSALL-UHFFFAOYSA-N,OJBRGIXYEDNPDI-NXIKSYLGSA-N,CC1=CC(=C(C=C1)C(C)(C)CC(C=O)(C(F)(F)F)O)OC,CC1(O[C@H]2[C@@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)NC5CCC(C5)F)C=O)C,CBZ3-R-1C2CCB2A1520069C-AB,CBZ3-P-1C2CCB2A1520069C,train,A_donor_B_acceptor,aliphatic__aliphatic
OJBRGIXYEDNPDI-NXIKSYLGSA-N,DSXYZFIYDJSALL-UHFFFAOYSA-N,CC1(O[C@H]2[C@@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)NC5CCC(C5)F)C=O)C,CC1=CC(=C(C=C1)C(C)(C)CC(C=O)(C(F)(F)F)O)OC,CBZ3-R-1C2CCB2A1520069C-BA,CBZ3-P-1C2CCB2A1520069C,train,B_donor_A_acceptor,aliphatic__aliphatic
OTUUNQCLWRFRSL-UHFFFAOYSA-N,SGEAMGZMJOAEGL-UHFFFAOYSA-N,C1CC1C(C=O)C2=CC=CC=C2,CC1(CCN2C1=CC(=O)C(C3=C2C=C(C=C3)OC)NCC(C=O)NC(=O)CCC(F)(F)F)C,CBZ3-R-1DFFAE28665BA0DC-AB,CBZ3-P-1DFFAE28665BA0DC,train,A_donor_B_acceptor,aliphatic__aliphatic
SGEAMGZMJOAEGL-UHFFFAOYSA-N,OTUUNQCLWRFRSL-UHFFFAOYSA-N,CC1(CCN2C1=CC(=O)C(C3=C2C=C(C=C3)OC)NCC(C=O)NC(=O)CCC(F)(F)F)C,C1CC1C(C=O)C2=CC=CC=C2,CBZ3-R-1DFFAE28665BA0DC-BA,CBZ3-P-1DFFAE28665BA0DC,train,B_donor_A_acceptor,aliphatic__aliphatic
NVQWGXQPUNXDIJ-UHFFFAOYSA-N,RGQVEQACDLXOHN-LSLKUGRBSA-N,C1CCC(CC1)C(C=O)C(F)F,CN(C)C(=O)[C@H]1CCN(CC1N(C)CCCCC=O)C2=NC=NC(=C2F)N,CBZ3-R-03A0E310E85A302D-AB,CBZ3-P-03A0E310E85A302D,train,A_donor_B_acceptor,aliphatic__aliphatic
RGQVEQACDLXOHN-LSLKUGRBSA-N,NVQWGXQPUNXDIJ-UHFFFAOYSA-N,CN(C)C(=O)[C@H]1CCN(CC1N(C)CCCCC=O)C2=NC=NC(=C2F)N,C1CCC(CC1)C(C=O)C(F)F,CBZ3-R-03A0E310E85A302D-BA,CBZ3-P-03A0E310E85A302D,train,B_donor_A_acceptor,aliphatic__aliphatic
DWMATNJLZJSWOJ-UHFFFAOYSA-N,QPECRAHCNWCNPZ-NXEZZACHSA-N,COC1=CC2=NN(C=C2C=C1NCC3=NC(=CC=C3)C(F)(F)F)C4CCC(CC4)C=O,CC(=O)OC[C@H]([C@@H](C=O)OC(=O)C)OC(=O)C,CBZ3-R-A2CC40D7F3FDEF07-AB,CBZ3-P-A2CC40D7F3FDEF07,train,A_donor_B_acceptor,aliphatic__aliphatic
QPECRAHCNWCNPZ-NXEZZACHSA-N,DWMATNJLZJSWOJ-UHFFFAOYSA-N,CC(=O)OC[C@H]([C@@H](C=O)OC(=O)C)OC(=O)C,COC1=CC2=NN(C=C2C=C1NCC3=NC(=CC=C3)C(F)(F)F)C4CCC(CC4)C=O,CBZ3-R-A2CC40D7F3FDEF07-BA,CBZ3-P-A2CC40D7F3FDEF07,train,B_donor_A_acceptor,aliphatic__aliphatic
BXFVODUBWHPUCF-ZDUSSCGKSA-N,ZGQPXBLGTSCBBS-UHFFFAOYSA-N,CO[C@H](CCOCC1=CC=CC=C1)CC=O,CC1=CC(=CC(C1)F)C2=CC(=NN2C3=CC(=NC=C3)C)C(=O)N(CC=O)CNC,CBZ3-R-930784E9DCC150B9-AB,CBZ3-P-930784E9DCC150B9,train,A_donor_B_acceptor,aliphatic__aliphatic
ZGQPXBLGTSCBBS-UHFFFAOYSA-N,BXFVODUBWHPUCF-ZDUSSCGKSA-N,CC1=CC(=CC(C1)F)C2=CC(=NN2C3=CC(=NC=C3)C)C(=O)N(CC=O)CNC,CO[C@H](CCOCC1=CC=CC=C1)CC=O,CBZ3-R-930784E9DCC150B9-BA,CBZ3-P-930784E9DCC150B9,train,B_donor_A_acceptor,aliphatic__aliphatic
UBNDZMIKPXWKPO-DHZHZOJOSA-N,ZORMBIUZOZKDFR-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=C2CC=O,C1CN(C(C2C1CN(C2)CC3=CC=CC=C3)C=O)C4=CC=C(C=C4)OC(F)(F)F,CBZ3-R-349E2A7F7C2E012D-AB,CBZ3-P-349E2A7F7C2E012D,train,A_donor_B_acceptor,aliphatic__aliphatic
ZORMBIUZOZKDFR-UHFFFAOYSA-N,UBNDZMIKPXWKPO-DHZHZOJOSA-N,C1CN(C(C2C1CN(C2)CC3=CC=CC=C3)C=O)C4=CC=C(C=C4)OC(F)(F)F,COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=C2CC=O,CBZ3-R-349E2A7F7C2E012D-BA,CBZ3-P-349E2A7F7C2E012D,train,B_donor_A_acceptor,aliphatic__aliphatic
HSWGKAHOMSELLE-UHFFFAOYSA-N,QCIPJMTWMSOBMS-UHFFFAOYSA-N,CC(C)C(CC(F)F)C=O,CC1=CC(=CC(=C1)F)C2(SCCCS2)C=O,CBZ3-R-9EC3D135332A1AB2-AB,CBZ3-P-9EC3D135332A1AB2,train,A_donor_B_acceptor,aliphatic__aliphatic
QCIPJMTWMSOBMS-UHFFFAOYSA-N,HSWGKAHOMSELLE-UHFFFAOYSA-N,CC1=CC(=CC(=C1)F)C2(SCCCS2)C=O,CC(C)C(CC(F)F)C=O,CBZ3-R-9EC3D135332A1AB2-BA,CBZ3-P-9EC3D135332A1AB2,train,B_donor_A_acceptor,aliphatic__aliphatic
DZEALIWBOBCCQH-UHFFFAOYSA-N,MUBFOXTUIAINJP-UHFFFAOYSA-N,C1CC2C(CC1O2)(CC(F)F)C=O,C1=CC=C2C(=C1)NC(N2F)C=O,CBZ3-R-EBE56FE9197028E4-AB,CBZ3-P-EBE56FE9197028E4,train,A_donor_B_acceptor,aliphatic__aliphatic
MUBFOXTUIAINJP-UHFFFAOYSA-N,DZEALIWBOBCCQH-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC(N2F)C=O,C1CC2C(CC1O2)(CC(F)F)C=O,CBZ3-R-EBE56FE9197028E4-BA,CBZ3-P-EBE56FE9197028E4,train,B_donor_A_acceptor,aliphatic__aliphatic
